ID	SEX	MUMID	TWIN	BIRTHYEAR	DEADAGE	DEADAGE.m	Jaw	Leg
285	2	8249	NA	7	1	NA	103.4	83.55
327	1	8738	NA	7	1	NA	104.5	76.5
8622	2	5773	NA	2	3	NA	117.5	80.47
2084	2	4506	0	29	0	11	107.06	NA
6283	2	4426	0	24	0	9	96.95	79.15
2086	1	6477	0	12	0	11	101.2	74.14
3791	1	3879	1	15	0	11	93.37	71.3
5170	2	2623	0	12	0	9	94.22	65.71
7351	2	5920	1	12	0	9	93.97	67.36
2680	1	7842	0	18	0	12	104.34	74.14
6955	1	6208	1	27	0	12	101.18	73.31
6474	2	8108	1	29	0	11	105.23	NA
3080	1	8082	NA	7	1	NA	116.6	78.4
4827	1	7681	NA	7	6	NA	128.52	82.71
548	2	4192	0	11	0	10	102.44	71.84
6381	2	2623	NA	15	2	NA	116.91	81.84
7993	1	3637	0	19	0	12	101.96	74.33
143	2	6846	0	9	0	12	103.74	72.21
4738	2	613	0	19	0	12	98.88	73.56
3667	1	6102	0	18	0	11	96.6	76.11
7680	2	1689	NA	9	4	NA	122.09	85.63
819	2	2113	NA	14	5	NA	126.19	80.43
6424	2	3785	1	19	0	9	92.97	73.99
808	1	1375	0	18	0	12	101.84	74.74
5204	2	2635	0	1	0	10	98.29	73.93
7655	1	2180	0	13	0	11	98.56	71.26
8780	2	2604	0	19	0	11	101.33	75.94
4306	1	8841	NA	23	5	NA	121.42	79.9
3396	1	5959	0	18	0	11	98.74	68.16
5350	2	8978	0	8	0	10	88.52	70.21
791	2	3227	0	9	0	10	96.92	68.89
2887	2	5410	NA	7	1	NA	123.15	87.5
799	2	2317	1	9	0	12	101.22	70.23
7797	1	5881	0	22	0	8	102.19	72.85
1911	1	821	NA	20	1	NA	113.16	NA
2467	1	7506	NA	2	11	NA	126.27	82.5
8087	1	2173	0	24	0	10	94.7	75.8
2731	2	8740	NA	7	1	NA	120.2	85.6
5504	2	5631	0	13	0	9	103.76	74.25
456	2	582	0	24	0	11	104.2	79.2
8560	1	4935	NA	24	3	NA	122.42	86.04
6337	2	5503	0	12	0	10	98.04	67.94
7365	1	3986	1	11	0	10	96.18	68.27
8068	1	3879	1	15	0	9	87.84	62.5
580	1	1142	NA	25	2	NA	113.1	75.99
8685	1	6706	NA	16	8	NA	127.93	77.83
2216	2	6132	1	12	0	9	96.1	71.08
7519	1	6159	NA	11	8	NA	115.32	75.83
7779	1	695	NA	3	7	NA	123.95	78.71
3173	1	2780	NA	23	5	NA	121.31	85
3518	2	1257	1	16	0	11	93.92	66.98
8166	1	6015	0	22	0	12	105.12	73.22
3025	2	2700	0	18	0	9	98.65	80.15
4135	2	7840	NA	5	6	NA	122.07	79.32
4927	1	6232	NA	7	4	NA	123.47	83.33
7907	2	1760	0	9	0	11	105.57	86.52
5691	1	1206	NA	6	10	NA	126.9	79.5
2954	2	3916	0	12	0	11	95.06	72.52
740	2	552	NA	5	1	NA	118.59	85.5
3294	1	2476	0	18	0	4	89.28	64.78
3986	1	8848	NA	29	10	NA	127.3	85.9
3102	2	3592	NA	8	5	NA	122.72	74.35
2947	1	7642	0	22	0	12	94.38	67.23
3787	1	3027	1	29	0	10	88.73	NA
5380	1	762	1	11	0	11	103.13	70.32
870	1	3762	NA	3	14	NA	130.19	83.02
5233	2	695	NA	5	1	NA	116.34	72.34
1685	1	1793	0	11	0	11	101.81	76.64
4043	2	8416	0	16	0	10	86.02	61.51
6482	2	5542	0	1	0	10	88.64	70.5
4081	2	7710	NA	23	1	NA	113.02	78.4
8701	1	3592	1	9	0	12	98.99	63.4
2254	2	7510	1	24	0	10	92.4	62.69
1227	2	2306	0	24	0	11	97.19	75.07
7249	1	7760	NA	26	1	NA	108.21	88.49
8903	1	8108	1	29	0	11	97.77	NA
8081	1	5340	0	19	0	12	100.16	74.62
3445	2	2843	NA	23	1	NA	115.45	79.63
4243	2	8030	0	1	0	10	97.55	72.7
3676	1	81	0	16	0	12	94.07	69.37
3921	1	1622	NA	25	2	NA	113.8	NA
310	2	7202	0	16	0	12	106.2	77.14
495	1	5670	0	24	0	10	103.3	76.65
3448	2	7929	0	11	0	11	100.68	71.03
1272	2	4739	0	1	0	10	103.68	76.69
6293	2	6846	NA	26	1	NA	112.76	82.73
4432	2	2700	0	11	0	10	104.06	76.22
9015	1	1286	0	16	0	10	87.99	59.91
2976	2	1532	NA	7	1	NA	116.5	85
2424	1	5006	NA	2	1	NA	107.74	82.41
8904	2	1860	NA	14	5	NA	123.85	81.35
6470	1	1829	0	12	0	9	89.27	64.99
7477	2	7027	0	8	0	11	101.72	76.99
6394	1	5006	0	16	0	12	101.52	75.82
6208	1	5928	NA	24	9	NA	121.93	81.23
1306	2	7305	0	1	0	10	99.64	75.85
8174	2	6505	NA	15	2	NA	123.29	83.15
8018	1	1456	1	1	0	8	87.24	NA
8827	2	3834	NA	2	9	NA	125.47	NA
4901	2	2134	0	18	0	11	103.11	75.81
5181	1	1969	NA	9	2	NA	114.22	77.19
3130	1	2034	1	19	0	9	95.67	68.15
9002	2	6647	0	24	0	9	103.9	81
411	1	8746	0	12	0	12	104.67	76.83
3195	2	125	NA	9	4	NA	122.74	86.47
6813	2	5881	NA	4	8	NA	125.13	83.72
7222	1	1916	NA	5	4	NA	122.32	NA
758	2	5631	0	12	0	10	98.48	73.92
4849	2	2741	NA	20	1	NA	117.27	NA
2148	2	3065	0	29	0	11	108.91	NA
3354	1	8981	0	29	0	10	89.34	NA
4891	2	7956	NA	23	1	NA	114.66	84.49
1156	1	6846	1	26	0	12	99.28	70.16
8824	2	8158	0	29	0	12	111.43	NA
8642	1	146	0	22	0	10	98.57	68.86
2253	1	7541	NA	23	5	NA	133.44	91.45
4386	2	3366	0	16	0	12	104.49	77.26
8381	2	6487	0	22	0	7	105.85	82.77
5870	1	4251	0	9	0	6	96.73	71.66
7652	2	8504	1	12	0	9	98.57	62.73
4740	1	7873	0	1	0	11	98.94	72.48
442	1	2515	NA	2	10	NA	126.96	92.77
9036	2	3162	0	18	0	8	98.35	72.73
964	2	3747	0	15	0	9	107.81	81.38
8745	1	64	1	16	0	10	101.36	64.22
4764	1	7584	0	23	0	11	103.85	77.7
7254	2	7219	0	15	0	12	103.73	74.15
4763	2	3082	1	9	0	10	102.09	73.33
4279	1	2306	0	11	0	11	101.78	70.09
8387	2	1288	NA	16	2	NA	120.24	83.29
9032	1	2985	0	19	0	11	99.72	71.41
6643	2	2274	0	11	0	9	88.83	64.43
1192	2	4838	0	15	0	9	96.53	66.26
2479	1	8345	0	8	0	12	100.5	77.89
8722	1	5949	NA	26	1	NA	118.4	83.3
2570	1	2113	0	16	0	12	94.93	64.79
2160	2	7068	0	18	0	11	104.42	80.45
3835	2	5296	0	24	0	11	101.75	76.27
2111	2	8361	NA	15	2	NA	118.89	85.63
5136	1	8004	0	12	0	10	98.49	75.49
1762	1	1543	0	12	0	10	93.8	69.54
5953	2	7813	NA	15	2	NA	120.47	88.3
2774	2	8605	0	19	0	11	98.22	72.04
3840	1	4153	NA	11	6	NA	121.8	78.41
8078	1	6161	1	11	0	11	92.91	69.41
2090	2	4426	0	12	0	10	103.57	75.9
5436	1	4626	NA	22	9	NA	122.46	79.7
8785	1	5410	1	11	0	12	98.58	71.03
8725	1	5108	NA	4	2	NA	118.48	78.1
7340	2	3926	NA	23	1	NA	117.05	NA
2788	1	7355	0	23	0	12	105.52	74.07
7364	1	6850	0	17	0	11	102.68	NA
7192	1	3994	0	24	0	10	99.99	69.69
123	2	52	NA	26	6	NA	131.79	84.34
7213	2	2690	NA	2	1	NA	NA	81.61
4382	1	6707	0	12	0	9	87.93	64.57
909	1	1760	0	27	0	11	103.05	79.43
5697	2	2982	0	29	0	11	102.01	NA
4563	1	3879	0	12	0	8	96.36	73.38
8567	1	1510	NA	21	11	NA	126.47	84.49
4140	2	1916	NA	3	3	NA	123.97	85.76
7758	1	6325	0	1	0	11	94.24	70.3
2717	2	3832	1	22	0	6	81.65	59.55
8119	1	8342	NA	7	1	NA	112.75	83.5
2150	1	7956	1	11	0	11	96.78	70.85
618	2	64	NA	14	2	NA	120.25	88.25
2066	2	5751	0	11	0	10	96.17	70.23
3801	1	2476	NA	5	1	NA	107.8	79.7
3376	1	6778	NA	25	9	NA	126.33	NA
476	1	3376	NA	3	3	NA	115.55	74.92
3792	1	450	0	15	0	10	92.98	72.29
6377	2	5831	NA	22	1	NA	119.52	80.8
1940	2	5378	0	11	0	11	101.59	73.08
81	1	795	NA	2	6	NA	122	78.7
7295	2	218	0	24	0	11	106.05	76.55
2817	2	5103	NA	20	1	NA	121.38	NA
7821	1	6158	0	2	0	2	80.65	63.01
4973	1	2134	0	16	0	13	108.56	76
1486	2	4626	1	11	0	10	89.99	65.25
6402	2	2467	NA	26	1	NA	118.46	83.84
2663	2	240	NA	5	5	NA	123.5	86.36
3906	1	2070	NA	11	3	NA	118.2	78.35
900	1	970	0	11	0	11	99.05	70.71
625	2	8533	0	12	0	9	93.96	62.72
938	2	2982	NA	3	1	NA	109.12	80.47
4370	1	2134	0	11	0	12	98.43	71.38
6610	2	2857	NA	21	2	NA	122.25	NA
5719	1	6443	0	11	0	11	100	74.46
5357	1	6106	NA	26	8	NA	126.93	74.85
3072	2	1505	0	27	0	11	102.75	73.17
257	2	7935	0	12	0	8	85.25	63.78
4568	1	3785	0	27	0	12	101.84	75.74
5329	1	4085	0	18	0	12	98.44	69.37
2280	2	218	NA	16	5	NA	126.55	79.8
6581	1	3356	NA	8	1	NA	108.61	69.84
8313	2	2899	NA	7	1	NA	113.41	80.54
2382	2	6161	1	6	0	10	91.4	64.02
3628	2	5033	0	1	0	9	96.91	72.85
7831	1	7263	NA	19	1	NA	107.76	76.59
4156	2	552	NA	25	8	NA	135.32	92.11
2520	2	6994	NA	9	4	NA	124.11	84.9
8125	2	8810	0	18	0	12	98.83	67.94
4283	1	482	0	12	0	10	100.19	72.36
4692	2	2682	1	23	0	11	NA	72.71
3799	1	8685	NA	4	2	NA	124.4	81.26
2089	2	7956	NA	16	2	NA	120.6	85.25
7711	1	1074	NA	2	1	NA	114.27	75.55
3741	1	8274	1	11	0	12	94.38	65.02
3005	2	5818	1	7	0	13	102.59	69.24
8662	1	8063	NA	19	1	NA	106.19	79.65
2975	1	1647	NA	4	9	NA	116.91	72.89
2707	1	516	1	15	0	11	96.62	69.97
2871	1	8345	0	13	0	11	106.65	80.45
8361	1	8341	NA	26	8	NA	119.53	80.19
8796	1	3270	NA	14	2	NA	122.25	76.9
5806	2	1782	0	24	0	10	102.63	75.97
6127	1	2985	0	13	0	12	104.51	78.19
913	2	801	1	16	0	10	88.26	60.03
8164	1	2250	NA	16	5	NA	120.8	76.85
2872	2	2515	0	24	0	11	110.3	73.65
3944	1	5815	0	12	0	11	94.45	74.02
3735	1	7424	0	23	0	11	101.16	82.17
7287	1	3785	NA	26	7	NA	118.79	80.96
73	1	3687	0	22	0	11	100.64	70.33
4168	2	8021	0	24	0	12	105.41	79.12
4007	2	6299	1	27	0	11	96.85	66.86
5493	2	6443	NA	14	2	NA	113.6	79.6
7836	1	2780	1	18	0	10	88.73	68.4
766	2	6520	0	27	0	12	106.92	71.77
5851	2	2134	0	6	0	10	92.82	66.96
1427	2	3539	0	24	0	11	101.7	76
5066	1	9017	1	18	0	12	104.07	76.81
1888	1	1015	1	24	0	8	92.45	71.35
1036	2	3270	NA	7	1	NA	107.55	74.31
5101	2	6110	0	16	0	11	97.55	72.35
7707	2	6516	0	11	0	11	103.86	78.2
8990	1	6764	1	24	0	11	97.25	67
5121	1	7877	0	27	0	12	107.24	77.65
1007	1	3874	0	14	0	8	98.1	NA
1345	2	3879	1	13	0	9	98.83	67.93
5973	2	1073	0	1	0	9	94.51	72.94
2513	2	6516	0	16	0	8	89.4	71.96
8605	1	2966	NA	7	10	NA	121.17	76.96
6344	2	3747	0	1	0	9	94.6	73.07
6845	2	4426	NA	26	8	NA	116.35	84.38
8583	1	6519	0	19	0	11	97.77	72.11
3476	1	4256	NA	7	9	NA	123.84	82.59
6796	2	8345	0	26	0	12	96.01	72.32
5325	1	795	NA	3	4	NA	120.74	78.91
2031	1	1728	0	24	0	8	98.5	73.35
910	1	692	0	23	0	12	102.75	78.4
8452	1	4836	NA	3	1	NA	111.49	NA
6491	2	4927	NA	4	2	NA	116.1	80.04
3366	1	7956	NA	18	4	NA	121.1	89.89
5420	2	2452	0	12	0	10	100.07	70.98
8485	1	487	0	29	0	11	95.63	NA
6882	1	2975	0	1	0	8	86.25	68.39
8044	1	4514	1	12	0	11	93.99	67.93
3060	2	7506	1	11	0	10	99.25	70.6
1790	2	5084	NA	7	1	NA	115.65	78.75
8343	2	8082	0	16	0	12	106.33	75.73
1691	2	1107	0	18	0	11	100.37	72.12
8016	1	9012	0	19	0	11	94.4	68.89
1796	2	7374	0	1	0	10	100.91	73.69
7157	2	1375	NA	5	9	NA	127.15	86.6
7900	2	5580	1	13	0	9	96.54	72.8
1297	2	4781	0	24	0	10	104.75	77.31
6232	1	1260	NA	6	9	NA	121.59	NA
5184	1	7636	1	22	0	12	91.05	63.95
1932	2	6717	NA	7	1	NA	111.7	81.7
4553	1	6621	0	23	0	12	NA	78.17
7232	1	8376	0	11	0	12	101.6	72.09
7862	1	8293	NA	7	1	NA	109.65	78
7813	1	5895	NA	4	9	NA	120.74	75.96
8398	2	7710	NA	6	2	NA	122.5	84.47
7171	1	8901	0	16	0	10	90.29	59.35
4294	1	8495	0	29	0	9	100.3	NA
3510	2	8202	NA	15	2	NA	120.14	85.15
1674	1	4167	NA	11	6	NA	118.2	77.24
190	2	6208	1	9	0	10	103.19	74.68
5331	1	4489	NA	8	6	NA	124.83	78.92
3719	1	4672	NA	13	5	NA	113.46	76.32
6018	2	2654	NA	21	2	NA	123.2	NA
1199	1	2537	NA	21	2	NA	118.62	NA
7615	1	5410	NA	14	6	NA	121.24	83.41
5878	1	1568	0	6	0	10	91.66	64.7
770	1	5169	1	24	0	10	95.7	66.45
4557	2	511	0	6	0	11	100.4	76.82
1446	2	4935	0	12	0	11	101.6	80.55
8088	2	1107	1	23	0	12	104	76.83
5579	2	795	0	16	0	12	101.72	77.03
6141	1	1283	NA	7	1	NA	103.85	76.5
5213	2	43	1	18	0	4	75.35	55.29
8997	1	2633	NA	23	1	NA	112.37	77.86
4325	1	8901	0	24	0	12	105.5	80
8878	2	1860	NA	7	1	NA	113.8	77.8
1608	2	6555	0	24	0	11	97.59	73.75
3359	1	6414	0	19	0	11	96.9	66.61
2318	2	8835	NA	21	2	NA	123.06	NA
5876	2	8321	0	6	0	12	109	80.89
2579	2	5193	1	3	0	8	103.27	74.17
5309	1	901	NA	7	8	NA	126	80.07
2669	2	5895	NA	7	1	NA	118.25	82.5
4677	1	3874	NA	7	1	NA	110.7	82.7
1964	2	9023	0	18	0	10	94.57	68.11
3751	2	99	0	11	0	10	97.22	69.2
8264	2	1198	0	29	0	10	97.16	NA
154	2	3316	NA	20	1	NA	125.45	NA
7760	1	4514	NA	7	6	NA	120.81	84.64
4770	1	6001	NA	16	5	NA	116.2	76.3
8986	1	6647	1	12	0	11	98.52	67.91
4354	1	2317	1	12	0	11	99.66	75.85
2726	1	1164	0	11	0	11	102.77	77.24
1843	2	1969	1	15	0	12	99.37	70.94
8589	1	1037	0	13	0	11	101.02	73.11
482	1	1479	NA	16	8	NA	119.41	82.95
7346	2	1472	NA	7	1	NA	117.3	82
2721	1	4820	1	29	0	10	100.45	NA
8063	1	3539	NA	4	8	NA	119.33	80.7
6556	2	1456	1	1	0	9	83.94	57.6
2430	1	8345	1	9	0	11	104.79	73.07
1780	2	1472	NA	26	1	NA	117.94	86.62
8358	1	7068	0	22	0	11	97.07	69.21
8810	1	240	NA	25	5	NA	119.21	81.1
7399	1	6208	0	8	0	12	101.99	74.94
9038	2	801	NA	7	1	NA	113.3	78.15
3887	2	8980	1	1	0	9	94.39	69.91
4675	2	2792	NA	20	1	NA	102.08	NA
8884	1	745	1	22	0	11	91.11	67.07
6948	2	1	0	11	0	9	99.74	74.67
3765	2	3983	NA	5	2	NA	117.54	83.1
7495	2	2682	0	6	0	12	106.22	72.94
5146	1	8361	NA	27	3	NA	114.38	79.4
8453	2	556	NA	16	2	NA	117.69	89.29
2494	2	1840	0	1	0	10	96.51	81.84
4381	2	5499	NA	9	3	NA	117.84	84.13
5396	1	4358	NA	20	1	NA	110.13	NA
907	2	8293	NA	16	2	NA	117.55	84.67
3574	2	2839	NA	16	2	NA	117.18	77.79
7326	2	5550	0	16	0	11	103.68	75.34
380	1	7710	0	29	0	9	102.59	NA
6263	1	6689	0	6	0	12	91.76	64.79
2811	2	6161	0	18	0	12	NA	74.7
1067	1	7840	1	16	0	4	94.47	73.44
3959	2	1015	NA	14	2	NA	116.9	78.5
1065	2	8183	NA	23	5	NA	124.38	77.3
8678	1	3270	NA	22	9	NA	122.74	88.4
8396	2	1689	0	27	0	12	102.26	71.23
2518	2	5675	1	18	0	11	97.86	67.29
2922	1	7510	NA	7	4	NA	126.49	79.56
5124	1	5956	0	24	0	12	99.9	74.1
8600	1	1900	NA	5	6	NA	129.26	90.86
8658	2	6441	0	19	0	11	101.19	76.61
556	1	8158	NA	20	10	NA	127.94	84.1
2250	1	5006	NA	3	10	NA	118.75	NA
1138	2	2700	0	22	0	11	102.29	79.61
2713	2	1353	1	29	0	10	95.83	NA
4411	1	2843	1	6	0	12	100.19	NA
6659	2	801	0	11	0	10	98.81	72.7
6252	1	2476	NA	23	8	NA	113.75	77.5
1330	1	4783	0	24	0	11	98.5	71.7
2316	2	6831	NA	5	4	NA	123.33	87.69
564	2	1916	1	6	0	13	98.06	68.16
5595	1	1257	1	16	0	11	95.92	71.04
2752	1	7434	0	18	0	11	101.77	75.43
3312	2	2974	0	11	0	10	100.82	78.74
6676	2	1829	1	19	0	8	84.63	61.06
2110	2	7519	0	13	0	9	88.57	65.14
4707	1	2255	NA	13	4	NA	115.69	84.67
1229	2	1781	NA	21	2	NA	121.62	NA
7528	1	6792	1	23	0	12	95.13	67.92
7564	1	3514	NA	20	4	NA	129.41	87.6
23	2	7424	0	16	0	11	106.15	73.83
4762	1	8321	NA	3	3	NA	118.95	80.89
933	2	5691	0	11	0	11	99.56	78.25
6679	1	6505	0	19	0	11	98.31	71.55
4128	2	4854	0	12	0	10	104.66	76.66
7462	2	6516	NA	7	4	NA	126.29	81
1057	1	5193	1	23	0	12	100.03	73.15
2035	1	1024	NA	7	1	NA	102.5	74
6117	2	556	NA	2	3	NA	133.28	88.55
161	2	7842	NA	6	3	NA	125.31	86
2394	1	2452	0	24	0	11	98.3	75.86
1264	1	6621	NA	17	3	NA	120.38	NA
3182	2	5084	1	26	0	12	97.88	75.29
2448	2	8249	NA	14	2	NA	121.05	90.7
2314	2	7908	0	11	0	10	102.66	77.83
3429	2	2279	0	13	0	11	101.85	71.5
1758	1	2317	1	27	0	11	96.58	71.66
685	1	8364	0	18	0	12	100.83	75.89
7427	2	1024	0	11	0	11	97.14	73.18
1683	1	2780	1	16	0	12	97.72	73.59
8327	1	3356	1	13	0	11	99.07	67.46
6439	1	3834	1	16	0	12	95.13	70.8
5190	2	2966	NA	2	1	NA	107.68	76.03
2664	1	2798	0	16	0	11	91.13	73.03
2631	1	762	1	16	0	11	94.91	65.97
2795	1	1705	0	19	0	10	95.21	72.66
5685	1	5580	0	12	0	11	97.99	74.72
1237	1	335	0	27	0	12	104.68	70.51
3209	2	8504	1	13	0	11	103.14	77.42
4690	2	7642	NA	4	4	NA	128.12	81.13
3458	2	8567	0	23	0	12	107.96	79.25
3808	1	6778	0	29	0	12	100.79	NA
7439	1	2306	NA	26	7	NA	127.86	77.39
3488	2	3376	1	16	0	10	98.95	68.26
224	1	1090	0	29	0	11	95.32	NA
3857	1	8341	NA	7	11	NA	127.22	76.44
1245	2	7068	0	23	0	12	108.44	82.94
2844	2	7779	0	6	0	10	91.22	67.46
125	1	3874	NA	4	9	NA	117.78	84.76
14	1	8116	NA	26	8	NA	121.91	80.42
3170	2	3637	NA	15	2	NA	126.01	84.54
6505	1	8079	NA	4	8	NA	121.1	74.18
4192	1	8200	NA	5	6	NA	115.09	69.65
8015	2	5193	1	6	0	10	104.68	75.61
8373	1	2034	0	27	0	12	102.93	71.2
6717	1	6102	NA	23	8	NA	116.5	83.15
2618	2	6717	NA	2	1	NA	111.67	79.13
2195	2	3986	1	23	0	12	106.49	77.18
1543	1	8004	NA	4	2	NA	111.93	76.04
811	2	3565	0	11	0	9	87.49	61.91
3836	2	8341	0	12	0	8	92.59	62.74
5354	1	6846	0	24	0	11	103.1	76
7786	2	5006	0	6	0	8	91.15	69.58
8349	2	335	1	15	0	10	98.16	69.68
8331	1	3776	0	12	0	10	91.11	75.25
2188	1	7439	NA	9	4	NA	118.68	70.49
2978	2	4482	1	22	0	7	88.57	66.74
4526	2	1539	0	15	0	10	98.39	67.82
1405	1	2062	0	18	0	11	106.19	72.24
2113	1	4781	NA	2	12	NA	129.35	81.33
5934	1	3117	NA	11	10	NA	122.7	86.69
5287	1	3846	NA	3	8	NA	121.93	81.28
315	2	511	NA	3	4	NA	125.32	78.25
2497	1	6778	NA	5	6	NA	122.06	76.41
7840	1	2857	NA	25	9	NA	129.26	87.28
3340	2	1568	0	16	0	12	102.21	72.69
8482	2	7434	1	23	0	12	103.59	77.19
3191	2	335	NA	7	1	NA	NA	76
362	1	8139	0	29	0	11	93.45	NA
1850	2	745	1	26	0	11	97.28	69.79
3231	2	8600	1	16	0	6	101.2	74.3
563	2	2857	0	29	0	12	107.24	NA
3315	1	3015	0	18	0	11	96.8	72.38
4515	2	4523	0	1	0	8	89.13	67.71
6062	2	7448	0	18	0	6	96.33	76.07
565	2	5516	NA	26	7	NA	126.57	85.2
4235	1	1760	0	13	0	11	100.83	73.59
7982	2	7931	NA	2	1	NA	113.34	80.28
3915	2	668	0	22	0	10	96.8	73.54
6165	1	7222	0	16	0	12	101.69	79.02
5955	2	3416	1	12	0	9	93.63	67.9
5930	2	1568	NA	14	2	NA	119.7	77.8
2829	1	8541	NA	16	8	NA	123.54	80.3
2727	2	442	NA	4	8	NA	127.9	82.89
4233	2	5744	0	17	0	11	107.61	NA
7385	2	4085	NA	14	2	NA	119.55	79.6
3337	2	9021	0	19	0	11	101.21	66.15
4323	2	5033	1	19	0	9	94.84	67.87
5773	1	8321	NA	5	6	NA	117.49	82.4
298	1	7221	0	18	0	12	105.86	75.08
4312	1	8293	1	18	0	10	NA	71.97
1708	2	7912	0	1	0	10	100.14	79.26
6952	1	5670	NA	7	1	NA	113.8	80.1
525	2	7043	NA	3	4	NA	119.91	81.07
3269	2	442	0	8	0	12	94.75	71.26
3608	1	4167	0	12	0	11	101.95	73.59
2276	2	3834	1	18	0	10	92.66	66.78
5778	2	8477	0	27	0	11	106.48	65.46
3050	1	6840	0	6	0	11	95.34	68
3090	2	255	0	8	0	11	102.18	72.89
5801	1	1576	1	18	0	11	104.47	74.21
6695	2	1073	NA	26	1	NA	114.68	83.07
8970	1	2062	NA	22	8	NA	122.24	82.68
8189	2	968	NA	15	2	NA	116.46	81.84
7975	1	3376	0	18	0	11	104.11	72.55
3177	2	3267	0	29	0	11	112.2	NA
5372	1	3986	1	23	0	11	96.77	73.77
6893	2	1809	0	19	0	12	107.21	76.28
2288	1	3506	NA	14	2	NA	125.45	79.5
2642	1	3506	0	23	0	5	82.34	57.95
2661	1	5881	NA	26	1	NA	98	73.05
7600	1	6299	1	13	0	9	90.74	61.44
1600	2	1195	NA	20	1	NA	120.9	NA
2281	1	1164	0	8	0	12	101.86	76.78
2792	1	1142	NA	21	2	NA	117.91	NA
2370	1	8345	1	27	0	10	99.57	66.35
2861	1	1107	1	23	0	12	103.25	75.53
2024	1	6179	0	1	0	8	89.49	69.87
4781	1	7541	NA	5	12	NA	134.16	83.55
5601	2	8108	1	25	0	9	102.89	NA
4401	2	1142	0	29	0	11	105.53	NA
3164	1	1411	NA	27	3	NA	112.23	76.27
8004	1	5108	NA	24	9	NA	123.52	84.02
6898	1	2985	1	9	0	12	100.57	70.5
6765	1	7434	NA	3	11	NA	127.15	80.8
2979	2	6001	NA	14	2	NA	121.7	79.3
697	2	6647	1	12	0	9	92.73	67.16
4229	1	5556	NA	12	7	NA	122.01	88.81
5285	2	5895	1	8	0	8	91.42	68.01
3217	2	4256	0	24	0	10	108.85	74.9
3032	1	6441	0	12	0	12	96	69.06
3066	1	6106	0	8	0	11	101.13	71.75
2511	2	104	NA	4	2	NA	112.82	76.69
2505	2	183	NA	4	2	NA	118.1	84.18
9054	1	5084	1	8	0	5	71.99	NA
4510	2	535	NA	14	2	NA	111.76	80.58
3564	1	5110	NA	15	2	NA	111.09	75.74
3880	1	2637	0	19	0	8	83.73	58.74
7320	2	7407	0	11	0	10	103.61	71.59
6524	2	6765	0	18	0	11	104.51	75.41
3841	2	4935	0	11	0	11	97.44	69.59
7156	1	5505	0	11	0	11	100.78	70.3
4937	2	745	NA	26	1	NA	108.56	76.32
4818	1	6299	0	12	0	11	98.63	68.64
1989	2	2899	NA	14	5	NA	126.74	87.15
3109	2	6414	0	1	0	9	101.09	71.38
2205	1	2473	0	12	0	11	101.85	75.23
369	1	4888	0	1	0	10	96.6	69.93
7752	2	5550	1	24	0	9	99.05	70.8
350	2	5503	1	13	0	10	100.3	65.49
7575	1	4888	0	19	0	12	95.66	69.41
8295	2	8605	NA	8	6	NA	123.51	85.95
3572	1	2980	0	11	0	10	99.52	76.56
5729	2	3659	NA	16	2	NA	121.91	85.01
4266	2	6505	0	12	0	11	99.35	67.11
397	2	256	0	1	0	8	88.37	73.49
3192	1	695	1	29	0	11	99.24	NA
6347	2	6846	NA	4	2	NA	116.48	75.88
4800	2	2843	1	18	0	12	97.41	68.29
6797	2	8145	NA	9	3	NA	129.91	88.94
4520	2	2656	NA	4	4	NA	122.5	80.41
2146	2	6892	0	1	0	9	97.04	75.18
4608	2	8103	NA	7	1	NA	113.75	77.35
65	1	3785	1	9	0	11	92.86	68.87
7824	2	4781	0	11	0	11	106.07	76.68
440	1	7374	0	13	0	11	101.84	69.97
555	1	5881	0	16	0	12	104.75	NA
446	2	1532	0	11	0	10	99.16	71.52
8728	2	8712	0	22	0	6	101.29	77.39
2559	1	552	0	6	0	12	107.35	77.74
551	2	1411	0	9	0	12	99.42	77.11
8298	1	8843	0	23	0	10	82.47	67.76
2633	1	5642	NA	20	7	NA	121.05	84.05
1347	1	5935	0	26	0	10	98.6	76.57
3466	1	450	0	9	0	11	98.44	77.04
82	2	5900	NA	4	4	NA	125.06	80.86
7735	2	64	1	18	0	10	98.01	70.26
1760	1	2008	NA	26	7	NA	121.38	84.57
8921	2	8316	0	24	0	10	104.65	77.7
2355	1	6001	NA	4	2	NA	119.89	79
2604	1	7219	NA	9	4	NA	121.64	79.83
5728	2	3082	0	8	0	10	97.22	71.92
8029	1	8738	NA	26	1	NA	111.88	77.67
944	1	5920	0	1	0	9	93.4	71.15
4315	1	7888	0	15	0	10	92.23	66.66
8211	2	3111	NA	9	4	NA	123.74	84.28
4107	2	5673	0	11	0	11	105.54	76.52
6375	1	695	NA	20	1	NA	108.44	NA
8314	2	5580	0	15	0	9	91.82	66.4
3474	1	8004	NA	9	4	NA	121.7	79.78
2452	1	1372	NA	2	9	NA	117.03	81.65
2070	1	2926	NA	5	6	NA	118.3	78.85
2890	1	8145	NA	15	1	NA	115.5	74.98
4673	1	4328	0	29	0	11	101.08	NA
8888	1	3840	0	24	0	10	100	72.7
3162	1	3986	NA	5	6	NA	132.81	83.27
6171	2	3015	NA	2	1	NA	110.86	75.21
3502	2	8021	NA	4	2	NA	115.65	85.81
3467	2	1074	NA	2	9	NA	124.02	77.7
8789	2	4085	0	24	0	8	93.2	69.5
