ID	SEX	MUMID	TWIN	BIRTHYEAR	DEADAGE	DEADAGE.m	Jaw	Leg
8431	1	1257	NA	22	1	NA	104.68	79.08
4262	1	8108	1	23	0	11	98.89	70.89
4915	1	5565	0	15	0	11	97.82	71.38
6383	1	3054	0	8	0	11	89.83	68.29
708	1	8725	0	12	0	10	92.97	67.37
7198	2	6215	1	16	0	10	92.88	75.37
1351	2	1515	1	12	0	10	97.55	72.01
7345	2	1809	NA	27	3	NA	123.2	82.13
7000	2	5314	0	18	0	8	85.19	62.21
13	2	6161	NA	23	1	NA	119.1	83.55
6058	1	1206	NA	5	9	NA	123.3	81.4
187	2	3687	0	12	0	11	99.6	67.46
8561	2	6477	NA	26	6	NA	130.68	87.59
514	1	2526	0	1	0	10	93.35	69.7
2144	2	2697	NA	14	2	NA	119.7	NA
134	2	6257	NA	16	2	NA	114.83	83.1
3163	1	2476	0	22	0	11	99.2	68.54
3421	2	1846	0	26	0	10	94.23	70.12
8563	2	3832	NA	5	6	NA	126.4	87.56
6158	1	8971	NA	25	9	NA	118.86	79.82
3909	2	2250	1	23	0	11	NA	65.51
5800	1	1696	0	13	0	10	94.27	66.23
4141	2	6505	0	27	0	12	105.59	78.61
991	2	8030	0	19	0	11	96.95	75.14
3618	2	5298	0	24	0	10	101.45	73.6
6544	2	3687	NA	4	2	NA	119.91	77.38
7956	1	240	NA	3	8	NA	121.89	85.57
5142	1	75	0	22	0	2	83.34	NA
993	1	4807	0	19	0	12	98.86	73.01
7034	1	6174	NA	3	8	NA	119.6	80.8
8960	2	2899	0	8	0	11	99.5	70.87
3847	1	3747	0	27	0	11	105.14	75.66
5959	1	6027	NA	6	7	NA	122.78	86.82
7463	2	1334	0	29	0	11	104.93	NA
2274	1	8567	NA	2	3	NA	116.4	80.01
5899	1	6222	0	19	0	10	100.72	79.83
7042	2	8567	1	18	0	9	95.99	66.86
6276	1	6132	NA	4	6	NA	117.4	75.29
44	1	4328	0	23	0	11	98.74	76.44
8753	2	599	0	29	0	11	96.9	NA
5763	2	3843	0	27	0	11	104.63	73.07
8849	2	2697	1	22	0	11	91.5	65.09
5013	1	8980	0	15	0	8	103.05	74
4603	1	1073	0	12	0	10	98.64	74.49
8906	2	3506	NA	2	3	NA	120.71	71.77
5853	2	5287	0	11	0	10	99.02	71.79
6163	2	3065	NA	20	1	NA	117.65	NA
1112	1	4514	1	12	0	10	95.62	67.19
2934	1	8004	NA	26	3	NA	118.86	81.21
7530	1	2069	0	12	0	11	95.03	69.83
263	1	5959	NA	16	8	NA	127.41	84.28
251	1	2899	0	12	0	12	102.22	75.69
162	1	64	NA	2	3	NA	118.3	75.47
8873	2	1260	NA	3	4	NA	122.35	82.32
4482	1	9017	NA	5	5	NA	119.07	83.77
929	1	162	0	11	0	11	98.86	69.64
3264	2	8364	0	22	0	12	104.36	77.64
7318	2	1260	0	22	0	11	95.63	77.95
4793	2	1505	NA	9	4	NA	121.72	81.78
939	2	2935	NA	24	3	NA	126.14	81.16
1587	2	3356	1	24	0	9	96.55	70.15
8603	1	7861	NA	9	4	NA	124.4	83.95
8027	1	8274	0	16	0	11	101.68	77.26
3588	2	6441	NA	15	2	NA	121.35	81.5
1783	1	1375	NA	20	11	NA	117.89	77.51
6476	1	5881	NA	14	2	NA	115.55	79.85
487	1	1900	NA	21	2	NA	115.13	NA
7704	2	3914	NA	25	1	NA	127.41	84.1
8806	1	3785	1	8	0	11	92.86	69.94
5769	2	5357	NA	13	5	NA	128.95	78.56
513	1	81	0	24	0	11	105.3	76.1
5234	2	1622	1	29	0	11	108.02	NA
2349	1	5959	0	23	0	12	100.89	78.33
1747	2	5900	0	14	0	8	89.82	71.22
5156	1	104	NA	26	1	NA	112.08	78.51
5482	1	4252	1	1	0	9	96.16	68.64
4499	1	4251	NA	27	3	NA	125.67	88.46
3889	2	503	NA	16	2	NA	124.5	81.27
3505	2	7312	0	15	0	11	99.69	75.02
2313	1	8316	0	11	0	11	100.31	67.71
4599	1	695	1	6	0	11	100.43	75.69
3095	2	3785	0	15	0	12	98.96	74.28
8369	2	1622	NA	20	7	NA	125.1	82.24
8736	2	8813	0	16	0	11	100.55	71.47
8635	2	8293	1	11	0	9	97.04	76.39
425	1	552	0	3	0	12	117.15	88.65
2495	2	3137	NA	22	4	NA	121.1	85.45
562	2	8678	0	24	0	10	103	80.55
7428	2	3558	1	27	0	11	98.1	66.61
2102	1	7261	0	6	0	11	97.73	70.67
4096	2	6158	NA	16	2	NA	126.11	83.96
5898	2	6930	0	1	0	10	97.74	76.18
2493	2	7842	0	24	0	9	94.65	72
2013	2	8865	NA	20	1	NA	123.49	NA
2330	1	6520	NA	13	5	NA	123.46	83.88
3132	1	5359	NA	27	3	NA	114.73	83.42
6233	1	7813	0	26	0	11	88.45	61.11
8852	1	3879	1	9	0	11	92.68	67.8
4044	2	8111	1	11	0	9	94.43	70.42
6094	2	5960	NA	27	2	NA	115.82	82.05
1307	2	7434	1	6	0	11	103.89	NA
3802	2	8533	0	9	0	12	98.8	76.6
2088	1	8249	1	24	0	11	96.25	73.05
4341	2	3457	NA	20	1	NA	104.77	NA
2044	1	8108	1	3	0	7	100.05	NA
7322	2	7888	0	27	0	9	91.81	74.16
4728	2	7840	1	16	0	11	102.04	76.49
1100	2	6516	NA	26	1	NA	116.48	80.11
351	1	8341	NA	22	9	NA	122.16	77.48
6151	1	5314	0	16	0	12	101.36	72.98
7418	1	2034	1	19	0	11	89.4	68.6
4406	1	3840	0	7	0	13	96.49	71.72
5110	1	8489	NA	13	5	NA	120.68	83.12
4873	2	4538	NA	13	5	NA	124.82	80.9
8309	2	7221	0	22	0	12	102.38	72.97
2476	1	5642	NA	25	9	NA	121.41	81.41
5706	1	4838	0	27	0	12	94.72	64.69
1950	2	8970	0	12	0	10	104.09	77.6
6935	2	8293	NA	14	2	NA	121.2	85.2
2332	1	6792	0	29	0	11	101.65	NA
7504	2	7268	0	13	0	11	104.86	71.56
8676	1	4482	0	23	0	11	91.74	70.34
3491	1	8567	0	6	0	12	105.08	NA
4504	2	1689	0	13	0	11	100.38	72.93
6159	1	6645	NA	16	11	NA	121.54	84.74
3967	2	7642	1	13	0	10	100.58	72.44
6838	2	8108	1	6	0	11	98.99	74.79
3717	1	1983	NA	14	2	NA	112.95	84.7
8548	2	5631	0	27	0	11	104.51	74.45
6821	1	7779	1	22	0	11	90.02	64.51
609	2	1949	NA	4	1	NA	114.99	83.92
6444	2	4715	0	29	0	11	105.75	NA
5169	1	6257	NA	22	10	NA	117.82	77.41
969	1	3356	1	12	0	10	94.58	63.59
7412	2	2749	0	12	0	9	91.35	66.79
5803	2	2704	NA	9	4	NA	119.55	81.16
5551	1	8037	NA	26	1	NA	105.31	69.45
1779	2	5440	1	18	0	10	93.13	69.3
7878	1	1073	0	27	0	12	103.71	75.77
5758	2	7663	NA	7	1	NA	113.9	75.8
6019	1	1164	NA	7	1	NA	115.3	81.5
7688	1	7068	0	6	0	11	NA	75.74
3374	1	1783	0	29	0	10	94.83	NA
3614	2	7568	0	1	0	10	96.29	77.52
7227	1	6647	NA	7	1	NA	115	86.3
3578	1	4085	0	2	0	10	101.18	71.19
1136	1	6831	0	6	0	12	103.28	77.13
5374	1	6161	1	6	0	11	95.69	66.32
5026	1	406	0	19	0	11	101.19	72.47
6899	2	6007	1	1	0	4	78.25	56.25
960	1	7564	1	6	0	11	106.13	79.68
8013	1	7564	1	6	0	11	97.59	72.75
7921	1	1544	0	15	0	10	94.89	66.79
8901	1	3376	NA	2	11	NA	122.02	84.65
7708	2	8361	0	13	0	11	101.2	77.67
7250	1	7519	NA	8	1	NA	105.69	76.76
8116	1	7663	NA	16	14	NA	124.31	83.68
5194	1	5981	0	9	0	12	99.4	74.45
6370	1	7596	NA	22	1	NA	110.07	81.68
815	1	745	NA	22	1	NA	104.62	71.76
8913	1	8740	NA	16	10	NA	121.84	77.67
8811	2	4463	0	29	0	11	92.84	NA
4735	1	3754	NA	4	2	NA	118.38	68.92
6401	2	7421	NA	20	1	NA	113.63	NA
4013	2	3776	NA	26	1	NA	118.14	80.42
7837	1	5831	0	11	0	10	108.24	77.05
5743	2	8268	0	1	0	9	99.25	75.89
3500	2	7618	NA	25	2	NA	127.94	86.59
880	2	7908	NA	16	2	NA	118.3	83.13
5781	1	6007	0	19	0	11	95.66	69.41
3141	1	2452	0	16	0	9	84.9	61.16
225	1	5331	NA	15	2	NA	116.51	74.54
1487	2	5631	0	8	0	11	98.76	73.89
409	2	2899	NA	4	2	NA	116.57	85.77
6808	2	5436	1	13	0	12	99.52	71.19
8963	2	7448	1	16	0	10	96.02	74.88
5536	2	5561	NA	20	1	NA	108.21	NA
5616	2	3733	NA	8	1	NA	115.77	81.9
8019	1	1529	0	29	0	12	103.8	NA
6299	1	8901	NA	7	11	NA	120.06	78.21
8316	1	4153	NA	2	9	NA	124.62	NA
6454	1	4000	1	6	0	12	101.91	73.29
8183	1	7908	NA	6	7	NA	122.57	78.08
4935	1	668	NA	16	10	NA	126.33	84.34
8409	2	6503	0	13	0	11	104.71	77.22
7526	1	8249	0	11	0	12	97.89	73.3
6904	1	8091	0	1	0	12	98.2	70.74
1342	1	5881	NA	7	9	NA	131.9	81.02
6584	1	5638	0	17	0	11	101.14	NA
9	2	8732	0	11	0	10	96.15	68.25
7497	2	2985	0	8	0	11	101.55	67.49
4579	2	3464	NA	25	2	NA	125.42	84.65
7719	2	7779	1	18	0	11	97.27	74.94
2474	1	1107	0	29	0	5	96.81	NA
3871	1	3994	NA	16	5	NA	122	77.7
91	2	6792	NA	20	1	NA	124.83	NA
3624	2	4514	0	11	0	12	103.19	75.96
6034	2	3785	0	1	0	9	96.77	72.75
1253	1	8341	0	16	0	12	104.49	73.52
1666	1	7222	0	18	0	12	99.54	65.53
693	1	7305	0	27	0	12	96.65	71.2
3093	2	8293	1	23	0	11	101	68.05
5392	1	5340	1	1	0	8	97.21	69.09
8859	2	8877	1	24	0	9	94.84	69.4
2980	1	2476	NA	2	6	NA	127.35	82.45
6685	1	3603	0	29	0	11	104.4	NA
3307	2	6768	0	24	0	11	102.95	81.1
2665	1	2741	NA	21	8	NA	124.3	78.02
3557	2	2780	NA	5	4	NA	118.04	84.08
5834	2	7439	0	13	0	11	102.9	75.13
5465	1	3149	0	1	0	11	97.5	64.37
3490	1	962	NA	15	2	NA	113.65	82.12
8386	2	6058	NA	24	5	NA	125.75	84.53
8752	1	6689	0	22	0	12	100.65	73.38
3690	2	2985	0	1	0	10	104.06	74.81
7753	1	5287	0	18	0	12	96.45	72.65
5138	2	903	0	15	0	12	94.29	67.1
2863	1	1622	1	6	0	12	94.4	NA
7348	2	2637	0	1	0	9	92.25	73.25
6079	1	6026	NA	2	1	NA	108.97	75.18
8615	2	1993	NA	22	1	NA	109.5	78.38
4653	2	7434	0	29	0	11	102.16	NA
983	1	765	0	16	0	11	98.99	74.6
8160	2	7068	0	16	0	12	105.12	71.91
1620	2	2253	0	16	0	11	102.98	82.31
6585	1	5296	0	12	0	11	102.67	69.14
1507	1	3785	0	12	0	10	97.57	74.73
8894	1	795	0	23	0	12	101.01	71.96
3007	2	3832	NA	16	5	NA	129.7	84.65
7143	2	8526	0	12	0	10	106.21	78.43
8764	1	5818	1	7	0	11	100.99	NA
2107	2	5314	NA	2	3	NA	120.28	80.72
1772	2	4037	0	1	0	9	95.46	72
2715	2	1042	NA	20	1	NA	121.06	NA
4605	2	331	NA	26	1	NA	116.24	81.54
7180	1	8364	1	11	0	11	93.66	67.13
3733	1	5556	NA	7	8	NA	120.8	81.25
7911	1	2467	1	12	0	10	91.63	70.33
4380	2	2780	NA	2	1	NA	106.27	76.11
3386	1	1372	0	6	0	11	98.18	70.53
8698	2	5378	0	24	0	12	101.2	78.2
6222	1	450	NA	8	6	NA	102.71	82.08
6834	1	6849	0	16	0	12	103.24	76.4
3832	1	4715	NA	20	10	NA	126.5	86.49
3805	2	1472	NA	4	8	NA	131.51	82.82
2946	1	3603	NA	3	1	NA	119.37	NA
5200	2	8249	0	22	0	12	102.73	76.27
6007	1	8678	NA	8	6	NA	117.59	87.04
342	2	8037	1	13	0	11	96.01	71.89
5401	2	6768	NA	26	1	NA	115.51	76.27
2820	2	6007	0	27	0	11	100.21	73.48
8799	1	6670	0	24	0	10	91.75	63.8
7633	1	4781	NA	7	1	NA	116.8	87
867	2	556	NA	5	4	NA	117.63	79.19
5789	2	2052	1	11	0	9	93.21	72.61
3687	1	503	NA	23	11	NA	126.82	73.31
5224	2	9040	NA	23	1	NA	106.88	75.04
102	2	5227	NA	20	1	NA	116.49	NA
5343	1	7840	1	22	0	9	100.38	76.64
8742	1	844	NA	3	1	NA	118.08	80.78
387	1	117	0	22	0	11	92.68	58.91
1531	1	8164	NA	14	2	NA	113.4	78.4
3851	1	8600	1	11	0	10	95.71	65.13
3487	1	1472	0	11	0	12	103.26	75.7
2152	1	3364	0	23	0	12	104.06	74.53
8207	2	7301	0	19	0	2	81.58	63.01
3810	1	6768	NA	26	1	NA	110.14	75.47
1423	2	1900	0	3	0	9	107.55	NA
3338	2	2113	NA	4	7	NA	123.69	79.33
4338	2	1647	0	8	0	11	89.12	66.17
2732	1	447	0	29	0	11	97.11	NA
275	2	5831	NA	14	1	NA	117.8	86.06
8920	2	64	1	22	0	9	90.35	65.38
6106	1	2306	NA	22	11	NA	124.51	79.8
2750	1	3879	1	13	0	11	99.78	70.92
3508	2	8848	1	6	0	11	100.94	71.63
3078	2	1993	0	11	0	11	103.97	75.62
3012	1	1164	1	24	0	10	99.25	70
3368	2	2188	NA	19	1	NA	108.47	74.96
2812	1	5227	NA	29	13	NA	124	86.93
4179	1	6102	NA	2	6	NA	120	79.1
1871	2	8560	0	12	0	11	99.07	77.69
363	2	8376	NA	7	1	NA	117.15	85.15
8821	1	7681	0	13	0	10	100.48	76.01
3511	2	2980	NA	7	1	NA	115.6	78.8
1753	2	240	0	23	0	13	109.98	76.33
1281	1	7287	1	27	0	11	96.66	69.84
8598	1	5642	NA	3	1	NA	110.84	NA
3048	1	6858	NA	25	2	NA	125.88	NA
550	1	3164	0	19	0	11	85.38	61.44
3364	1	3316	NA	6	7	NA	122.97	77.98
8429	2	6299	0	24	0	9	85.7	60.4
320	1	7537	NA	14	2	NA	115.8	74.65
2584	2	6477	NA	13	5	NA	125.89	86.4
67	2	8567	0	22	0	10	93.41	67.56
1154	2	1085	1	22	0	8	98.86	62.41
4960	1	6106	0	12	0	11	105.43	74.15
7610	2	5340	1	15	0	10	93.45	68.45
7476	2	3733	0	12	0	11	106.86	80.75
201	2	351	0	12	0	11	101.03	74.88
2471	2	4252	1	19	0	10	94.67	72.6
5225	1	5110	0	1	0	10	99.13	78.23
2640	1	4781	1	12	0	11	99.53	69.44
8932	1	5751	NA	7	7	NA	121.08	80.5
4360	2	2966	0	23	0	11	92.12	66.81
5639	2	6764	0	11	0	11	102.17	72.01
6103	1	8841	1	18	0	11	94.3	66.81
2376	2	6850	NA	25	2	NA	123.6	83.86
3534	1	3840	1	12	0	10	90.86	65.54
4573	1	2317	1	27	0	11	95.71	65.16
9021	1	4256	NA	26	8	NA	125.11	79.71
5154	1	4927	1	12	0	11	100.57	70.29
6754	1	774	0	9	0	12	99.56	70.35
4480	1	4000	1	29	0	10	96.82	NA
335	1	2515	NA	11	11	NA	124.4	79.98
4824	1	745	1	7	0	11	97.71	NA
6727	2	5503	1	13	0	9	94.37	64.97
1547	2	2355	0	12	0	10	95.66	68.89
2460	1	2682	NA	23	1	NA	105.35	67.14
6036	2	3499	NA	14	2	NA	116.5	77.2
153	1	5436	0	12	0	11	105.39	78.21
6931	2	7034	0	11	0	11	98.08	NA
1028	2	4426	NA	4	2	NA	117.08	80.8
1286	1	4836	NA	2	1	NA	111.67	76.43
672	2	7929	0	23	0	11	104.07	78.77
6068	1	7877	0	12	0	11	97.89	74.88
1904	2	2656	0	11	0	9	89.86	64.42
6335	1	8848	NA	20	1	NA	113.45	NA
2173	1	8678	NA	14	2	NA	114.65	80.55
3647	1	6306	0	19	0	11	98.11	70.15
3996	1	5895	1	24	0	10	98.3	67.45
6251	1	503	NA	22	1	NA	111.17	73.52
3561	2	8729	0	16	0	7	95.42	68.18
5298	1	6232	NA	14	2	NA	121.45	81.45
6355	2	5499	1	15	0	10	90.38	68.1
591	2	8788	0	6	0	11	100.86	69.37
5982	2	2286	0	15	0	10	97.83	62.91
4439	2	8932	0	13	0	11	106.42	76.35
8179	1	7020	0	12	0	12	101.74	72.26
6620	2	3559	NA	21	2	NA	127.24	NA
7906	1	2034	0	13	0	11	104.26	74.51
8575	1	4179	NA	14	5	NA	119.3	81.7
8350	1	2288	0	24	0	8	89.2	70.6
3671	1	6487	0	11	0	10	100.05	79.7
7727	1	6692	0	1	0	9	96.04	67
2819	1	52	1	12	0	10	102.07	73.45
5810	2	5193	0	29	0	11	107.96	NA
6971	2	3733	NA	26	1	NA	115.79	77.33
3825	2	6843	0	12	0	11	99.28	73.65
2477	2	1164	NA	14	2	NA	125	83.9
511	1	5193	NA	25	2	NA	121.02	79.31
7413	2	3782	0	19	0	11	83.85	66.11
544	2	5881	NA	14	2	NA	121.4	77.8
7967	1	4783	0	12	0	11	102.43	72.22
5874	1	2240	1	29	0	12	92.1	NA
2020	1	8810	0	6	0	12	95.26	NA
3604	1	4000	1	3	0	11	95.53	NA
3326	1	3843	0	8	0	11	89.05	68.07
2688	2	6384	NA	23	5	NA	111.32	79.44
4531	1	5340	1	15	0	9	92.85	69.23
2652	1	668	0	23	0	13	109.9	77.43
8734	1	1622	NA	21	11	NA	120.68	84.05
2776	2	3015	NA	23	5	NA	124.05	81.58
15	2	4600	NA	9	4	NA	121.4	86.69
2846	2	6765	NA	7	1	NA	116.65	82.55
1474	2	8865	NA	20	1	NA	121.71	NA
9023	1	8293	NA	5	9	NA	119.95	77
300	2	4836	0	23	0	12	100.94	78.41
4016	2	2966	NA	4	2	NA	122.67	85.78
324	1	4373	0	1	0	10	95.78	71.37
1016	1	3328	0	1	0	8	92.12	69.82
2114	1	8345	0	12	0	9	98.84	75.26
7035	2	5149	0	1	0	11	97.03	66.94
2555	1	5624	0	19	0	12	102.6	72.63
802	1	7333	0	13	0	11	100.75	74.34
3928	2	6353	0	24	0	11	99.45	74.8
5732	1	64	0	6	0	11	86.29	NA
5052	2	556	NA	3	4	NA	122.41	79.97
5843	2	8841	1	18	0	10	95.2	69.12
4258	2	7301	0	1	0	8	93.45	71.77
19	1	5981	1	19	0	10	93.14	66.59
5199	1	1074	1	22	0	9	96.32	68.61
2269	1	6464	0	29	0	10	102.83	NA
1329	1	8004	0	8	0	11	100.66	72.56
2810	2	2196	NA	26	8	NA	124.79	85.49
7810	2	6527	0	1	0	10	94.71	72.58
4143	2	7842	NA	3	1	NA	114.88	80.75
7355	1	8200	NA	3	3	NA	123.59	76.23
6857	2	3432	NA	22	1	NA	109.89	79.31
6768	1	1221	NA	22	9	NA	128.36	86.85
6126	1	2526	NA	19	1	NA	103.07	79.15
3885	2	5631	1	15	0	9	95.85	68.81
8996	2	3747	0	13	0	11	105.78	80.78
3519	1	4739	0	19	0	12	103.84	78.01
8533	1	3082	NA	4	8	NA	118.12	68.12
4556	1	1221	0	11	0	11	100.13	83.45
5516	1	8913	NA	14	7	NA	120.73	77.07
3197	1	8249	1	24	0	11	99.55	71.45
6968	2	8896	0	15	0	11	98.93	74.67
8226	2	3065	0	3	0	8	105.92	NA
3692	2	8870	0	19	0	11	93	68.23
5410	1	3668	NA	2	6	NA	123.8	83.65
7511	2	9023	0	22	0	12	102.93	76.98
7186	2	8164	NA	7	1	NA	117.55	79
1905	2	4252	1	1	0	9	96.44	65.93
6719	2	5879	0	18	0	11	105.98	77.65
8853	2	5691	NA	7	1	NA	102.45	83.5
4429	2	3857	0	8	0	11	101.88	73.12
1925	1	3366	0	11	0	9	94.49	70.35
6568	1	503	0	24	0	11	105.5	77.04
6877	2	81	NA	7	1	NA	105	77.3
3251	2	6441	NA	27	3	NA	122.36	85.06
8907	1	64	1	16	0	11	100.58	68.06
2447	2	3015	1	22	0	11	97.55	71.73
3137	1	1607	NA	6	7	NA	124.29	85.12
5881	1	7221	NA	23	11	NA	126.69	80.29
7237	2	1085	0	16	0	12	102.52	NA
3771	1	582	NA	22	1	NA	108.26	NA
79	2	1472	0	24	0	11	103.8	73.9
7336	1	6110	1	11	0	11	98.62	67.6
2465	1	2975	0	27	0	10	91.93	69.24
5448	2	5550	0	22	0	11	104.14	74.71
8879	1	4167	1	13	0	9	88.72	63.56
922	1	7840	NA	2	1	NA	111.88	75.64
4150	2	2623	0	26	0	11	95.86	69.14
34	1	1274	0	6	0	9	92.99	66.36
7744	2	1479	NA	16	8	NA	125.22	81.21
3539	1	5691	NA	16	10	NA	119.25	82.53
7658	2	3971	0	15	0	11	102.37	74.18
2771	2	4204	0	29	0	12	102.35	NA
6091	1	5900	NA	7	1	NA	112.15	79
5677	1	6849	NA	7	1	NA	113.7	83.8
4693	2	6161	0	22	0	13	100.5	73.57
1108	2	7813	0	27	0	11	101.32	75.78
3725	2	6125	NA	19	1	NA	106.68	70.27
6707	1	7615	NA	26	1	NA	111.06	83.49
4046	2	5006	0	22	0	11	101.11	73.26
3428	1	6849	0	23	0	11	95.66	71.18
9008	2	4903	NA	16	2	NA	112.8	77.78
582	1	6831	NA	23	8	NA	121.35	80.35
1244	2	2899	0	16	0	12	96.84	68.63
3910	1	8133	0	6	0	6	88.36	55.76
139	2	970	0	24	0	10	105.85	72.75
8259	1	4153	0	24	0	11	98.31	73.65
6334	1	5583	0	12	0	11	96.91	64.38
1125	1	5108	NA	14	2	NA	129.15	78.6
2040	2	2452	0	22	0	1	59.83	NA
6523	1	7510	0	12	0	10	95.39	71.99
4124	1	6843	NA	26	1	NA	105.43	74.46
8540	2	6232	0	18	0	11	104.11	74.27
5296	1	2974	NA	16	8	NA	117.63	76.78
8717	1	2913	0	29	0	13	101.75	NA
8759	1	7931	0	18	0	11	97.32	68.03
8812	2	3846	0	6	0	11	101.35	NA
6367	2	3015	1	22	0	10	96.19	64.9
6369	2	8901	NA	26	1	NA	114.45	80.48
630	1	7760	0	24	0	9	90.6	66.5
8252	1	4538	1	27	0	12	91.91	66.98
7675	2	7633	0	24	0	8	92.04	63.03
1576	1	1622	NA	3	4	NA	126.5	86.69
3147	2	8526	NA	14	2	NA	123.05	84.75
8922	2	5635	0	27	0	7	100.03	71.4
1867	1	8082	NA	11	3	NA	118.65	80.2
2388	2	7615	1	8	0	11	87.55	66.51
1224	2	4871	NA	23	3	NA	123.34	85.5
668	1	1529	NA	20	10	NA	124.25	84.38
9053	1	5108	0	12	0	11	97.28	73.75
2008	1	3926	NA	11	6	NA	122.76	85.26
1777	1	450	0	27	0	11	103.35	68.19
4292	1	4781	0	18	0	11	101.62	76.13
3183	1	6443	0	7	0	11	101.19	NA
4029	1	5900	0	12	0	11	100.82	78.72
2080	2	8740	0	11	0	10	101.66	72.66
8808	1	4251	0	19	0	11	105.95	81.8
4006	2	4707	0	19	0	11	97.33	77.13
8311	2	5815	NA	26	1	NA	108.27	79.58
1602	2	2062	NA	7	4	NA	128.81	83.87
3023	1	5396	0	29	0	10	89.56	NA
7997	1	8738	0	24	0	10	97	65.7
6487	1	4871	NA	3	8	NA	124.21	89.72
8601	1	8526	0	7	0	13	105.81	89.41
6670	1	4413	NA	7	1	NA	119.7	81.15
4516	1	1199	0	29	0	11	96.28	NA
918	1	1705	0	13	0	10	101.16	79.22
6161	1	7201	NA	25	9	NA	126.34	82.81
4871	1	6858	NA	20	7	NA	126.61	89.89
7841	2	4031	0	22	0	11	105	78
2449	2	3027	NA	20	1	NA	116	NA
6653	1	4031	NA	16	5	NA	121.5	85.55
923	1	552	1	23	0	11	97.16	68.58
7868	1	1848	0	1	0	11	97.48	78.34
5119	1	2665	0	6	0	12	107.79	75.96
1369	2	8678	NA	4	2	NA	120.75	85.31
667	1	6846	0	8	0	11	99.89	73.36
6452	1	4328	NA	20	1	NA	105.42	NA
4175	2	6768	NA	4	2	NA	121.55	79.81
3475	2	2286	0	19	0	10	97.15	71.98
1117	1	6849	0	22	0	12	106.24	80.9
1039	1	7760	1	13	0	11	94	68.65
7068	1	1622	NA	25	8	NA	123.89	83.2
3432	1	6102	NA	3	7	NA	125.02	82.26
2290	1	2279	0	9	0	12	103.74	79.13
9050	2	5635	0	1	0	11	98.76	74.27
3059	1	7584	0	18	0	12	99.14	66.14
6864	2	4252	1	8	0	10	93.12	64.14
7460	1	3173	0	16	0	12	102.3	78.44
2009	1	3867	NA	14	2	NA	118.4	76.65
8788	1	3559	NA	20	4	NA	120.78	77.72
6852	2	3054	NA	4	2	NA	117.84	83.15
1086	1	8973	1	19	0	10	94.64	68.46
5090	1	2052	1	11	0	10	100.49	73.18
6197	2	4935	0	13	0	11	100.28	74.97
4199	2	5818	0	11	0	10	104.3	76.34
1675	1	3364	0	11	0	11	102.28	73.4
5369	1	1983	NA	7	1	NA	110.35	76.3
6853	1	6252	NA	7	1	NA	108.15	82.85
7857	1	8293	1	18	0	8	83.9	61.62
1725	1	4935	NA	26	8	NA	124.12	86.88
3932	2	4714	0	19	0	11	99.07	73.99
6447	2	3015	0	16	0	11	104.65	81.43
4600	1	4704	NA	26	5	NA	120.34	83.89
5502	1	6527	0	19	0	11	86.45	70.46
1484	2	5359	0	19	0	11	106.13	76.78
447	1	1353	NA	20	1	NA	113.07	NA
2860	1	8489	NA	26	1	NA	113.79	77.76
7663	1	2062	NA	23	11	NA	123.17	78.78
1218	1	104	NA	8	1	NA	100.49	72.89
4679	1	4871	1	23	0	7	NA	74.03
2405	1	6487	0	23	0	11	101.43	73.56
5006	1	4836	NA	25	9	NA	124.06	80.45
9027	1	125	0	27	0	12	101.22	76.31
835	2	4482	NA	2	1	NA	114.87	82.98
7723	1	7506	1	11	0	10	92.43	69.34
2132	1	4707	NA	15	2	NA	110.96	77.54
5999	2	8738	1	13	0	11	91.37	63.91
3976	2	9023	0	11	0	10	98.87	75.85
970	1	331	NA	16	5	NA	120.15	82.35
1917	1	4822	1	6	0	8	100.88	71.79
4798	1	6102	1	6	0	11	97.56	74.35
2092	2	6215	NA	2	3	NA	117.55	80.7
4251	1	3747	NA	8	6	NA	128.8	86.71
7073	2	6768	0	12	0	10	105.86	76.44
5949	1	4704	NA	7	8	NA	121.3	75.5
1388	1	4373	0	19	0	12	93.43	67.8
7957	1	229	0	13	0	12	104.7	71.81
8707	2	7780	NA	21	2	NA	119.04	NA
8340	2	4114	0	19	0	11	101.17	78.37
7628	2	4841	0	27	0	12	99.27	72.89
5894	1	2633	1	6	0	12	95.93	69.3
7014	1	8567	NA	3	1	NA	116.37	84.6
5816	2	2780	1	16	0	10	95.09	71.9
4191	1	2665	1	23	0	12	98.26	71.61
7149	2	4489	0	12	0	10	102.95	73.82
3789	2	2548	0	13	0	11	103.01	73.86
5485	2	3689	0	1	0	10	92.69	66.89
879	2	5359	1	15	0	10	98.93	78.22
2749	1	6526	NA	4	2	NA	110.81	78.1
5667	2	1833	0	13	0	10	100.91	77.17
3698	1	8970	NA	7	1	NA	112.8	79.3
7766	1	7577	NA	16	2	NA	106.01	72.79
5655	2	3733	0	13	0	11	105.87	78.21
5815	1	2467	NA	4	8	NA	119.14	80.36
4863	2	7506	1	16	0	10	101.04	67.2
6041	1	3986	1	11	0	10	97.69	69.29
8224	1	5009	NA	18	4	NA	118.38	79.69
7952	2	4822	NA	21	2	NA	121.73	NA
7963	2	2704	0	27	0	10	106.99	72.07
535	1	8841	NA	2	8	NA	109.73	NA
3472	1	8810	0	3	0	13	93.37	68.96
4739	1	8970	NA	26	8	NA	125.41	82.9
8336	1	1353	1	29	0	10	96.15	NA
