ID	SEX	MUMID	TWIN	CAPAGE	BIRTHYEAR	BIRTHWT
2650	1	8137	0	0	29	2.3
5312	1	5815	0	1	9	1.4
4050	1	1107	0	2	5	2.8
5181	1	1969	1	2	9	1.45
736	2	4871	1	3	6	2.6
741	2	7499	0	2	18	2.8
7725	2	8877	0	3	22	2.9
8773	1	8341	0	2	18	1.8
6091	1	5900	0	4	7	2.5
564	2	1916	1	2	6	2.2
6509	1	1833	0	2	8	1.3
8689	2	6706	0	3	23	2.7
3089	1	5879	0	2	6	2.8
7337	1	6414	1	4	15	1.85
2395	2	8810	0	2	5	1.6
3340	2	1568	0	3	16	2.9
4973	1	2134	0	2	16	2.3
7840	1	2857	0	2	25	2.6
2961	2	140	0	1	2	2.1
7835	2	2623	0	5	9	3.1
3326	1	3843	0	2	8	1.55
8332	1	8479	0	2	3	1.9
2553	1	5331	0	2	27	2
8164	1	2250	0	2	16	3
825	2	8877	0	1	11	2.4
758	2	5631	0	3	12	2
1466	1	8182	0	3	17	2.8
8759	1	7931	0	2	18	2.1
8098	2	7499	0	1	2	2.9
6274	2	7615	1	0	4	0.9
44	1	4328	0	2	23	2.6
8877	1	2926	0	2	18	2.7
2186	1	3111	0	3	8	2.6
2547	2	2899	0	3	11	2.4
4685	1	6232	0	2	5	1.2
3448	2	7929	0	1	11	2
5117	2	3270	1	2	7	1.9
5590	1	3766	0	1	29	1.6
1021	2	3644	0	0	21	1.5
5121	1	7327	0	5	27	2.95
2823	1	5556	0	2	8	2.5
3208	1	2265	0	3	15	2.4
6040	2	5879	0	2	22	3
3474	1	3594	0	2	9	2.3
4414	2	7201	0	2	18	2.5
8876	1	1257	0	4	23	2.2
708	1	8725	0	4	12	2.15
3378	2	8082	0	2	11	2.1
4749	1	1398	0	4	8	1.9
3815	2	3871	1	2	7	2.2
4034	1	5516	0	2	8	2.6
4279	1	2306	0	1	11	2
805	1	2697	1	2	22	1.6
7112	2	8634	0	0	17	2
1950	2	8970	0	2	12	2.85
8293	1	2665	0	1	3	3.2
3509	1	8274	1	2	11	1.5
5092	2	6557	1	0	5	1.6
3991	2	2457	1	2	20	1.7
8359	1	987	0	2	20	1.6
3537	1	3356	1	0	8	1.55
6656	2	6132	0	3	8	2.15
4256	1	6765	0	2	5	1.5
7778	1	1576	1	3	18	1.7
535	1	8841	0	1	2	1.2
2520	2	6994	1	2	9	1.45
5383	2	2240	0	2	25	1.9
8327	1	3356	1	4	13	1.6
6026	1	8848	1	1	3	1.6
995	1	7684	0	4	23	2.2
971	1	442	0	1	12	2.8
5010	1	27	0	2	18	1.8
4199	2	5818	0	1	11	2.4
1762	1	1543	0	5	12	1.7
5657	2	64	1	2	22	1.6
4631	2	7451	0	2	11	2.6
5696	2	3832	0	1	29	1.5
7956	1	240	0	2	3	3
7506	1	6792	1	3	6	2.1
5669	2	7584	0	3	2	1.8
2403	2	3227	0	1	27	2.05
2150	1	7956	1	2	11	1.6
1603	1	3971	0	2	13	2.2
4955	1	3082	0	2	26	2
2107	2	5314	0	2	2	1.7
1251	2	4347	0	1	22	2.5
3533	2	1622	1	1	3	2.1
3075	2	3514	0	2	5	2.5
3164	1	1411	0	1	27	2
8037	1	535	0	4	7	3.2
8078	1	6161	1	2	11	1.5
2680	1	7842	0	2	18	2.4
1369	2	8678	0	2	4	2.45
3470	1	8836	0	2	29	3.4
869	1	5359	0	3	9	1.6
8116	1	7663	0	2	16	2.1
7891	1	7301	0	1	27	0.6
4538	1	2279	0	1	26	1.5
2583	2	5262	0	0	17	2.1
7311	1	1515	1	0	4	0.6
610	1	1571	0	1	5	1.5
5164	1	6027	1	3	23	2.2
3613	2	3659	0	2	22	2.4
1419	2	3986	0	1	25	1.5
6341	2	8560	0	2	26	3
4856	2	7448	1	2	22	1.9
3976	2	9023	0	1	11	1.8
6997	1	2069	0	3	8	2.35
3405	1	503	0	2	11	2.3
7584	1	6174	0	2	6	2.6
2464	1	2635	0	1	15	2.8
2839	1	2629	0	2	18	2.1
4047	1	4820	1	1	20	2.3
6845	2	4426	0	2	26	2.8
4920	1	2823	0	1	9	1.95
3579	2	2656	0	5	7	2.9
3428	1	6849	0	2	23	1.7
6959	1	4000	1	1	5	1.5
6187	2	8605	0	1	13	2.7
3557	2	2780	1	3	5	2.1
2201	2	2069	0	4	13	2.7
216	1	183	0	3	22	1.7
415	2	7424	0	2	2	2.2
8287	1	2097	0	0	21	0.9
1597	1	140	0	2	26	3
7135	2	4356	0	2	12	2
4476	1	8234	1	3	18	1.1
7185	1	7020	1	2	26	2
5012	2	2682	0	1	20	2.5
8539	2	8261	0	2	26	3
7669	1	6645	1	0	5	1
847	2	173	0	2	15	2.95
3758	2	4820	1	0	25	1
1911	1	821	0	2	20	3.4
8234	1	2913	1	1	3	1.8
7600	1	6299	1	2	13	1.3
6801	2	4600	0	3	27	3
6086	2	1647	0	1	26	2.3
8551	2	2633	0	1	29	1.5
4573	1	2317	1	2	27	1.575
4236	2	2658	1	2	26	2.05
5493	2	6443	0	3	14	2.6
7221	1	7434	1	1	3	2.2
6273	2	1607	0	2	3	4
5318	1	6858	1	5	23	2.8
992	2	5312	0	1	15	0.75
4205	1	2899	0	3	13	3.3
2717	2	3832	1	2	22	1.4
320	1	7537	0	5	14	1.8
7972	2	3539	0	3	7	2.9
672	2	7929	0	3	23	2.7
8252	1	4538	1	3	27	1.45
2119	2	1783	0	3	23	3
7460	1	3173	0	1	16	2.4
6978	2	7434	1	3	23	2.7
7564	1	3514	0	1	20	2.7
3060	2	7506	1	2	11	1.5
2370	1	8345	1	1	27	2.05
7497	2	2985	0	2	8	2.15
3312	2	2974	0	2	11	2.1
8740	1	8810	0	3	23	2.6
8679	2	4552	1	0	9	0.925
6325	1	2467	1	2	8	1.6
3739	2	8200	1	2	23	3.1
5801	1	1576	1	3	18	1.7
8120	2	1531	0	0	4	1.2
8333	2	8234	1	1	23	1.2
109	2	8669	0	1	6	3
1917	1	4822	1	3	6	2.1
4128	2	4854	0	1	12	2.5
4500	1	2467	0	2	22	1.5
3921	1	1622	1	2	25	1.2
5751	1	3432	1	3	2	1.4
3330	2	3948	0	1	20	2.2
7888	1	8678	0	2	12	2.95
3047	2	1015	0	2	7	3
2446	2	7506	0	2	22	1.7
3268	2	7636	0	2	18	1.6
4945	2	366	0	0	17	1.3
6750	2	3196	0	0	23	0.6
7920	2	3832	0	2	18	3
310	2	7202	0	1	16	2.8
2496	2	2515	0	2	18	1.6
4539	2	8901	0	4	22	1.8
3717	1	1983	0	3	14	1.7
8792	1	4000	1	1	20	2
2275	2	5296	0	2	14	2
6786	1	8407	0	4	9	3.15
3688	2	3983	0	2	25	2.1
2064	1	8678	0	1	13	2.4
2466	2	5103	0	0	29	0.8
6143	1	4252	0	2	12	2.1
6577	2	8835	1	0	5	1.3
8509	1	8281	0	2	15	2.5
5281	2	4256	0	2	22	1.8
4096	2	6158	0	2	16	3
5542	1	6788	0	3	12	3.2
4638	2	552	0	1	20	2.4
4315	1	7888	0	2	15	2.25
2966	1	3914	0	2	5	2
5515	1	2945	0	2	8	1.4
6094	2	5960	0	1	27	2.65
626	1	5959	0	1	5	1.3
5080	1	1692	1	1	29	1.9
6500	2	7068	0	3	5	2
7735	2	64	1	2	18	1.8
7978	2	516	0	0	27	0.9
3253	1	6526	0	2	26	2.5
8364	1	695	1	1	3	2.1
4863	2	7506	1	2	16	2.4
6223	2	6443	0	3	4	2.15
2688	2	6384	0	2	23	1.6
8979	1	8249	0	1	16	1.9
975	1	1142	1	1	3	2.3
3989	2	552	1	2	23	2.1
5556	1	7596	0	5	14	2.7
727	1	1867	0	4	7	1.6
6142	1	8289	1	2	23	1.6
4437	2	561	0	3	11	2.4
6879	1	8600	0	2	18	2
1779	2	5440	1	3	18	1.9
2125	1	1037	1	1	12	1.7
1794	1	3840	0	3	26	2.7
7510	1	416	0	2	2	2
8912	2	9017	1	2	6	2.5
8838	2	6689	1	1	16	1.2
8875	1	7931	0	2	22	2.5
4648	1	1416	0	2	29	1.8
4556	1	1221	0	2	11	2.6
3489	1	7541	0	1	20	3.5
5199	1	1074	1	3	22	1.9
3664	1	3834	1	2	22	1.9
5334	1	556	0	3	22	2.4
2947	1	7642	0	3	22	1.6
2894	2	587	0	2	17	2.9
4867	1	2980	1	1	7	1.6
6085	2	2432	1	4	11	1.9
8576	1	2658	1	2	26	2.3
1879	2	6346	0	0	7	0.8
472	2	5542	0	2	27	2.5
3922	1	1674	0	0	4	1.25
4664	1	8740	0	1	2	1.1
2897	1	6858	0	4	6	3.4
5219	2	4762	0	1	5	1.9
5371	1	1814	1	2	26	2
21	2	7636	1	2	22	2.3
6230	2	7684	0	2	2	2.3
2753	2	4871	0	2	25	1.4
1784	1	4252	1	1	9	1.5
7075	1	4742	0	1	20	2.5
1007	1	3874	0	2	14	2.2
3174	2	4000	1	2	25	2.2
8136	1	692	0	2	2	1.9
5601	2	8108	1	2	25	1.8
8034	2	2217	0	1	11	2.1
6865	2	1340	0	2	14	2.4
1643	1	7842	0	2	11	2.3
1101	2	7501	0	4	4	1.95
4584	1	3054	0	1	13	2.5
5830	2	3994	0	1	2	1.4
43	1	8182	0	1	20	3.2
6672	2	2265	0	1	27	1.025
1089	2	5949	0	2	12	3
1783	1	1375	0	0	20	2.6
4764	1	7584	0	2	23	1.8
2252	1	2975	0	4	8	1.6
6573	2	4153	0	2	23	3.2
6306	1	8533	0	2	13	2.2
7103	1	1969	0	3	8	1.65
8251	1	5576	0	0	17	1.2
4603	1	1073	0	2	12	3.5
4015	2	5981	0	2	15	3.4
570	2	1568	0	3	23	3
7775	1	5631	0	1	9	2
6008	2	6946	0	2	18	2.6
5285	2	5895	1	4	8	1.45
7673	2	3173	0	1	11	2.3
5479	1	3048	0	2	6	2.3
5406	2	5057	0	0	26	2.9
8274	1	556	1	2	23	2
6785	2	8316	0	3	4	2.7
8431	1	1257	0	2	22	2.2
3834	1	5193	0	3	5	2.9
6410	2	3871	1	2	7	1.9
7383	1	8504	1	4	12	1.85
7495	2	2682	0	1	6	2.2
7312	1	4252	1	1	9	1.4
548	2	4192	0	2	11	3
2963	1	6300	0	0	25	1.9
507	2	6645	0	5	11	2.1
2560	2	5503	0	1	4	1.05
6135	1	7642	1	0	26	1.8
1085	1	8200	1	3	5	2
3585	1	7287	0	0	8	1
3476	1	4256	0	2	7	2.6
3005	2	5818	1	2	7	1.55
6278	2	2780	1	4	6	2.2
9029	1	6306	0	3	15	2.45
1211	2	1593	0	0	17	1.1
154	2	3316	0	1	20	3.4
7539	1	4252	1	1	27	1.8
8222	1	4934	0	4	13	2.6
2330	1	6520	0	2	13	2.7
7042	2	2729	1	2	18	1.8
8146	2	1398	0	2	12	2.6
7580	2	1085	0	1	18	1.2
8745	1	64	1	2	16	1.8
3774	1	7642	0	2	8	2.15
4139	1	450	0	1	12	1.05
7816	1	7908	0	1	3	1.6
7290	1	6214	0	0	5	1
4046	2	5006	0	1	22	2
3916	1	331	0	3	4	2.1
2721	1	4820	1	1	29	1.9
6467	1	2004	0	0	8	1.1
6321	2	4153	0	2	22	3.2
2095	2	6214	0	1	23	2
2799	2	5006	1	1	18	1.1
7802	2	8746	0	2	14	1.2
1000	2	6858	0	0	17	1.6
7232	1	8376	0	2	11	2
5115	2	6858	1	1	5	1.4
7117	2	162	0	3	22	1.8
23	2	7424	0	1	16	2.2
2156	1	695	1	0	29	2
4370	1	2134	0	2	11	2.1
926	2	64	0	3	5	1.7
2974	1	7956	1	2	2	1.6
8147	1	335	1	4	15	1.8
7988	2	5895	1	2	12	2
7513	1	37	1	1	6	1.5
600	2	5879	0	2	3	2.3
6979	2	3926	0	1	3	1.5
1283	1	2974	0	3	14	2.7
26	2	6621	0	2	25	2.2
1379	1	3687	0	1	2	0.9
6551	2	2966	1	2	2	1.4
6059	1	64	1	2	2	1.4
4153	1	1783	0	2	3	3.2
987	1	3707	0	1	21	1.6
1616	2	5881	1	2	12	1.45
4688	2	2317	1	2	9	2.2
4526	2	1539	0	4	15	2
5827	2	5935	0	3	12	2.9
351	1	8341	0	3	22	2
3183	1	6443	0	2	7	3
6232	1	1260	0	1	6	2.4
1579	2	1916	1	2	16	2
625	2	8533	0	3	12	1.8
1973	2	5371	0	2	27	1.85
994	2	6653	0	2	7	2.5
1769	1	6299	0	0	4	0.75
6369	2	8901	1	0	26	1.7
2752	1	7434	0	2	18	2.9
455	2	6027	1	4	25	1.6
7658	2	3971	0	3	15	2.95
6906	2	2966	0	2	22	3.1
6961	2	7432	0	2	8	2.2
6260	2	7780	0	3	3	3
2634	2	52	0	2	4	2.1
6628	2	3832	0	3	25	1.2
125	1	3874	0	2	4	2.15
5897	2	4626	0	2	16	2.6
5357	1	6106	0	1	26	2.5
6703	2	4538	0	3	9	2.6
1072	2	3065	0	2	25	1.8
4257	1	4412	0	2	21	1.5
4675	2	2792	0	2	20	1.7
5957	2	2814	0	1	29	2.5
3561	2	8729	0	0	16	2.6
8580	2	587	0	1	29	3.1
4026	2	8341	0	3	11	2.8
1179	1	4783	0	1	14	1
6005	1	5499	1	5	9	1.5
6477	1	2452	0	1	11	1.9
6384	1	5440	0	2	5	3
275	2	5831	0	1	14	3
5393	2	8901	1	0	26	1.7
3818	2	3112	0	2	20	2.9
8349	2	335	1	4	15	1.35
188	2	416	0	2	22	2.3
2455	1	5516	0	2	13	2.25
574	2	6557	0	5	3	4.3
1534	2	2052	0	1	2	1.5
2811	2	6161	0	2	18	2.8
7424	1	8669	0	3	25	3
6639	1	8500	0	1	3	1
1090	1	6027	0	1	20	2.4
2544	2	5357	0	3	9	3.25
3797	1	8136	0	0	7	0.7
6507	1	7541	1	2	5	2.1
7881	2	3376	0	2	23	3.1
6625	1	4807	0	3	15	1.95
102	2	5227	0	1	20	2.5
301	2	8526	0	2	8	3
2851	1	3983	0	2	21	1.1
8476	2	3270	1	2	16	1.7
2841	1	4034	0	2	15	2.05
7515	1	14	0	2	15	2.9
8926	2	1015	0	1	22	1.4
1902	1	3916	0	2	15	2.8
5728	2	3082	0	2	8	2.4
1389	1	6768	1	5	13	1.7
5144	2	5881	0	2	18	1.4
8768	1	5119	0	0	5	0.9
3192	1	695	1	0	29	2.5
3482	1	240	0	0	21	1.5
4627	1	6557	1	0	5	1.5
5894	1	3333	1	3	6	1.6
6919	2	7499	0	1	3	3
4069	1	945	0	1	22	1.1
4666	2	3832	0	2	2	3
4618	2	3137	0	2	18	2.6
1675	1	3364	0	1	11	2.5
7087	2	339	1	2	23	1.8
7206	2	7751	0	1	22	2.3
3765	2	3983	0	2	5	2.5
8858	2	1321	0	0	16	2.2
7249	1	7760	0	1	26	2.4
6935	2	8293	0	2	14	2.6
8089	2	4704	0	1	12	2.7
879	2	5359	1	1	15	1.6
8354	1	7219	0	3	8	2
2084	2	4506	0	1	29	2.8
801	1	1274	0	2	18	3.1
8159	1	5959	1	1	11	1.3
8922	2	5635	0	3	27	2.45
27	1	2240	1	2	5	1.7
7105	1	64	1	4	23	1.6
7378	2	5181	0	2	15	1.9
6914	2	1783	0	2	5	2.9
7770	2	556	1	2	23	2.1
8540	2	6232	0	2	18	2.8
8455	1	8866	1	0	17	2.1
3129	1	2913	0	0	17	1.2
6938	1	1692	1	1	29	1.6
1100	2	6516	1	1	26	2.3
499	2	2969	0	2	4	1.15
3508	2	8848	1	2	6	1.5
1836	2	5950	0	1	29	2.1
3209	2	8504	0	2	13	2
9005	2	4871	0	2	18	2.7
6062	2	7448	0	1	18	1.9
7651	1	5881	1	3	12	1.6
1393	1	4412	0	1	29	1.7
1912	1	8202	0	2	8	1.75
516	1	6516	0	2	4	2.05
7364	1	6850	0	0	17	2.8
2536	2	8021	1	2	8	1.2
2349	1	5959	0	2	23	1.9
2040	2	2452	0	3	22	1.5
3728	2	2548	0	4	9	1.75
6201	2	7230	0	1	29	1.2
8206	2	5169	0	2	8	1.7
3672	2	4552	0	0	15	0.7
3468	2	8111	1	1	11	1.8
5770	2	556	1	3	18	2.2
8430	2	5440	1	3	18	2.1
3867	1	5287	0	2	2	1.8
6246	2	146	0	0	16	0.9
3046	2	1207	0	2	20	2.4
6689	1	8788	0	2	3	2.8
4575	1	1969	1	1	15	1.8
3754	1	3687	0	1	11	1.8
1199	1	2537	0	1	21	2.2
1417	2	1288	0	4	11	1.8
1310	2	6477	0	2	8	1.9
6441	1	8021	1	4	4	1.45
2498	1	7681	0	1	12	2.5
774	1	8021	1	5	8	1.7
2273	2	4489	0	2	9	2.3
1160	1	6299	1	2	27	1.55
3	1	339	0	3	18	2
2910	2	5314	0	2	7	2.4
7783	2	3707	0	1	29	2.6
8102	1	2330	0	2	15	1.9
3028	2	7448	0	0	23	0.8
2522	1	6158	0	2	5	1.8
1797	2	7219	1	1	27	1.4
5959	1	6027	1	3	6	2.2
2142	2	4192	0	1	23	0.8
8742	1	844	0	2	3	1.9
6088	1	2113	0	3	11	2.3
7003	1	4252	0	3	13	2.9
6459	2	6174	0	2	20	2.9
4349	1	2843	0	0	25	1.2
7124	2	1916	1	2	6	2.4
580	1	1142	0	0	25	1.2
4757	2	7710	0	1	20	2.1
8410	1	945	0	1	11	1.8
5434	1	2186	1	2	27	1.05
8145	1	52	0	3	7	2.4
7425	1	8316	0	0	16	1
2669	2	5895	0	2	7	2.7
3020	1	4827	1	4	8	1.4
854	2	7417	1	0	29	1.4
6589	1	987	0	1	29	1.5
571	1	8108	1	1	5	1.2
5437	2	8848	0	0	17	1.8
916	1	4871	1	3	5	1.7
8038	1	2604	0	0	27	0.65
1126	2	3065	0	1	21	1.2
493	1	4256	0	3	4	1.95
4092	1	7519	0	3	26	2.5
525	2	7043	0	1	3	2.7
2709	2	2780	1	4	6	3.1
1611	1	2548	0	2	12	2.6
665	1	7014	0	2	6	1.9
8268	1	772	1	2	9	1.4
1125	1	5108	0	2	14	1.9
1653	2	695	1	1	6	2.3
344	2	9049	0	1	5	1.1
8161	2	3986	0	2	3	2.4
6007	1	8678	0	1	8	2.45
8271	2	3364	0	2	2	2.4
4850	1	3364	0	2	18	2.2
4503	2	3637	0	2	27	1.9
2417	2	5340	0	3	9	1.6
4563	1	3879	0	2	12	2.1
8169	2	260	0	5	12	1.8
3014	2	5059	0	1	29	2.5
960	1	6557	1	2	6	2.7
6161	1	7201	0	2	25	2.3
2565	2	2272	0	4	15	2.3
8976	2	4854	0	3	4	2.8
4804	1	8082	0	1	2	1.1
5005	1	7861	0	5	15	2.9
2404	2	4482	1	3	16	2.3
244	1	1107	1	1	3	2.4
7478	1	2457	1	2	20	1.3
3687	1	503	0	2	23	2.1
5380	1	762	1	3	11	1.6
6022	2	1623	0	1	29	1.7
1350	1	5340	0	1	27	1.9
3147	2	8526	0	1	14	2.4
830	2	2188	0	2	15	1.85
1269	2	6110	0	1	14	2.5
3191	2	335	0	2	7	2
7261	1	2240	0	1	3	2.9
2355	1	6001	0	2	4	1.8
2704	1	3747	0	4	26	3
6700	1	7339	0	0	20	1.8
4986	2	3687	0	3	16	1.4
7000	2	5314	0	2	18	1.5
183	1	331	0	2	2	1.7
7036	1	7991	0	1	29	2.4
4296	1	3600	0	0	17	2.3
7529	2	6503	0	2	12	1.5
7732	2	8082	0	3	22	1.8
6742	2	5084	0	1	13	1.7
2745	2	3514	0	1	29	3
5741	1	6	0	1	13	2.4
3698	1	8970	0	2	7	1.95
6853	1	8274	0	2	7	1.9
8166	1	6015	0	3	22	2.3
3043	1	2604	0	3	15	2.15
1805	1	556	1	2	3	1.7
6839	2	8722	0	0	8	1.2
4022	2	3483	1	2	15	2.15
3139	2	7638	0	3	22	2.5
1809	1	6441	0	1	8	1.65
5267	2	5580	1	2	27	1.4
527	1	6237	0	3	8	1.55
8043	1	6102	0	2	25	2.3
4024	2	5959	1	2	22	1.9
1986	2	465	0	3	23	2.8
7245	2	2769	0	2	9	2.6
5065	2	5938	0	1	6	0.9
5151	1	5103	0	2	6	2.4
2080	2	8740	0	1	11	2.6
578	1	3659	0	2	3	1.7
316	2	8028	0	0	25	1.2
7538	1	5920	1	4	27	1.825
5818	1	5881	0	2	2	1.5
6820	2	3592	0	4	15	3.1
1057	1	5193	1	3	23	2.4
865	2	6476	1	2	24	1.1
1509	2	552	0	0	21	1.5
1146	2	7374	0	1	8	1.5
65	1	3785	1	5	9	1.4
2631	1	762	1	2	16	1.2
3454	1	3733	0	1	27	1.45
2713	2	1353	1	1	29	1.6
8024	2	1164	0	2	16	1.8
6909	1	1689	0	5	8	1.85
5063	2	4306	0	4	22	3
2584	2	6477	0	5	13	2.7
203	2	1568	0	5	4	1.75
6169	2	9021	0	2	13	2.5
2732	1	447	0	1	29	1.8
1829	1	4252	0	3	26	1.9
694	1	3994	1	2	11	1.7
1683	1	2780	1	2	16	1.6
7009	1	8877	0	3	4	2.3
6196	2	2279	0	3	15	1.8
4143	2	7842	0	2	3	1.9
5194	1	5981	0	5	9	2.7
1224	2	4871	1	2	23	2.3
7817	2	7779	1	3	18	1.4
3294	1	2476	0	2	18	2.1
1036	2	3270	1	2	7	2
5426	2	8835	0	2	6	2.4
308	2	6792	1	1	21	1.5
5570	2	5580	0	1	8	2.3
3534	1	3840	1	5	12	1.6
4019	1	7840	0	4	6	3.3
2535	2	3054	0	2	9	2.05
1828	2	5008	0	1	29	1.3
1938	1	5314	0	2	26	1.6
1662	1	2968	0	3	15	2.9
6045	2	901	0	2	22	2.3
2886	2	1812	0	2	2	2
4426	1	7842	0	4	14	2.4
3637	1	4485	0	2	8	2.1
893	2	1510	0	0	17	2.6
8635	2	8293	1	2	11	1.9
3741	1	8274	1	2	11	1.6
4484	1	2356	0	4	15	2.25
7034	1	6174	0	3	3	3.1
2515	1	7842	0	2	5	2.2
3841	2	4935	0	2	11	1.6
1859	2	7451	0	4	22	2.5
4723	2	1983	0	2	11	2.2
1602	2	2062	0	2	7	2.4
6629	1	6102	1	3	6	2.7
3502	2	8021	1	4	4	1.7
8303	2	5410	1	2	11	1.8
313	1	5818	0	2	22	2.1
2661	1	5881	1	2	26	2.2
618	2	64	0	2	14	2.4
4406	1	3840	0	2	7	2.2
6560	1	3916	0	1	8	1.5
5016	1	2829	0	4	26	2.8
6046	2	3111	0	3	12	2.8
7547	2	2356	0	2	27	2.375
6575	1	3914	0	0	23	0.7
697	2	6647	1	3	12	1.55
2936	1	8913	0	2	11	1.6
2918	2	6443	0	5	22	2.3
7363	1	7506	0	2	18	1.9
6655	1	2467	1	0	12	1.8
4641	2	1814	0	1	8	1.75
6530	1	1529	0	0	17	2
7866	2	5378	0	2	7	2.45
745	1	5675	0	3	23	3.4
7123	2	6110	0	2	7	2.1
8302	1	7301	0	3	15	1.7
7963	2	2704	0	1	27	2.2
7477	2	7027	0	1	8	2.7
8372	1	1916	1	2	2	1.5
1274	1	2857	0	2	20	2.8
6177	2	1207	0	2	25	1.6
1446	2	4935	0	1	12	2.7
1778	1	5561	0	1	29	2.3
5470	1	1529	0	2	5	1.8
8015	2	5193	1	3	6	2.9
6687	2	240	0	1	20	3
2720	1	1971	1	1	26	1.8
1307	2	7434	1	2	6	2.3
3894	2	4153	0	2	18	3
6953	1	535	0	3	11	1.7
2526	1	3754	0	2	8	2.2
867	2	556	1	3	5	1.6
3714	2	1288	0	2	18	2.7
5550	1	2982	0	3	23	3
6023	2	5556	0	2	13	2.6
3016	2	6271	1	2	25	1.5
8810	1	240	0	2	25	2.9
1969	1	8526	0	2	26	3
4794	1	4252	0	3	15	3.2
2870	1	668	0	2	18	2.6
1464	1	4049	0	0	21	1.1
5170	2	2623	0	3	12	2.1
5795	2	1107	1	1	3	2.7
7462	2	6516	1	1	7	1.9
7428	2	3558	1	1	27	1.25
5501	1	1221	0	2	2	1.6
3825	2	6843	0	2	12	2.1
8491	1	229	0	3	27	2.6
5921	1	7613	1	1	20	2
588	2	4306	1	2	16	1.5
487	1	1900	0	2	21	1.8
7419	2	516	1	2	13	1.8
5566	2	6257	0	2	18	1.4
2250	1	5006	0	2	3	1.6
4480	1	4000	1	1	29	1.6
7076	1	1037	1	0	4	1
5719	1	6443	0	2	11	2.3
7158	1	6106	0	2	13	2.15
1226	1	8407	0	3	15	2.6
2507	1	4836	0	1	29	1.4
3248	1	3162	0	1	11	2.1
4832	2	2704	0	1	13	2.1
6870	1	2432	1	4	11	2.6
447	1	1353	0	1	20	2.4
5067	1	3839	0	1	27	2.3
256	1	14	0	4	27	2.95
5473	1	6237	0	2	15	2.8
1721	1	2968	0	2	9	2
8598	1	5642	0	2	3	2.8
1222	2	1472	0	3	12	2.25
3849	1	2913	0	2	25	1.7
2505	2	183	0	2	4	2.7
1635	1	6215	0	1	6	1.5
1063	2	1793	0	2	22	2.1
1647	1	5287	0	2	22	2.7
2448	2	8249	0	2	14	3.2
8176	2	1544	0	0	27	1.25
3641	1	8732	0	2	8	2.1
1788	2	1725	0	5	12	1.6
2771	2	4204	0	1	29	1.8
6818	1	7613	0	0	17	2.2
4056	2	5935	0	2	15	1.65
1682	1	7840	0	1	18	0.9
8241	2	6232	0	0	22	3.4
1935	2	2697	1	4	7	2.2
2844	2	7779	0	2	6	1.4
7030	2	6232	0	2	23	2.7
315	2	511	0	2	3	2.2
6371	1	5556	0	1	9	2.2
6263	1	6689	0	2	6	1.3
677	1	6208	0	1	13	2.4
8290	2	4000	1	1	29	2.3
2611	1	6765	0	1	14	1.9
5881	1	7221	0	2	23	2.8
1568	1	8835	0	2	3	2.4
7729	2	8261	1	3	13	1.7
5257	1	4426	0	3	8	2.6
1925	1	3366	0	3	11	2
5709	1	43	1	3	23	1.8
2775	2	9017	1	0	23	1.5
6576	1	5545	0	1	29	1.2
8013	1	6557	1	2	6	1.9
4247	1	27	0	2	16	2.9
6539	2	5565	0	2	9	1.9
5240	1	7510	0	2	4	2.3
3058	2	4192	1	2	16	2.1
3839	1	3483	0	2	8	2.05
7867	1	3369	0	4	15	2.3
5436	1	4626	0	2	22	2.3
6455	2	442	0	2	7	2.9
6848	2	8678	0	2	7	2.3
2104	1	5673	0	2	18	1.9
2657	2	8600	1	1	11	2.1
547	1	3834	1	2	22	1.7
6958	1	4153	0	2	5	1.4
5716	1	7840	0	1	18	0.8
246	2	1355	0	5	15	3
258	1	1833	0	3	15	1.9
5621	2	3603	0	2	25	2.4
1884	2	1607	0	2	25	3
3699	2	7779	0	1	5	1.4
8896	1	2945	0	3	9	2.3
4518	2	6849	1	2	11	1.8
8753	2	599	0	1	29	1.7
7340	2	3926	0	2	23	3.1
5329	1	4085	0	3	18	2.1
6566	1	1971	1	2	12	1.85
3851	1	8600	1	1	11	1.6
5978	2	516	0	2	9	2.1
6485	1	2839	0	3	11	2.9
7314	2	6215	0	2	5	2.1
6643	2	2274	0	5	11	1.6
2800	2	5881	0	1	11	3
4578	1	6252	0	2	11	2.6
358	2	8145	0	3	12	3.1
3697	2	43	0	1	3	3.1
5296	1	2974	0	4	16	1.5
1059	2	4762	0	2	6	1.9
4124	1	6843	0	5	26	1.95
1376	1	5797	0	3	17	2.3
8683	2	6621	0	2	29	3.4
4901	2	2134	0	2	18	2.3
6917	2	6858	0	1	18	1.4
5431	1	6027	1	3	23	2.2
4150	2	2623	0	2	26	1.6
1423	2	1900	0	0	3	2.6
3740	1	2934	0	0	12	1.45
209	2	1375	0	2	23	3
8567	1	1510	0	1	21	2
1230	2	6159	1	4	12	1.9
6612	1	3857	1	1	12	1.65
5819	1	4506	0	2	25	1.8
1903	2	4506	0	1	21	1.4
6461	1	8281	0	2	9	2.05
8264	2	1198	0	1	29	1.9
7756	1	7448	1	1	16	1.7
8707	2	7780	0	1	21	2.1
6237	1	535	0	2	4	1.9
2353	2	7892	0	3	20	3.1
6729	1	8293	1	2	11	2
8766	2	7686	0	3	21	2.1
8427	1	1900	0	2	25	2.5
2665	1	2741	0	1	21	2.5
