id,dam,sire,Sex
4289,3046,,F
4290,2868,,M
4291,2868,,M
4292,2868,,M
4293,2868,,M
4294,2868,,M
4295,2868,,M
4296,2868,,M
4297,2868,,M
4298,2868,,M
4299,2868,,F
4300,2871,,F
4301,2871,,M
4302,2871,,F
4303,2871,,M
4304,2893,,M
4305,2893,,F
4306,2893,,F
4307,2893,,F
4308,2978,,M
4309,2978,,M
4310,2978,,F
4311,2978,,M
4312,2625,,F
4313,2625,,F
4314,2625,,F
4315,3034,,F
4316,3034,,M
4317,3034,,F
4318,3034,,F
4319,3061,,M
4320,3061,,M
4321,3061,,M
4322,3061,,M
4323,3096,,F
4324,3096,,F
4325,3096,,F
4326,3864,,M
4327,3864,,F
4328,3577,,F
4329,3577,,F
4330,2037,,F
4331,2037,,M
4332,2037,,M
4333,3147,,M
4334,3147,,F
4335,3147,,F
4336,3147,,M
4337,3577,,M
4338,2966,4000,M
4400,,,F
4402,,,M
4403,,,F
4404,,,M
4405,,,M
4406,,,M
4407,,,M
4408,,,M
4409,,,M
4410,,,M
4411,,,F
4412,,,M
4413,,,M
4414,,,F
4415,,,F
4416,,,F
4417,,,M
4418,,,F
4419,,,M
4420,,,M
4421,,,M
4422,2400,,F
4423,2400,,F
4424,2400,,M
4425,87,,M
4426,769,,M
4427,2798,,F
4428,2798,,M
4429,2798,,F
4430,2706,,M
4431,2706,,M
4432,2706,,F
4433,2706,,M
4434,2709,,F
4435,2709,,F
4436,2709,,M
4437,2713,,M
4438,2713,,M
4439,2713,,M
4440,2713,,M
4441,2154,,F
4442,2154,,M
4443,2154,,M
4444,2154,,F
4445,2207,,M
4446,2207,,F
4447,2207,,M
4448,2207,,M
4449,2966,,M
4450,2966,,M
4451,2981,,M
4452,2981,,M
4453,2981,,F
4454,2264,,F
4455,2264,,F
4456,2511,,F
4457,2511,,M
4458,2511,,F
4459,2511,,F
4460,2544,,M
4461,2544,,F
4462,2461,,M
4463,2526,,M
4464,2526,,M
4465,2795,,F
4466,2795,,M
4467,2795,,M
4468,2795,,F
4469,2955,,M
4470,2955,,F
4471,2878,,F
4472,2878,,M
4473,2878,,F
4474,2899,,F
4475,2899,,F
4476,2901,,M
4477,2901,,F
4478,2901,,F
4479,2906,,F
4480,2906,,M
4481,2906,,M
4482,2906,,M
4483,2907,,M
4484,2907,,F
4485,2907,,M
4486,2940,,F
4487,2432,,M
4488,2727,3088,F
4489,2727,2851,M
4490,2729,,M
4491,2729,,F
4492,2729,,M
4493,2434,,M
4494,2436,,F
4495,2436,,M
4496,2436,,F
4497,2540,,M
4498,2855,,M
4499,2855,,M
4500,2855,,F
4501,2744,,M
4502,2744,,M
4503,2744,,M
4504,2438,,M
4505,2438,,F
4506,2438,,F
4507,2438,,M
4508,2749,,M
4509,2749,,M
4510,2440,,F
4511,2440,,F
4512,2754,,F
4513,2754,,F
4514,2761,,F
4515,2761,,F
4516,2761,,M
4517,2763,,M
4518,2763,,M
4519,2763,,F
4520,1965,,M
4521,1965,,M
4522,1965,,M
4523,2773,,F
4524,3220,,M
4525,3220,,F
4526,3220,,M
4527,3802,,F
4528,3802,,F
4529,3802,,M
4530,3785,,F
4531,3785,,M
4532,3785,,F
4533,2486,,M
4534,2486,,M
4535,3849,,F
4536,3849,,F
4537,3849,,F
4538,3849,,M
4539,3227,,M
4540,3227,,F
4541,3227,,M
4542,3228,,F
4543,3228,,F
4544,3228,,F
4545,2262,,F
4546,2262,,F
4547,2262,,F
4548,2779,,F
4549,2779,,F
4550,2779,,F
4551,3135,,F
4552,3135,,F
4553,3135,,F
4554,2917,,F
4555,2917,,M
4556,2917,,F
4557,2917,,F
4558,2938,,M
4559,2938,,M
4560,2938,,F
4561,2938,,F
4562,2938,,F
4563,2938,,F
4564,2938,,M
4565,3046,,M
4566,3046,,F
4567,3046,,F
4568,2868,,M
4569,2868,,M
4570,2868,,F
4571,2868,,F
4572,2893,,M
4573,2893,,M
4574,2893,,M
4575,2893,,M
4576,2781,,F
4577,2781,,F
4578,2781,,M
4579,2781,,F
4580,2489,,M
4581,2489,,F
4582,2625,,M
4583,2625,,F
4584,3061,,M
4585,3061,,F
4586,3061,,M
4587,3061,,F
4588,3061,,F
4589,3061,,F
4590,3864,,M
4591,3864,,F
4592,3864,,F
4593,3854,,M
4594,3854,,F
4595,3854,,F
4596,3577,,M
4597,3577,,M
4598,,,F
4700,,,F
4701,,,M
4702,,,M
4703,,,F
4704,,,M
4705,,,F
4706,,,F
4707,,,F
4709,,,F
4710,,,F
4712,,,M
4713,,,M
4714,,,M
4715,,,M
4716,,,M
4717,,,M
4718,2400,,F
4719,2400,3701,M
4720,2400,4010,F
4721,2400,4010,F
4722,2400,3701,F
4723,2400,3701,F
4724,2400,3701,M
4725,2966,2997,F
4726,2966,2997,F
4727,2939,,M
4728,2939,,M
4729,2981,2915,F
4730,2981,4005,M
4731,2981,2915,F
4732,2544,2997,M
4733,2544,4005,F
4734,2795,4417,F
4735,2795,3718,F
4736,2795,3718,F
4737,2901,2833,F
4738,2901,2833,F
4739,2901,2833,M
4740,2901,2833,M
4741,2906,,M
4742,2432,4010,F
4743,2727,,F
4744,2727,,F
4745,2729,,M
4746,2729,3029,F
4747,2729,,F
4748,2436,3200,F
4749,2436,3200,M
4750,2436,2704,M
4751,2855,4010,M
4752,2855,,F
4753,2855,3088,F
4754,2856,,F
4755,2856,,F
4756,2438,4020,F
4757,2438,4020,F
4758,2438,4020,F
4759,2440,4029,M
4760,2440,4029,M
4761,2440,4029,M
4762,2754,3088,M
4763,2754,3088,M
4764,2754,,M
4765,3216,3200,F
4766,3216,3200,M
4767,3216,3027,M
4768,2773,,M
4769,2773,,M
4770,2774,,F
4771,2774,,F
4772,2774,,M
4773,3802,,F
4774,3802,,F
4775,3802,,M
4776,2486,2851,M
4777,2486,3027,M
4778,2486,3480,F
4779,2486,,F
4780,4123,3480,M
4781,4123,3088,M
4782,4123,3088,M
4783,4123,3480,F
4784,4082,4005,F
4785,4082,4005,F
4786,4183,,F
4787,4183,3041,F
4788,4183,,F
4789,4161,,M
4790,4161,,F
4791,4161,,M
4792,4161,,M
4793,2901,2833,F
4794,4002,,F
4795,4002,,M
4796,4002,2997,F
4797,4159,2833,F
4798,4159,,F
4799,4002,,F
4800,2729,,F
4801,4543,4163,F
4802,4543,4163,F
4803,4479,,M
4804,4017,2997,M
4805,4017,4000,F
4806,4018,,F
4807,4018,,M
4808,2763,4005,M
4809,4523,3480,F
4810,4523,2822,M
4811,4523,3087,F
4812,3722,,F
4813,3722,4020,M
4814,3723,4043,F
4815,3723,,M
4816,3723,,F
4817,3723,,M
4818,3724,,F
4819,3724,,M
4820,3724,,F
4821,3724,,F
4822,4037,,F
4823,4037,,M
4824,4037,,F
4825,4037,,F
4826,3725,,M
4827,3725,,M
4828,3725,,M
4829,3726,,M
4830,3726,,F
4831,4039,3718,M
4832,4039,,F
4833,4039,,F
4834,4040,3701,M
4835,4040,3701,M
4836,4041,2586,M
4837,4041,4013,F
4838,4041,2704,F
4839,3727,4043,F
4840,3727,,F
4841,3728,,F
4842,3729,,M
4843,3729,,F
4844,3730,,F
4845,3730,,F
4846,3730,,M
4847,4050,4019,M
4848,4050,,F
4849,4050,,F
4850,4053,3045,M
4851,4053,4029,F
4852,4053,,F
4853,2763,2999,F
4854,3135,2588,M
4855,3135,4412,M
4856,3135,2588,F
4857,2713,2833,F
4858,2713,2833,M
4859,2713,2833,M
4860,2625,4005,F
4861,2625,2349,F
4862,2625,3712,F
4863,2966,4163,F
4864,2544,4274,M
4865,2727,3548,M
4866,2438,,M
4867,2763,4274,F
4868,3864,2588,F
4869,3864,,M
4870,3864,,F
4871,3854,,M
4872,3854,2851,M
4873,3854,2851,M
4874,3577,2999,M
4875,3577,2999,F
4876,3577,4005,M
4877,4310,4160,M
4878,4310,4025,M
4879,4310,4160,M
4880,4310,4025,M
4881,4312,,M
4882,4312,3045,F
4883,4263,4412,M
4884,4263,4412,M
4885,4263,,F
4886,4263,,F
4887,4263,,F
4888,4277,4504,F
4889,4277,4597,M
4890,4277,,M
4891,4277,,F
4892,4571,4006,M
4893,4571,,F
4894,4571,3539,F
4895,4549,2588,F
4896,4549,3865,F
4897,4549,,M
4898,4053,4597,M
4899,4263,,M
4900,,,F
5001,2432,,F
5002,2432,,M
5003,2432,,M
5004,2966,,F
5005,2901,4005,F
5006,2433,4005,M
5007,2433,4005,M
5008,2727,,F
5009,2749,4190,M
5010,2749,4190,F
5011,3216,,M
5012,3216,,M
5013,3216,3548,F
5014,2773,3087,F
5015,4700,,F
5016,4700,,M
5017,4700,,M
5018,4123,3088,F
5019,4123,3088,M
5020,4123,3088,F
5021,4123,3088,F
5022,4082,,M
5023,4082,3718,F
5024,4082,2802,F
5025,4161,4476,M
5026,4161,4476,F
5027,4403,,M
5028,4403,,M
5029,4159,2802,F
5030,4159,2802,F
5031,4511,3718,F
5032,4511,3718,M
5033,4511,4000,M
5034,4444,4025,M
5035,4444,3045,F
5036,4444,4025,F
5037,4543,,M
5038,4543,,M
5039,4543,,M
5040,4479,4005,M
5041,4479,4005,F
5042,4479,4005,F
5043,4794,4000,F
5044,4794,4406,F
5045,4794,4406,F
5046,4475,3100,M
5047,4475,2999,M
5048,4475,2999,M
5049,4477,4417,M
5050,4477,4402,F
5051,4477,3718,M
5052,4434,,M
5053,4434,3200,M
5054,4434,4534,M
5055,4523,4412,M
5056,4523,4412,F
5057,3726,,M
5058,3726,,F
5059,3726,,M
5060,3726,,M
5061,4040,4419,F
5062,4040,4419,M
5063,4040,4419,F
5064,4041,,M
5065,4041,2704,F
5066,4041,2704,F
5067,3730,,M
5068,4414,,M
5069,4414,,F
5070,4050,4013,M
5071,4050,4776,F
5072,4051,3200,F
5073,4051,4413,M
5074,4053,4029,F
5075,4053,4029,F
5076,4053,4029,M
5077,2761,3548,F
5078,2761,4006,F
5079,2761,,M
5080,4709,3045,M
5081,4709,4715,M
5082,4710,,M
5083,4710,4597,M
5084,4710,3045,M
5085,4710,4597,M
5086,4849,,M
5087,4849,3029,F
5088,2868,4534,F
5089,2868,4534,M
5090,2868,3548,M
5091,2868,,F
5092,2625,4029,M
5093,2625,4476,M
5094,2727,,F
5095,3864,3087,M
5096,3864,3784,M
5097,3864,2833,M
5098,4849,,F
5099,4849,,M
5100,4849,3087,M
5101,4805,4406,F
5102,4805,,M
5103,4805,4406,F
5104,4310,3100,F
5105,4310,,M
5106,4310,3100,M
5107,4329,4005,M
5108,4329,4850,F
5109,4329,4850,F
5110,4277,,M
5111,4277,4404,M
5112,4277,,M
5113,4843,,F
5114,4843,4036,F
5115,4843,,M
5116,4841,,F
5117,4841,4835,F
5118,4841,,F
5119,4841,,M
5120,4571,,M
5121,4571,,M
5122,4571,4412,M
5123,4434,4834,M
5124,4549,,F
5125,4549,3784,M
5126,4552,4412,F
5127,4552,4892,M
5128,4552,4412,M
5129,4552,4006,M
5130,4552,4412,M
5131,4552,3784,M
5132,4894,,M
5133,4894,,F
5134,4894,,F
5135,4461,4274,M
5136,4461,,M
5137,4461,,F
5138,4161,4476,F
5139,,,M
5140,,,M
5141,,,M
5142,,,M
5143,,,M
5144,,,M
5145,,,M
5146,,,M
5147,,,M
5148,,,M
5149,,,M
5150,,,F
5151,,,F
5152,,,M
5153,,,M
5154,,,M
5155,,,M
5156,,,M
5157,,,M
5158,,,M
5159,,,M
5160,,,M
5161,,,M
5162,,,F
5163,,,F
5164,,,M
5165,,,M
5166,,,M
5167,,,M
5169,,,M
5170,,,M
5171,,,F
5172,,,M
5173,,,M
5174,,,M
5175,,,M
5176,,,M
5177,,,M
5178,,,M
5179,,,M
5180,,,M
5200,5103,,F
5201,5103,4000,F
5202,5103,,F
5203,5103,4000,M
5204,5004,,F
5205,5004,,M
5206,5004,4190,F
5207,4805,,M
5208,4805,4000,F
5209,4805,4000,M
5210,4805,,F
5211,4805,,F
5212,4805,,F
5213,4805,,F
5214,4310,,M
5215,4310,,F
5216,4310,,F
5217,4082,5139,M
5218,4082,4712,F
5219,4082,5139,M
5220,4082,5139,M
5221,4082,5139,M
5222,4161,,F
5223,4161,,F
5224,4161,,F
5225,4161,4713,M
5226,4161,4713,F
5227,4329,,M
5228,4329,4713,F
5229,4329,4029,M
5230,4329,,M
5231,4329,5140,M
5232,4329,,F
5233,4329,5140,F
5234,4277,,M
5235,4277,4404,F
5236,4277,5141,F
5237,4277,4880,M
5238,4403,,F
5239,4403,,M
5240,4403,,M
5241,4403,5142,F
5242,4159,4025,F
5243,4159,4025,M
5244,4159,,M
5245,4159,4714,M
5246,4159,4712,F
5247,4159,4712,F
5248,4461,5141,M
5249,4461,5141,M
5250,4461,5143,M
5251,4461,,M
5252,4461,4713,F
5253,4461,,F
5254,4461,,M
5255,4461,5144,M
5256,4461,4714,M
5257,4461,4714,F
5258,4461,,M
5259,4461,,M
5260,4784,,M
5261,4784,,M
5262,4479,4880,M
5263,4479,4880,M
5264,4479,4880,M
5265,4479,4880,F
5266,4479,5145,M
5267,4479,5145,M
5268,4479,5145,M
5269,4479,5145,M
5270,4794,5147,F
5271,4794,,M
5272,4794,5146,M
5273,4794,5147,M
5274,4794,,M
5275,4794,,M
5276,4794,,M
5277,4794,5167,F
5278,4794,,F
5279,4794,,M
5280,4725,4417,F
5281,4725,5106,M
5282,4725,5084,F
5283,4725,5144,M
5284,4725,5143,F
5285,4725,5144,F
5286,4725,5143,M
5288,4706,,M
5289,4706,,F
5290,4706,,F
5291,4474,5145,F
5292,4474,5145,F
5293,4474,,M
5294,4474,5145,F
5295,4474,5148,M
5296,4474,5145,F
5297,5074,,M
5298,5074,4000,M
5299,5074,,M
5300,5074,,F
5301,5074,4000,F
5302,5074,4000,M
5303,5075,4713,M
5304,5075,,F
5305,5075,4713,F
5306,5075,4713,M
5307,5103,4000,F
5309,5103,,F
5310,5050,,M
5311,5050,5149,M
5312,5050,,M
5313,5050,5149,M
5314,4709,4717,F
5315,4709,,M
5316,4709,,M
5317,5150,,M
5318,5150,5157,M
5319,5005,5144,F
5320,5005,5093,M
5321,5005,5144,M
5322,5005,,M
5323,5005,5144,F
5324,5005,5093,F
5325,5005,5144,M
5326,5005,5144,M
5327,5005,,F
5328,4157,4404,M
5329,4157,4404,M
5330,4157,4404,F
5331,4157,4404,F
5332,5138,4714,F
5333,5138,4714,F
5334,5138,4714,F
5335,5138,4714,M
5336,5151,,M
5337,5151,4712,F
5338,5151,,M
5339,5029,4713,F
5340,5029,5092,F
5341,5029,4713,F
5342,5029,5092,M
5343,4496,4013,F
5344,4496,,F
5345,4496,4413,F
5346,4496,,M
5347,4496,,M
5348,4496,4013,M
5349,4496,,M
5350,4496,4013,F
5351,2432,,M
5352,2432,4409,M
5353,2432,,M
5354,2855,5152,F
5355,2855,,F
5356,3216,4717,F
5357,3216,4534,F
5358,2773,5153,M
5359,2773,,M
5360,2774,,M
5361,2774,,F
5362,2774,,F
5363,3864,4580,M
5364,3864,4580,F
5365,3864,4580,F
5366,3864,4580,M
5367,4848,4776,F
5368,4848,4776,F
5369,4848,4776,M
5370,4849,,F
5371,4849,4776,M
5372,4849,,F
5373,4849,4580,F
5374,4123,,F
5375,4123,4013,F
5376,4123,4776,M
5377,4747,4013,M
5378,4747,4013,M
5379,4747,,M
5380,4747,,F
5381,4747,,M
5382,4747,,F
5383,4893,5154,F
5384,4893,5155,F
5385,4893,5155,M
5386,4778,3784,F
5387,4778,5153,F
5388,4778,5153,M
5389,2773,3865,M
5390,4900,5153,F
5391,4900,5153,F
5392,4900,5153,M
5393,4900,,F
5394,4900,,F
5395,4571,4190,F
5396,4571,,M
5397,4571,4534,M
5398,4571,5097,M
5399,4571,,F
5400,4571,,M
5401,4571,,M
5402,4571,,M
5403,4523,4776,F
5404,4523,4776,F
5405,4523,4776,F
5406,4549,,F
5407,4549,4580,M
5408,4549,4580,F
5409,4040,,M
5410,4040,,F
5411,4040,,M
5412,4041,4413,M
5413,4041,4013,M
5414,4041,4534,F
5415,4552,5121,F
5416,4552,3784,M
5417,4552,,F
5418,4868,4413,M
5419,4868,5152,M
5420,4868,3865,F
5421,4050,4776,M
5422,4050,4776,M
5423,4050,4776,M
5424,4050,4776,M
5425,4051,,F
5426,4051,,F
5427,4051,,M
5428,4722,,M
5429,4722,,F
5430,4722,5153,F
5431,4722,5153,F
5432,4722,5180,F
5433,5056,5121,F
5434,2761,5153,F
5435,2761,,M
5436,4707,5156,F
5437,4707,4534,M
5438,4707,,F
5439,5071,4413,M
5440,5071,3865,F
5441,5071,3865,M
5442,5018,,F
5443,5018,,M
5444,5008,,F
5445,5008,4409,F
5446,5008,4409,M
5447,5094,3865,M
5448,5094,5180,M
5449,5094,5153,F
5450,2727,,M
5451,2727,,F
5452,2727,,M
5453,4743,4409,F
5454,4743,4409,M
5455,4743,,M
5456,,,M
5457,,,M
5458,,4005,M
5459,,,M
5460,4868,5177,F
5461,4868,5170,M
5462,4868,5170,M
5463,4868,5170,F
5464,4868,5170,F
5465,,5158,M
5466,,4006,M
5467,,,M
5468,,,M
5469,,,M
5470,,,M
5471,,,M
5472,,,M
5473,,,M
5474,,,M
5475,,,F
5476,,,F
5477,,,M
5478,,,F
5479,,,M
5480,,,M
5481,,,M
5482,,,M
5483,,,M
5484,,,M
5485,,,F
5486,,,F
5487,,,M
5488,,,F
5489,,,M
5490,,,M
5491,,,M
5492,,,F
5493,,,M
5494,,,M
5495,,,F
5496,,,M
5497,,,F
5498,,,M
5499,,,M
5500,,,M
5501,4706,4713,M
5503,,,F
5504,,,M
5505,,,M
5506,,,M
5507,,,M
5508,,,F
5509,,,M
5510,,,M
5511,,,F
5512,,,M
5513,5074,,F
5514,,,M
5515,,,M
5516,,,M
5517,,,M
5518,,,M
5519,,,M
5520,,,F
5521,,,M
5522,,,M
5523,,,M
5524,,,M
5525,,,M
5526,,,M
5527,,,M
5528,,,M
5530,,,M
5531,,,M
5532,,,M
5533,,,M
5534,,,M
5535,,,M
5600,,,M
5601,,,M
5602,,,M
5603,,,M
5604,,,F
5605,,5297,F
5606,,,F
5607,,,M
5608,,,M
5609,4159,4712,M
5610,4159,4712,M
5611,4159,4712,M
5612,4159,5142,F
5613,4461,5142,M
5614,4461,5142,F
5615,4461,5142,F
5616,4461,5142,M
5617,4479,5164,F
5618,4794,5521,F
5619,4794,5521,F
5620,4794,5521,F
5621,4794,5521,F
5622,5162,5342,F
5623,5162,5473,F
5624,5162,5140,F
5625,5162,5342,F
5626,4474,5149,F
5627,4474,5149,M
5628,4474,5522,F
5629,4474,5522,M
5630,5074,5166,F
5631,5074,5457,F
5632,5074,5480,F
5633,5074,5166,F
5634,5103,5122,M
5635,5103,5279,M
5636,5103,5279,F
5637,5050,5481,F
5638,5050,5523,M
5639,5050,5523,M
5640,5050,5523,M
5641,5050,5524,M
5642,5050,5122,M
5643,5050,4404,F
5644,5050,5524,M
5645,5265,5165,F
5646,5265,5524,M
5647,5265,5524,F
5648,5265,5524,F
5649,5235,5165,F
5650,5235,5310,M
5651,5235,5310,F
5652,5235,5310,F
5653,5304,5298,M
5654,5304,5298,F
5655,5304,5298,F
5656,5247,5310,F
5657,5247,5310,M
5658,5247,4712,M
5659,5204,5482,F
5660,5204,5523,M
5661,5204,4404,M
5662,5200,5483,M
5663,5200,5483,F
5664,5200,5483,M
5665,5200,5484,M
5666,5226,5523,M
5667,5226,5523,M
5668,4161,5523,M
5669,4161,5523,M
5670,4161,5142,F
5671,4161,5142,F
5672,5485,5525,F
5673,5485,5526,M
5674,5485,5167,F
5675,5476,5483,M
5676,5476,5483,M
5677,5150,5480,M
5678,5150,5480,F
5679,5150,5480,M
5680,4157,3718,M
5681,4157,3718,M
5682,4157,5523,F
5683,5486,5526,M
5684,5486,5527,M
5685,5486,5527,F
5686,5337,5468,F
5687,5337,5528,M
5688,5337,5528,F
5689,5029,5142,M
5690,5029,5142,F
5691,5029,5142,F
5692,5029,5142,F
5693,5029,5142,F
5694,5475,5342,M
5695,5475,5342,F
5696,5475,5312,M
5697,5232,5473,F
5698,5232,4713,F
5699,5232,5473,F
5700,5232,5256,F
5701,5324,5140,M
5702,5324,5342,M
5703,5324,5342,F
5704,5307,5521,M
5705,5307,5527,F
5706,5307,5527,M
5707,5307,5526,M
5708,5307,5482,M
5709,5005,5466,M
5710,5005,5487,F
5711,5005,4404,F
5712,5488,5149,M
5713,5488,5149,F
5714,5488,5149,M
5715,,,F
5716,,,M
5717,,,M
5718,,,M
5719,,,F
5720,,,M
5721,,,M
5722,,,F
5723,,,M
5724,,,M
5725,,,M
5726,,,F
5727,,5530,F
5728,2749,5173,M
5729,4848,5064,F
5730,4848,5489,F
5731,4848,5490,F
5732,4123,5179,F
5733,4123,4776,M
5734,4123,5174,F
5735,4123,4776,F
5736,4123,5070,M
5737,4123,5174,M
5738,4123,5174,M
5739,4123,5174,F
5740,4496,4413,M
5741,4496,5535,M
5742,4496,4413,F
5743,4496,5535,F
5744,4496,4013,M
5745,4496,4013,M
5746,4496,4013,M
5747,4747,5534,M
5748,4747,5534,M
5749,4894,3784,M
5750,4894,5491,M
5751,4894,5154,F
5752,4894,5153,M
5753,4894,5491,M
5754,4894,3784,M
5755,4894,5491,M
5756,5072,5530,F
5757,5072,5490,F
5758,5072,5490,F
5759,5072,5177,F
5760,4549,5169,M
5761,4549,5531,F
5762,4549,5531,F
5763,4549,5169,F
5764,4549,5169,M
5765,4549,5169,F
5766,4549,5169,F
5767,4040,5532,F
5768,4040,4892,M
5769,4040,5152,M
5770,4040,5533,M
5771,4041,5535,M
5772,4041,4413,F
5773,4041,5535,M
5774,4868,5490,M
5775,4868,5490,M
5776,4868,5439,F
5777,4722,5388,F
5778,4722,5388,M
5779,5056,5490,M
5780,5056,5490,F
5781,4707,5070,F
5782,4707,4013,M
5783,4707,5070,M
5784,4707,5347,M
5785,5492,5461,F
5786,5492,4534,M
5787,5492,5462,M
5788,5171,5535,F
5789,5171,5179,M
5790,5350,5535,F
5791,5350,5535,M
5792,5350,5493,M
5793,5426,5491,M
5794,5426,5491,M
5795,5425,5155,M
5796,5425,5491,F
5797,5425,5155,F
5798,5449,5388,M
5799,5449,5154,M
5800,5368,5489,F
5801,5368,5489,M
5802,5368,5178,F
5803,5382,5493,M
5804,5382,5493,F
5805,5071,5064,M
5806,5071,5064,F
5807,5071,5064,M
5808,5018,5174,F
5809,5018,5174,M
5810,5094,5494,F
5811,5094,5155,M
5812,5094,5155,M
5813,5094,5494,F
5814,4900,5494,F
5815,4900,5153,M
5816,4900,3784,F
5817,,,M
5818,,,M
5819,,,M
5820,,,F
5821,,,M
5822,,,M
5823,,,M
5824,,,M
5825,,,M
5826,,,M
5828,,,M
5829,,,M
5830,,,M
5831,,,M
5832,,,M
5833,,,M
5834,,,M
5835,,,M
5836,,,M
5837,,,M
5838,,,M
5839,,,M
5840,,,M
5841,,,M
5842,,,M
5843,,,M
5844,,,M
5845,5426,,F
5900,,5469,M
5901,5005,5501,F
5902,5005,5501,F
5903,5005,5142,F
5904,5005,5501,M
5905,5488,5496,F
5906,5488,5498,M
5907,4461,5837,F
5908,4461,5142,F
5909,5074,5501,F
5910,5074,5166,F
5911,5074,4713,M
5912,5074,5484,F
5913,5074,5234,M
5914,5508,5483,M
5915,5508,5828,M
5916,5508,5501,M
5917,5508,5506,F
5918,5508,5483,F
5919,5050,5205,F
5920,5050,5122,F
5921,5050,5829,F
5922,5050,5843,F
5923,5050,5122,M
5924,5265,5205,F
5925,5265,5205,F
5926,5265,5205,M
5927,5304,5298,M
5928,5304,5484,M
5929,5304,5166,M
5930,5226,5482,M
5931,5226,5482,F
5932,5226,5483,M
5933,5226,5483,F
5934,5330,5661,M
5935,5330,5828,M
5936,4161,5829,F
5937,4161,5498,M
5938,4161,5471,M
5939,5485,5836,M
5940,5485,5830,M
5941,5485,5167,M
5942,5497,5831,M
5943,5497,5831,M
5944,5497,5122,F
5945,5476,5142,F
5946,5476,5275,F
5947,5476,5142,M
5948,5476,5318,F
5949,5486,5830,F
5950,5486,5832,F
5951,5486,5832,F
5952,5337,5601,M
5953,5337,5601,M
5954,5337,4712,F
5955,5029,5833,M
5956,5029,5833,M
5957,5029,5833,F
5958,5232,5480,M
5959,5232,5166,F
5960,5232,5318,F
5961,5232,5256,M
5962,5232,5256,F
5963,5232,5256,M
5964,5232,5256,F
5965,5232,5256,F
5966,5324,5829,F
5967,5324,5501,M
5968,5324,5829,M
5969,5324,5829,F
5970,5324,5465,M
5971,5324,5465,F
5972,5324,5465,F
5973,5324,5465,M
5974,5324,5465,F
5975,5210,5834,M
5976,5210,5835,M
5977,5210,5831,F
5978,5211,5458,M
5979,5211,5458,M
5980,5211,5458,M
5981,5212,5838,F
5982,5212,5838,M
5983,5212,5470,F
5984,5631,5166,M
5985,5631,5166,M
5986,5631,5166,M
5987,5631,5166,M
5988,5670,5482,M
5989,5670,5484,M
5990,5670,5471,F
5991,5670,5482,F
5992,5307,5122,M
5993,5307,5472,F
5994,5307,5506,F
5995,5307,5472,M
5996,5656,5470,M
5997,5656,5470,M
5998,5656,4713,F
5999,5699,5838,M
6000,5699,5256,M
6001,5699,5256,F
6002,5699,5838,M
6003,5700,5245,M
6004,4123,5174,M
6005,4123,5174,M
6006,4123,5174,M
6007,4123,4776,M
6008,4123,5174,M
6009,4123,5839,M
6010,4123,5174,F
6011,4868,5840,F
6012,4868,5177,F
6013,4868,5177,F
6014,4722,5153,M
6015,4722,5155,M
6016,4722,5153,M
6017,5056,5515,M
6018,5056,5515,F
6019,5056,5515,F
6020,5056,5515,F
6021,5492,5600,F
6022,5492,5600,F
6023,5492,5600,F
6024,5171,5602,F
6025,5171,5515,M
6026,5171,5602,M
6027,5171,5070,M
6028,5375,5515,F
6029,5375,5421,M
6030,5375,5515,M
6031,5426,5177,M
6032,5426,5603,F
6033,5426,5518,M
6034,5426,5518,F
6035,5449,5518,M
6036,5449,5842,F
6037,5449,5789,F
6038,5449,5789,F
6039,5368,5514,M
6040,5368,5489,F
6041,5382,5153,M
6042,5382,5169,F
6043,5382,5514,M
6044,5380,5515,F
6045,5380,5515,F
6046,5380,5515,M
6047,5432,5155,F
6048,5604,5064,M
6049,5604,5070,M
6050,5604,5169,M
6051,5071,5841,F
6052,5071,4413,M
6053,5018,5070,F
6054,5018,5070,F
6055,5018,5070,F
6056,5018,4776,M
6057,5414,5844,M
6058,5414,5841,M
6059,5414,5841,F
6060,5414,4013,M
6061,5367,4413,F
6062,5367,4413,M
6063,5367,4413,F
6064,5367,4413,F
6065,5367,4413,F
6066,5367,4413,F
6067,5460,5515,M
6068,5460,5439,F
6069,5460,4013,M
6070,5460,5515,M
6071,5797,5494,M
6072,5797,4413,M
6073,5765,5514,F
6074,5765,5421,F
6075,5757,5347,F
6076,5757,5347,M
6077,5757,5347,M
6078,5757,4413,F
6079,4041,4413,F
6080,4041,4413,M
6081,4041,4413,M
6082,5806,5518,M
6083,5806,5518,M
6084,5806,5421,M
6085,5806,5518,M
6086,5806,5514,M
6087,5806,5461,M
6088,5806,5514,M
6089,5440,5841,F
6090,,,F
6092,,4534,M
6101,,,M
6103,,,F
6104,,,F
6105,,,M
6106,,,M
6107,,,M
6108,,,M
6109,,,M
6110,,,M
6111,,,M
6112,,,M
6113,,,M
6114,,,M
6115,,,M
6117,,,F
6118,,,F
6119,,,F
6120,,,F
6121,,,F
6122,,,F
6123,,,F
6124,,,F
6126,,,F
6127,,,F
6128,,,F
6129,,,F
6130,,,M
6131,,,M
6132,,,M
6133,,,M
6134,,,M
6135,,,M
6136,,,M
6137,,,M
6138,,,M
6139,,,M
6140,,,M
6141,,,M
6142,,,M
6143,,,M
6144,,,M
6145,,,M
6146,,,M
6147,,,M
6148,,,M
6149,,,M
6150,,,M
6151,,,M
