id,dam,sire,Sex
2420,,,F
2421,,,M
2422,,,M
2423,,,M
2424,,,M
2425,,,F
2426,,,F
2427,,,M
2428,,,M
2429,,,F
2430,,,F
2431,,,F
2432,,,F
2433,,,F
2434,,,F
2435,,,F
2436,,,F
2437,,,F
2438,,,F
2439,,,F
2440,,,F
2441,,,F
2442,,,F
2443,,,F
2444,773,,M
2445,773,,F
2446,773,,M
2447,771,,M
2448,771,,F
2449,771,,M
2450,625,,M
2451,625,,F
2452,1203,,F
2453,1203,,F
2454,708,,F
2455,1314,,M
2456,1314,,M
2457,1314,,M
2458,919,,F
2459,919,,M
2460,1345,,F
2461,1345,,F
2462,1345,,M
2463,1323,,F
2464,1323,,M
2465,1323,,M
2466,1323,,F
2467,1324,,F
2468,1324,,M
2469,1324,,F
2470,1350,,M
2471,1350,,M
2472,1350,,M
2473,1335,,M
2474,1335,,M
2475,1335,,F
2476,1379,,M
2477,1379,,M
2478,90,,F
2479,788,,F
2480,788,,F
2481,737,,M
2482,1410,,F
2483,1410,,M
2484,1410,,F
2485,1265,,M
2486,1265,,F
2487,1337,,M
2488,1243,,F
2489,1243,,F
2490,1243,,M
2491,1243,,M
2492,1244,,M
2493,1276,,M
2494,1276,,F
2495,1276,,M
2496,1276,,F
2497,1276,,M
2498,1276,,M
2499,1276,,M
2500,1276,,F
2501,1404,,F
2502,1404,,F
2503,1404,,F
2504,1402,,F
2505,1402,,M
2506,1402,,F
2507,1613,,F
2508,1613,,F
2509,1613,,F
2510,1614,,M
2511,1614,,F
2512,933,,F
2513,933,,M
2514,933,,F
2515,1239,,F
2516,1239,,F
2517,1239,,M
2518,935,,F
2519,935,,F
2520,935,,M
2521,1669,,M
2522,1669,,F
2523,1669,,M
2524,1979,,M
2525,1979,,M
2526,1926,,F
2527,1926,,M
2528,1926,,M
2529,1983,,F
2530,1983,,M
2531,1982,,F
2532,1982,,M
2533,1988,,F
2534,1988,,M
2535,1988,,F
2536,1380,,M
2537,1643,,M
2538,1643,,M
2539,1643,,F
2540,1643,,F
2541,1513,,M
2542,1513,,F
2543,1513,,F
2544,1569,,F
2545,1569,,F
2546,1569,,M
2547,1247,,F
2548,1247,,F
2549,1352,,F
2550,1352,,F
2551,1352,,F
2552,1235,,M
2553,1235,,F
2554,1235,,M
2555,1235,,M
2556,1336,,F
2557,1336,,F
2558,1336,,F
2559,1327,,F
2560,1327,,F
2561,1327,,F
2562,1327,,M
2563,1876,,M
2564,1876,,M
2565,1876,,F
2566,1887,,M
2567,1887,,M
2568,1887,,M
2569,1883,,M
2570,1883,,M
2571,1883,,M
2572,1904,,M
2573,1904,,M
2574,1904,,M
2575,1885,,F
2576,1885,,M
2577,1884,,F
2578,2001,,F
2579,2001,,M
2580,2001,,M
2581,1847,,F
2582,1847,,F
2583,1809,,F
2584,1809,,M
2585,1518,,M
2586,1518,,M
2587,1518,,M
2588,1518,,M
2589,1815,,M
2590,1816,,F
2591,1816,,F
2592,1816,,F
2593,1818,,M
2594,2017,,F
2595,2017,,M
2596,1520,,M
2597,1520,,F
2598,1520,,M
2599,1521,,M
2600,1960,,F
2601,1947,,M
2602,1947,,F
2603,1922,,M
2604,1922,,F
2605,1922,,M
2606,1923,,F
2607,1923,,M
2608,1923,,F
2609,1959,,M
2610,1959,,F
2611,1959,,F
2612,1822,,F
2613,1822,,F
2614,1822,,M
2615,2267,,M
2616,1355,,M
2617,1965,,F
2618,1965,,F
2619,1965,,F
2620,1958,,M
2621,1958,,M
2622,1958,,M
2623,1958,,M
2624,2014,,M
2625,2014,,F
2626,2014,,M
2627,1047,,F
2628,2034,,M
2629,2034,,F
2700,,,M
2701,,,M
2702,,,F
2703,,,F
2704,,,M
2705,,,F
2706,,,F
2707,,,M
2708,,,F
2709,,,F
2710,,,F
2711,,,M
2712,,,F
2713,,,F
2714,,,M
2715,,,NA
2716,,,M
2717,,,M
2719,,,M
2720,,,M
2721,,,F
2722,,,M
2723,,,F
2724,,,F
2725,,,F
2726,,,M
2727,,,F
2728,,,M
2729,,,F
2730,,,M
2731,,,M
2732,,,M
2733,,,F
2734,,,M
2735,,,F
2736,,,F
2737,,,F
2738,,,M
2739,,,F
2740,,,M
2741,,,M
2742,,,M
2743,,,M
2744,,,F
2745,,,M
2746,,,F
2747,,,F
2748,,,F
2749,,,F
2751,,,M
2752,,,M
2754,,,F
2755,,,F
2756,,,M
2757,,,F
2758,,,F
2759,,,M
2760,,,M
2761,,,F
2762,,,M
2763,,,F
2764,,,F
2765,,,F
2766,,,M
2767,,,M
2768,,,M
2769,,,M
2770,,,M
2771,,,M
2772,,,M
2773,,,F
2774,,,F
2775,,,F
2776,,,M
2778,,,M
2779,,,F
2780,,,M
2781,1876,,F
2782,773,,M
2783,773,,F
2784,773,,F
2785,773,,M
2786,773,,F
2787,771,,M
2788,771,,M
2789,771,,F
2790,708,,F
2791,1314,,F
2792,1314,,M
2793,1314,,M
2794,1314,,F
2795,1314,,F
2796,1314,,M
2797,1345,,F
2798,1345,,F
2799,1324,,F
2800,1324,,M
2801,1324,,F
2802,1324,,M
2803,1324,,M
2804,1324,,M
2805,1324,,M
2806,1350,,F
2807,1350,,F
2808,1350,,F
2809,1350,,F
2810,1350,,F
2811,1350,,F
2812,1350,,M
2813,1379,,F
2814,1379,,M
2815,737,,M
2816,1265,,F
2817,1265,,F
2818,1265,,M
2819,1265,,M
2820,1265,,F
2821,1265,,M
2822,1265,,M
2823,1265,,M
2824,1265,,M
2825,1337,,M
2826,1337,,F
2827,1297,,M
2828,1243,,F
2829,1243,,F
2830,1243,,M
2831,1243,,F
2832,1243,,F
2833,1243,,M
2834,1243,,M
2835,1243,,F
2836,1243,,M
2837,1276,,M
2838,1276,,M
2839,1276,,F
2840,1276,,M
2841,1276,,F
2842,1276,,M
2843,1276,,M
2844,1276,,F
2845,1404,,F
2846,1404,,F
2847,1404,,F
2848,1613,,M
2849,1613,,F
2850,1613,,M
2851,1614,,M
2852,1614,,M
2853,1614,,F
2854,1614,,M
2855,933,,F
2856,933,,F
2857,933,,F
2858,933,,M
2859,1239,,M
2860,1239,,F
2861,1239,,M
2862,1239,,M
2863,1239,,F
2864,1239,,M
2865,1239,,M
2866,1239,,M
2867,1669,,F
2868,1669,,F
2869,1669,,F
2870,1669,,F
2871,1669,,F
2872,1669,,F
2873,1669,,M
2874,1669,,F
2875,1926,,F
2876,1926,,M
2877,1926,,M
2878,1926,,F
2879,1964,,F
2880,1983,,M
2881,1983,,F
2882,1988,,M
2883,1988,,M
2884,1988,,M
2885,1223,,M
2886,1223,,M
2887,1223,,M
2888,1380,,F
2889,1380,,M
2890,1643,,M
2891,1643,,F
2892,1643,,F
2893,1643,,F
2894,1513,,F
2895,1513,,F
2896,1513,,F
2897,1569,,M
2898,1569,,M
2899,1247,,F
2900,1247,,M
2901,1247,,F
2902,1247,,M
2903,1235,,F
2904,1235,,F
2905,1235,,M
2906,1235,,F
2907,1235,,F
2908,1235,,F
2909,1235,,F
2910,1336,,M
2911,1336,,M
2912,1336,,F
2913,1336,,M
2914,1336,,M
2915,1327,,M
2916,1327,,M
2917,1327,,F
2918,1327,,F
2919,1327,,M
2920,1327,,M
2921,1327,,F
2922,1327,,F
2923,1327,,M
2924,2016,,F
2925,2016,,F
2926,1876,,M
2927,1876,,F
2928,1876,,F
2929,1876,,F
2930,1876,,F
2931,1876,,M
2932,1876,,M
2933,1887,,F
2934,1887,,F
2935,1887,,M
2936,1887,,F
2937,1887,,F
2938,1887,,F
2939,1881,,F
2940,1881,,F
2941,1881,,M
2942,1883,,M
2943,1883,,F
2944,1883,,M
2945,1883,,M
2946,1883,,F
2947,1883,,F
2948,1909,,M
2949,1909,,M
2950,1909,,M
2951,1909,,M
2952,1904,,F
2953,1904,,M
2954,1904,,M
2955,1904,,F
2956,1904,,M
2957,1904,,F
2958,1904,,F
2959,1904,,F
2960,1904,,F
2961,1905,,F
2962,1905,,F
2963,1905,,M
2964,1905,,F
2965,1885,,F
2966,1885,,F
2967,1885,,F
2968,1884,,M
2969,1884,,F
2970,1884,,F
2971,1894,,M
2972,1894,,M
2973,1894,,M
2974,1894,,M
2975,1894,,F
2976,2001,,F
2977,2001,,M
2978,1915,,F
2979,1915,,F
2980,1915,,M
2981,1847,,F
2982,1847,,F
2983,1847,,M
2984,1809,,M
2985,1809,,F
2986,1809,,M
2987,1809,,M
2988,1809,,F
2989,1518,,M
2990,1518,,F
2991,1518,,M
2992,1518,,F
2993,1815,,M
2994,1815,,M
2995,1815,,F
2996,1816,,F
2997,1816,,M
2998,2207,,F
2999,2207,,M
3000,2207,,F
3001,2207,,M
3002,2017,,F
3003,2017,,F
3004,2017,,F
3005,2017,,M
3006,2416,,M
3007,2416,,M
3008,1520,,F
3009,1520,,F
3010,1520,,F
3011,1520,,F
3012,1521,,M
3013,1960,,F
3014,1960,,F
3015,1947,,M
3016,1947,,M
3017,1947,,F
3018,1922,,F
3019,1922,,F
3020,1923,,M
3021,1923,,M
3022,1923,,M
3023,1923,,M
3024,1959,,M
3025,1959,,M
3026,1959,,F
3027,1978,,M
3028,1978,,F
3029,2482,,M
3030,1822,,F
3031,1822,,F
3032,1822,,M
3033,1973,,M
3034,1973,,F
3035,1973,,F
3036,1973,,F
3037,2558,,F
3038,2558,,F
3039,2187,,M
3040,2187,,M
3041,2187,,M
3042,2187,,F
3043,2275,,M
3044,2275,,F
3045,2275,,M
3046,2275,,F
3047,2278,,F
3048,2278,,F
3049,2278,,M
3050,2267,,M
3051,2267,,F
3052,2201,,M
3053,2201,,F
3054,2201,,F
3055,2606,,F
3056,2606,,M
3057,2606,,M
3058,2606,,M
3059,2583,,M
3060,2583,,M
3061,2583,,F
3062,2583,,F
3063,2583,,M
3064,1355,,M
3065,1355,,F
3066,1355,,F
3067,1355,,M
3068,2544,,F
3069,2575,,M
3070,2612,,M
3071,2612,,M
3072,2612,,M
3073,2612,,M
3074,2613,,F
3075,2613,,F
3076,2613,,M
3077,2613,,M
3078,2613,,F
3079,2526,,M
3080,2526,,F
3081,2526,,M
3082,2526,,F
3083,2512,,F
3084,2512,,F
3085,2512,,F
3086,2512,,M
3087,2419,,M
3088,2419,,M
3089,2419,,F
3090,2581,,M
3091,1836,,F
3092,1836,,M
3093,1836,,M
3094,1836,,M
3095,2482,,F
3096,2482,,F
3097,2506,,M
3098,2506,,M
3099,2506,,M
3100,2469,,M
3101,2469,,F
3102,2469,,F
3103,2507,,M
3104,2507,,M
3105,2507,,F
3106,2494,,M
3107,2494,,F
3108,2494,,M
3109,2115,,M
3110,2115,,F
3111,2115,,M
3112,2116,,M
3113,2500,,F
3114,2500,,M
3115,2500,,M
3116,2539,,M
3117,2539,,F
3118,2539,,F
3119,2539,,F
3120,2540,,M
3121,2540,,F
3122,1965,,M
3123,1965,,F
3124,1965,,M
3125,1965,,M
3126,2604,,F
3127,2604,,M
3128,2604,,F
3129,1992,,M
3130,1992,,M
3131,1992,,F
3132,1992,,F
3133,1992,,M
3134,1992,,M
3135,1992,,F
3136,2014,,F
3137,2014,,M
3138,2014,,F
3139,1047,,M
3140,1047,,F
3141,1047,,M
3142,1047,,M
3143,1047,,F
3144,1047,,F
3145,2627,,F
3146,2627,,F
3147,2489,,F
3148,2489,,M
3149,2489,,M
3150,2489,,F
3151,2625,,F
3152,2625,,M
3153,2625,,F
3154,2037,,M
3155,2037,,M
3156,2037,,M
3157,2037,,M
3158,2037,,F
3200,,,M
3201,,,M
3202,,,F
3203,,,F
3204,,,F
3205,,,F
3206,,,M
3207,,,M
3208,,,M
3209,,,M
3210,,,F
3211,,,F
3212,,,F
3213,,,F
3214,,,M
3215,,,M
3216,,,F
3217,,,M
3218,,,M
3219,,,M
3220,,,F
3221,,,M
3222,,,M
3223,,,M
3224,,,M
3225,,,F
3226,,,F
3227,,,F
3228,,,F
3229,919,,F
3230,1345,,F
3231,1345,,M
3232,1345,,F
3233,1324,,M
3234,1324,,F
3235,1324,,F
3236,1324,,M
3237,1335,,M
3238,1335,,M
3239,1335,,F
3240,1379,,M
3241,1379,,F
3242,2401,,M
3243,2401,,F
3244,2401,,M
3245,2798,,F
3246,2798,,F
3247,2706,,M
3248,2706,,M
3249,2706,,M
3250,2708,,F
3251,2708,,F
3252,2708,,M
3253,2708,,M
3254,2708,,M
3255,2709,,M
3256,2709,,M
3257,2709,,M
3258,2712,,F
3259,2712,,M
3260,2712,,M
3261,1265,,F
3262,1265,,F
3263,1265,,F
3264,1337,,F
3265,1337,,M
3266,1297,,M
3267,1243,,M
3268,1243,,M
3269,1243,,M
3270,1243,,F
3271,1243,,M
3272,1243,,F
3273,1244,,F
3274,1244,,M
3275,1613,,F
3276,1613,,M
3277,1613,,F
3278,1613,,M
3279,933,,M
3280,933,,F
3281,933,,M
3282,1669,,F
3283,1669,,M
3284,1946,,F
3285,1946,,M
3286,1946,,F
3287,1926,,F
3288,1926,,M
3289,1926,,F
3290,1964,,M
3291,1964,,M
3292,1964,,M
3293,1964,,F
3294,1964,,M
3295,1983,,F
3296,1983,,M
3297,1983,,M
3298,1983,,M
3299,1983,,M
3300,1327,,F
3301,1327,,M
3302,1327,,F
3303,1327,,M
3304,2016,,M
3305,2016,,M
3306,2016,,F
3307,1876,,F
3308,1876,,M
3309,1887,,F
3310,1887,,M
3311,1887,,M
3312,1887,,F
3313,1881,,F
3314,1881,,F
3315,1881,,F
3316,1881,,M
3317,1881,,M
3318,1883,,F
3319,1883,,F
3320,1883,,F
3321,1909,,F
3322,1909,,M
3323,1909,,M
3324,1904,,M
3325,1904,,M
3326,1905,,M
3327,1905,,F
3328,1884,,F
3329,1894,,M
3330,1894,,M
3331,1894,,F
3332,1894,,F
3333,2001,,M
3334,1915,,F
3335,1915,,M
3336,1915,,M
3337,1915,,F
3338,1847,,F
3339,1847,,F
3340,1847,,M
3341,1847,,M
3342,1809,,M
3343,1809,,M
3344,1809,,F
3345,2453,,F
3346,2453,,M
3347,2453,,F
3348,1815,,M
3349,1816,,F
3350,1816,,F
3351,1816,,M
3352,2154,,M
3353,2154,,M
3354,2154,,M
3355,2154,,F
3356,2207,,M
3357,2207,,M
3358,2207,,M
3359,2207,,M
3360,2988,,M
3361,2988,,F
3362,2017,,M
3363,2017,,F
3364,2017,,M
3365,2017,,F
3366,2017,,M
3367,2017,,M
3368,2017,,F
3369,2017,,M
3370,2996,,F
3371,2996,,F
3372,2939,,F
3373,2981,,F
3374,2981,,F
3375,2981,,F
3376,1521,,M
3377,2828,,F
3378,2828,,M
3379,2313,,M
3380,2313,,F
3381,2995,,M
3382,2995,,M
3383,1960,,F
3384,1960,,F
3385,1960,,M
3386,1960,,M
3387,1922,,F
3388,1922,,F
3389,1922,,M
3390,1922,,F
3391,1959,,F
3392,1959,,F
3393,1959,,M
3394,1978,,M
3395,1978,,F
3396,1978,,M
3397,2558,,F
3398,2558,,M
3399,2187,,M
3400,2187,,M
3401,2187,,F
3402,2187,,F
3403,2275,,M
3404,2275,,F
3405,2278,,M
3406,2278,,M
3407,2278,,F
3408,2278,,M
3409,2267,,M
3410,2267,,F
3411,2267,,F
3412,2201,,M
3413,2201,,M
3414,2201,,M
3415,2606,,F
3416,2606,,F
3417,2606,,F
3418,2553,,M
3419,2553,,F
3420,2553,,F
3421,2583,,F
3422,2583,,M
3423,2583,,M
3424,2583,,M
3425,1355,,M
3426,1355,,M
3427,1355,,F
3428,2458,,F
3429,2458,,M
3430,2511,,M
3431,2544,,F
3432,2544,,F
3433,2461,,M
3434,2461,,F
3435,2461,,M
3436,2461,,M
3437,2612,,M
3438,2612,,F
3439,2526,,F
3440,2526,,M
3441,2419,,F
3442,2419,,M
3443,2419,,F
3444,2419,,F
3445,2420,,M
3446,2420,,M
3447,2420,,F
3448,2582,,F
3449,2582,,M
3450,2582,,F
3451,2581,,M
3452,2581,,M
3453,2581,,F
3454,2581,,M
3455,2581,,F
3456,1836,,M
3457,1836,,F
3458,2795,,F
3459,2795,,M
3460,2955,,M
3461,2955,,M
3462,2955,,M
3463,2955,,M
3464,2955,,F
3465,2845,,M
3466,2845,,F
3467,2845,,F
3468,2482,,F
3469,2482,,F
3470,2482,,M
3471,2482,,F
3472,2506,,F
3473,2506,,M
3474,2506,,F
3475,2591,,F
3476,2591,,M
3477,2591,,F
3478,2494,,F
3479,2494,,F
3480,2494,,M
3481,2494,,M
3482,2494,,M
3483,2494,,M
3484,2494,,M
3485,2494,,F
3486,2529,,M
3487,2529,,F
3488,2529,,F
3489,2529,,F
3490,2529,,M
3491,2529,,F
3492,2878,,F
3493,2878,,M
3494,2878,,F
3495,2590,,M
3496,2590,,M
3497,2590,,M
3498,2114,,M
3499,2114,,M
3500,2114,,M
3501,2114,,F
3502,2116,,M
3503,2500,,F
3504,2906,,F
3505,2907,,F
3506,2907,,F
3507,3095,,M
3508,3095,,F
3509,3095,,M
3510,2429,,F
3511,2791,,F
3512,2791,,M
3513,2791,,M
3514,2940,,F
3515,2940,,M
3516,2940,,F
3517,2430,,M
3518,2430,,F
3519,2430,,M
3520,2430,,M
3521,2431,,F
3522,2431,,M
3523,2431,,F
3524,2432,,F
3525,2432,,F
3526,2433,,F
3527,2433,,M
3528,2433,,M
3529,2723,,M
3530,2723,,F
3531,2434,,M
3532,2435,,M
3533,2435,,M
3534,2435,,M
3535,2436,,M
3536,2436,,M
3537,2436,,F
3538,2117,,F
3539,2117,,M
3540,2437,,F
3541,2437,,M
3542,2437,,M
3543,3018,,F
3544,3018,,M
3545,3018,,M
3546,2475,,M
3547,2475,,M
3548,2475,,M
3549,2439,,M
3550,2439,,M
3551,2439,,M
3552,2441,,F
3553,2441,,F
3554,2441,,M
3555,2442,,M
3556,1843,,F
3557,1843,,F
3558,1843,,F
3559,1843,,M
3560,1965,,F
3561,1965,,M
3562,1965,,F
3563,1965,,M
3564,2486,,F
3565,2486,,M
3566,2486,,M
3567,1958,,M
3568,1958,,F
3569,1958,,M
3570,1958,,F
3571,2604,,F
3572,2604,,M
3573,1992,,F
3574,1992,,M
3575,1992,,M
3576,2014,,M
3577,2014,,F
3578,2014,,M
3579,2014,,M
3580,2627,,F
3581,2627,,F
3582,2627,,M
3583,3135,,M
3584,3135,,F
3585,3135,,F
3586,2918,,M
3587,2918,,F
3588,2918,,M
3589,3014,,F
3590,3014,,M
3591,3014,,F
3592,3014,,F
3593,2870,,M
3594,2870,,F
3595,2870,,M
3596,2869,,M
3597,2869,,M
3598,2869,,M
3599,2937,,M
3600,2937,,F
3601,2937,,F
3602,3002,,F
3603,3002,,M
3604,2976,,M
3605,2976,,F
3606,2976,,M
3607,2891,,M
3608,2891,,F
3609,2891,,M
3610,3113,,M
3611,3113,,M
3612,2892,,F
3613,2892,,M
3614,2892,,F
3615,2892,,F
3616,2893,,M
3617,2893,,M
3618,3084,,F
3619,3084,,F
3620,2978,,M
3621,2978,,F
3622,3089,,M
3623,3089,,M
3624,3089,,M
3625,3089,,F
3626,2489,,M
3627,2489,,M
3628,2489,,M
3629,3036,,M
3630,3036,,F
3631,3036,,M
3632,2998,,F
3633,2998,,M
3634,2998,,M
3635,2625,,F
3636,3061,,M
3637,3061,,M
3638,3061,,M
3639,3138,,F
3640,3138,,F
3641,3138,,M
3642,3065,,M
3643,3065,,M
3644,3065,,F
3645,3066,,M
3646,3066,,M
3647,3119,,M
3648,3119,,F
3649,3119,,F
3650,3117,,F
3651,3117,,F
3652,2034,,M
3653,2034,,M
3654,2034,,M
3655,2037,,M
3656,2037,,F
3657,2037,,M
3658,3150,,M
3659,3150,,M
3660,3150,,F
3700,,,F
3701,,,M
3702,,,M
3703,,,F
3704,,,M
3705,,,F
3706,,,M
3707,,,M
3708,,,M
3709,,,M
3710,,,F
3711,,,M
3712,,,M
3713,,,M
3714,,,M
3715,,,M
3717,,,M
3718,,,M
3719,,,M
3720,,,M
3721,,,M
3722,,,F
3723,,,F
3724,,,F
3725,,,F
3726,,,F
3727,,,F
3728,,,F
3729,,,F
3730,,,F
3731,2400,,F
3732,2400,,M
3733,2400,,M
3734,2400,,F
3735,2706,,F
3736,2706,,F
3737,2706,,F
3738,2709,,M
3739,2709,,M
3740,2709,,M
3741,1656,,F
3742,1926,,F
3743,1926,,F
3744,1983,,F
3745,1982,,F
3746,1380,,F
3747,1352,,F
3748,1336,,M
3749,1327,,M
3750,1327,,F
3751,1876,,F
3752,1876,,M
3753,1909,,F
3754,1909,,F
3755,1904,,M
3756,1904,,M
3757,1885,,M
3758,1885,,F
3759,2001,,F
3760,2001,,M
3761,1847,,F
3762,1847,,F
3763,1847,,M
3764,1518,,M
3765,1518,,M
3766,1518,,M
3767,2453,,M
3768,2453,,F
3769,1816,,F
3770,1816,,M
3771,2154,,M
3772,2154,,F
3773,2154,,F
3774,2966,,M
3776,2965,,M
3777,2965,,M
3778,2981,,F
3779,2981,,M
3780,2995,,F
3781,2995,,F
3782,2995,,F
3783,1960,,F
3784,1959,,M
3785,1959,,F
3786,1959,,F
3787,2558,,F
3788,2264,,M
3789,2264,,M
3790,2264,,F
3791,2264,,F
3792,2583,,M
3793,2511,,M
3794,2511,,M
3795,2511,,F
3796,2544,,F
3797,2575,,F
3798,2575,,M
3799,2526,,F
3800,2526,,M
3801,2419,,M
3802,2955,,F
3803,2955,,F
3804,2955,,M
3805,2591,,M
3806,2591,,F
3807,2591,,F
3808,2494,,M
3809,2494,,M
3810,2878,,F
3811,2590,,M
3812,2901,,F
3813,2906,,F
3814,2940,,M
3815,2940,,F
3816,2432,,F
3817,2432,,M
3818,2432,,M
3819,2433,,M
3820,2433,,F
3821,2434,,M
3822,2434,,M
3823,2434,,F
3824,2434,,M
3825,2434,,M
3826,2434,,M
3827,2434,,F
3828,2434,,M
3829,2739,,F
3830,2739,,F
3831,2739,,M
3832,2436,,F
3833,2436,,M
3834,2436,,M
3835,2436,,M
3836,2855,3200,M
3837,2855,3548,F
3838,2856,,F
3839,2118,,F
3840,2118,,M
3841,2443,,F
3842,2443,,F
3843,2443,,F
3844,3121,,M
3845,3121,,M
3846,3121,,M
3847,1843,,F
3848,1843,,M
3849,1843,,F
3850,1843,,F
3851,2775,,M
3852,2486,,M
3853,2486,,F
3854,2486,,F
3855,2604,,M
3856,2604,,F
3857,2604,,F
3858,2014,,M
3859,2014,,M
3860,2014,,M
3861,2917,,M
3862,2917,,F
3863,2917,,M
3864,2870,,F
3865,2870,,M
3866,2870,,M
3867,2869,,M
3868,2869,,F
3869,2937,,M
3870,2937,,F
3871,2937,,F
3872,3003,,M
3873,3003,,M
3874,3003,,M
3875,2976,,M
3876,2976,,F
3877,2990,,M
3878,2990,,M
3879,2990,,M
3880,2979,,M
3881,2979,,F
3882,2979,,F
3883,2978,,F
3884,2978,,M
3885,2978,,M
3886,2625,,M
3887,2625,,M
3888,2625,,F
3889,3138,,M
3890,3117,,F
3891,3117,,F
3892,2037,,M
4000,,,M
4001,,,F
4002,,,F
4003,,,F
4004,,,F
4005,,,M
4006,,,M
4007,,,M
4008,,,M
4009,,,F
4010,,,M
4011,,,M
4012,,,F
4013,,,M
4014,,,M
4015,,,M
4016,,,F
4017,,,F
4018,,,F
4019,,,M
4020,,,M
4021,,,F
4022,,,M
4023,,,M
4024,,,M
4025,,,M
4026,,,M
4027,,,M
4028,,,M
4029,,,M
4030,,,M
4032,,,F
4033,,,F
4034,,,F
4035,,,M
4036,,,M
4037,,,F
4038,,,M
4039,,,F
4040,,,F
4041,,,F
4042,,,F
4043,,,M
4044,,,M
4045,,,F
4046,,,F
4047,,,F
4048,,,F
4049,,,M
4050,,,F
4051,,,F
4052,,,F
4053,,,F
4054,2400,,M
4055,2400,,F
4056,2400,,F
4057,2400,,M
4058,87,,M
4059,2781,,M
4060,2781,,F
4061,2781,,M
4062,2798,,F
4063,2798,,F
4064,2798,,F
4065,2706,,M
4066,2706,,M
4067,2706,,M
4068,2706,,M
4069,2708,,F
4070,2708,,M
4071,2708,,M
4072,2708,,F
4073,2708,,M
4074,2708,,F
4075,2708,,F
4076,2708,,F
4077,2708,,F
4078,2709,,M
4079,2709,,F
4080,2709,,M
4081,2709,,M
4082,2713,,F
4083,2713,,M
4084,2713,,M
4085,1336,,M
4086,2001,,F
4087,2001,,F
4088,2001,,M
4089,2001,,F
4090,2001,,M
4091,2154,,F
4092,2154,,M
4093,2154,,M
4094,2154,,M
4095,2207,,M
4096,2207,,F
4097,2207,,F
4098,2207,,M
4099,2966,,M
4100,2966,,M
4101,2981,,F
4102,2981,,F
4103,2981,,M
4104,1960,,M
4105,1960,,M
4106,1960,,F
4107,1960,,F
4108,1960,,F
4109,1947,,M
4110,1959,,F
4111,1959,,M
4112,1959,,F
4113,2461,,M
4114,2461,,F
4115,2461,,M
4116,2461,,M
4117,2461,,F
4118,2575,,M
4119,2575,,M
4120,2575,,M
4121,2526,,F
4122,2526,,M
4123,2526,,F
4124,2419,,M
4125,2419,,M
4126,2419,,M
4127,2795,,M
4128,2795,,F
4129,2795,,F
4130,2955,,M
4131,2506,,F
4132,2506,,F
4133,2506,,M
4134,2506,,M
4135,2494,,M
4136,2494,,F
4137,2494,,M
4138,2494,,M
4139,2494,,M
4140,2878,,M
4141,2878,,M
4142,2878,,F
4143,2878,,M
4144,2590,,M
4145,2116,,M
4146,2116,,M
4147,3105,,F
4148,3105,,M
4149,3105,,M
4150,2899,,F
4151,2899,,M
4152,2901,,M
4153,2901,,M
4154,2901,,M
4155,2901,,M
4156,2901,,F
4157,2901,2802,F
4158,2906,,F
4159,2906,,F
4160,2906,,M
4161,2907,,F
4162,2907,,F
4163,2907,,M
4164,2907,,M
4165,2940,,M
4166,2940,,F
4167,2940,,F
4168,2432,,F
4169,2432,,M
4170,2432,,M
4171,2432,,F
4172,2432,,M
4173,2433,,F
4174,2433,,M
4175,2433,,M
4176,2727,,F
4177,2729,,F
4178,2729,,M
4179,2729,,M
4180,2434,,F
4181,2434,,M
4182,2434,,M
4183,2434,,F
4184,2434,,M
4185,2434,,M
4186,2436,,F
4187,2436,,M
4188,2436,,F
4189,2436,,M
4190,2855,,M
4191,2855,,M
4192,2855,,F
4193,2856,,F
4194,2856,,M
4195,2856,,M
4196,2856,,F
4197,2744,,M
4198,2744,,M
4199,2744,,M
4200,2438,,M
4201,2438,,M
4202,2438,,M
4203,2438,,F
4204,2749,,M
4205,2749,,F
4206,2440,,M
4207,2440,,F
4208,2440,,F
4209,2440,,M
4210,2754,,M
4211,2754,,F
4212,2763,,F
4213,2763,,F
4214,2763,,F
4215,3383,,F
4216,3383,,M
4217,3383,,M
4218,3383,,M
4219,1965,,M
4220,1965,,M
4221,1965,,M
4222,1965,,F
4223,2773,,F
4224,2773,,M
4225,2486,,F
4226,2486,,F
4227,2486,,M
4228,2486,,M
4229,2486,,M
4230,2486,,M
4231,2486,,F
4232,3703,,M
4233,3703,,M
4234,3823,,M
4235,3823,,M
4236,3823,,F
4237,3823,,M
4238,3225,,M
4239,3225,,F
4240,3225,,F
4241,3226,,M
4242,3226,,M
4243,3226,,M
4244,,,M
4245,2262,,F
4246,2262,,M
4247,2262,,M
4248,2779,,F
4249,2779,,M
4250,2779,,F
4251,2779,,M
4252,2604,,F
4253,2604,,F
4254,2604,,F
4255,3135,,M
4256,3135,,M
4257,3135,,M
4258,2917,,F
4259,2917,,M
4260,2917,,M
4261,2917,,M
4262,2917,,F
4263,2869,,F
4264,2869,,F
4265,2869,,M
4266,2869,,F
4267,2938,,M
4268,2938,,F
4269,2938,,M
4270,2938,,F
4271,2938,,M
4272,2934,,F
4273,2934,,F
4274,2934,,M
4275,3002,,M
4276,3002,,F
4277,3002,,F
4278,3002,,M
4279,3003,,F
4280,3003,,M
4281,3003,,F
4282,3003,,M
4283,2990,,F
4284,2990,,F
4285,2990,,F
4286,2990,,F
4287,3046,,F
4288,3046,,F
