animal,dam,sire,Sex,BYEAR,DYEAR,Death.Type,LRS
4743,2727,,F,2003,2005,natural,3
4784,4082,4005,F,2003,2005,natural,2
4839,3727,4043,F,2003,2004,natural,0
4853,2763,2999,F,2003,2004,natural,0
4895,4549,2588,F,2003,2004,natural,0
4840,3727,,F,2003,2004,natural,0
4888,4277,4504,F,2003,2003,natural,0
4734,2795,4417,F,2003,2003,natural,0
4867,2763,4274,F,2003,2003,natural,0
4863,2966,4163,F,2003,2003,natural,0
4801,4543,4163,F,2003,2003,natural,0
4802,4543,4163,F,2003,2003,natural,0
4814,3723,4043,F,2003,2003,natural,0
4851,4053,4029,F,2003,2003,natural,0
4756,2438,4020,F,2003,2003,natural,0
4757,2438,4020,F,2003,2003,natural,0
4758,2438,4020,F,2003,2003,natural,0
4837,4041,4013,F,2003,2003,natural,0
4720,2400,4010,F,2003,2003,natural,0
4721,2400,4010,F,2003,2003,natural,0
4742,2432,4010,F,2003,2003,natural,0
4733,2544,4005,F,2003,2003,natural,0
4860,2625,4005,F,2003,2003,natural,0
4785,4082,4005,F,2003,2003,natural,0
4896,4549,3865,F,2003,2003,natural,0
4736,2795,3718,F,2003,2003,natural,0
4735,2795,3718,F,2003,2003,natural,0
4862,2625,3712,F,2003,2003,natural,0
4723,2400,3701,F,2003,2003,natural,0
4778,2486,3480,F,2003,2003,natural,3
4783,4123,3480,F,2003,2003,natural,0
4809,4523,3480,F,2003,2003,natural,0
4748,2436,3200,F,2003,2003,natural,0
4765,3216,3200,F,2003,2003,natural,0
4753,2855,3088,F,2003,2003,natural,0
4811,4523,3087,F,2003,2003,natural,0
4882,4312,3045,F,2003,2003,natural,0
4787,4183,3041,F,2003,2003,natural,0
4746,2729,3029,F,2003,2003,natural,0
4875,3577,2999,F,2003,2003,natural,0
4726,2966,2997,F,2003,2003,natural,0
4796,4002,2997,F,2003,2003,natural,0
4731,2981,2915,F,2003,2003,natural,0
4857,2713,2833,F,2003,2003,natural,0
4793,2901,2833,F,2003,2003,natural,0
4737,2901,2833,F,2003,2003,natural,0
4738,2901,2833,F,2003,2003,natural,0
4797,4159,2833,F,2003,2003,natural,0
4838,4041,2704,F,2003,2003,natural,0
4856,3135,2588,F,2003,2003,natural,0
4861,2625,2349,F,2003,2003,natural,0
4718,2400,,F,2003,2003,natural,0
4779,2486,,F,2003,2003,natural,0
4800,2729,,F,2003,2003,natural,0
4770,2774,,F,2003,2003,natural,0
4771,2774,,F,2003,2003,natural,0
4752,2855,,F,2003,2003,natural,0
4754,2856,,F,2003,2003,natural,0
4755,2856,,F,2003,2003,natural,0
4812,3722,,F,2003,2003,natural,0
4816,3723,,F,2003,2003,natural,0
4818,3724,,F,2003,2003,natural,0
4821,3724,,F,2003,2003,natural,0
4820,3724,,F,2003,2003,natural,0
4830,3726,,F,2003,2003,natural,0
4844,3730,,F,2003,2003,natural,0
4845,3730,,F,2003,2003,natural,0
4773,3802,,F,2003,2003,natural,0
4774,3802,,F,2003,2003,natural,0
4870,3864,,F,2003,2003,natural,0
4799,4002,,F,2003,2003,natural,0
4806,4018,,F,2003,2003,natural,0
4824,4037,,F,2003,2003,natural,0
4825,4037,,F,2003,2003,natural,0
4822,4037,,F,2003,2003,natural,0
4832,4039,,F,2003,2003,natural,0
4833,4039,,F,2003,2003,natural,0
4852,4053,,F,2003,2003,natural,0
4798,4159,,F,2003,2003,natural,0
4790,4161,,F,2003,2003,natural,0
4786,4183,,F,2003,2003,natural,0
4788,4183,,F,2003,2003,natural,0
4885,4263,,F,2003,2003,natural,0
4886,4263,,F,2003,2003,natural,0
4887,4263,,F,2003,2003,natural,0
4891,4277,,F,2003,2003,natural,0
4744,2727,,F,2003,2004,natural,0
4729,2981,2915,F,2003,2005,natural,0
5050,4477,4402,F,2004,2008,natural,21
5074,4053,4029,F,2004,2007,natural,16
5005,2901,4005,F,2004,2008,natural,20
5029,4159,2802,F,2004,2007,natural,12
5103,4805,4406,F,2004,2007,natural,9
5071,4050,4776,F,2004,2008,natural,11
5138,4161,4476,F,2004,2005,natural,4
5075,4053,4029,F,2004,2005,natural,4
5018,4123,3088,F,2004,2007,natural,8
5056,4523,4412,F,2004,2008,natural,10
5094,2727,,F,2004,2007,natural,7
5004,2966,,F,2004,2005,natural,3
5072,4051,3200,F,2004,2006,natural,4
5008,2727,,F,2004,2006,natural,3
5026,4161,4476,F,2004,2005,natural,0
5109,4329,4850,F,2004,2004,natural,0
5108,4329,4850,F,2004,2004,natural,0
5088,2868,4534,F,2004,2004,natural,0
5061,4040,4419,F,2004,2004,natural,0
5063,4040,4419,F,2004,2004,natural,0
5126,4552,4412,F,2004,2004,natural,0
5044,4794,4406,F,2004,2004,natural,0
5045,4794,4406,F,2004,2004,natural,0
5101,4805,4406,F,2004,2004,natural,0
5010,2749,4190,F,2004,2004,natural,0
5114,4843,4036,F,2004,2004,natural,0
5036,4444,4025,F,2004,2004,natural,0
5078,2761,4006,F,2004,2004,natural,0
5042,4479,4005,F,2004,2004,natural,0
5041,4479,4005,F,2004,2004,natural,0
5043,4794,4000,F,2004,2004,natural,0
5023,4082,3718,F,2004,2004,natural,0
5031,4511,3718,F,2004,2004,natural,0
5077,2761,3548,F,2004,2004,natural,0
5013,3216,3548,F,2004,2004,natural,0
5104,4310,3100,F,2004,2004,natural,0
5020,4123,3088,F,2004,2004,natural,0
5021,4123,3088,F,2004,2004,natural,0
5014,2773,3087,F,2004,2004,natural,0
5035,4444,3045,F,2004,2004,natural,0
5087,4849,3029,F,2004,2004,natural,0
5024,4082,2802,F,2004,2004,natural,0
5030,4159,2802,F,2004,2004,natural,0
5001,2432,,F,2004,2004,natural,0
5091,2868,,F,2004,2004,natural,0
5058,3726,,F,2004,2004,natural,0
5069,4414,,F,2004,2004,natural,0
5137,4461,,F,2004,2004,natural,0
5124,4549,,F,2004,2004,natural,0
5015,4700,,F,2004,2004,natural,0
5118,4841,,F,2004,2004,natural,0
5116,4841,,F,2004,2004,natural,0
5113,4843,,F,2004,2004,natural,0
5098,4849,,F,2004,2004,natural,0
5133,4894,,F,2004,2004,natural,0
5134,4894,,F,2004,2005,natural,0
5065,4041,2704,F,2004,2006,natural,0
5066,4041,2704,F,2004,2006,natural,0
5117,4841,4835,F,2004,2009,natural,0
5367,4848,4776,F,2005,2010,natural,27
5324,5005,5093,F,2005,2007,natural,12
5232,4329,,F,2005,2009,natural,20
5307,5103,4000,F,2005,2007,natural,9
5210,4805,,F,2005,2010,natural,22
5226,4161,4713,F,2005,2009,natural,13
5247,4159,4712,F,2005,2009,natural,12
5265,4479,4880,F,2005,2007,natural,7
5426,4051,,F,2005,2007,natural,7
5337,5151,4712,F,2005,2008,natural,9
5212,4805,,F,2005,2009,natural,10
5236,4277,5141,F,2005,2008,natural,8
5449,5094,5153,F,2005,2009,natural,9
5304,5075,,F,2005,2009,natural,9
5380,4747,,F,2005,2008,natural,7
5350,4496,4013,F,2005,2006,natural,3
5425,4051,,F,2005,2006,natural,3
5414,4041,4534,F,2005,2010,natural,9
5368,4848,4776,F,2005,2009,natural,7
5382,4747,,F,2005,2009,natural,7
5235,4277,4404,F,2005,2007,natural,4
5200,5103,,F,2005,2007,natural,4
5460,4868,5177,F,2005,2007,natural,4
5330,4157,4404,F,2005,2008,natural,5
5375,4123,4013,F,2005,2007,natural,3
5211,4805,,F,2005,2007,natural,3
5440,5071,3865,F,2005,2008,natural,3
5432,4722,5180,F,2005,2008,natural,1
6380,6379,,F,2005,2008,natural,1
5241,4403,5142,F,2005,2009,natural,1
5294,4474,5145,F,2005,2006,natural,0
5410,4040,,F,2005,2006,natural,0
5430,4722,5153,F,2005,2007,natural,0
5206,5004,4190,F,2005,2007,natural,0
5463,4868,5170,F,2005,2005,natural,0
5277,4794,5167,F,2005,2005,natural,0
5436,4707,5156,F,2005,2005,natural,0
5384,4893,5155,F,2005,2005,natural,0
5383,4893,5154,F,2005,2005,natural,0
5434,2761,5153,F,2005,2005,natural,0
5387,4778,5153,F,2005,2005,natural,0
5390,4900,5153,F,2005,2005,natural,0
5391,4900,5153,F,2005,2005,natural,0
5354,2855,5152,F,2005,2005,natural,0
5270,4794,5147,F,2005,2005,natural,0
5291,4474,5145,F,2005,2005,natural,0
5296,4474,5145,F,2005,2005,natural,0
5292,4474,5145,F,2005,2005,natural,0
5285,4725,5144,F,2005,2005,natural,0
5319,5005,5144,F,2005,2005,natural,0
5323,5005,5144,F,2005,2005,natural,0
5284,4725,5143,F,2005,2005,natural,0
5233,4329,5140,F,2005,2005,natural,0
5415,4552,5121,F,2005,2005,natural,0
5433,5056,5121,F,2005,2005,natural,0
5340,5029,5092,F,2005,2005,natural,0
5282,4725,5084,F,2005,2005,natural,0
5405,4523,4776,F,2005,2005,natural,0
5403,4523,4776,F,2005,2005,natural,0
5404,4523,4776,F,2005,2005,natural,0
5356,3216,4717,F,2005,2005,natural,0
5314,4709,4717,F,2005,2005,natural,0
5257,4461,4714,F,2005,2005,natural,0
5332,5138,4714,F,2005,2005,natural,0
5333,5138,4714,F,2005,2005,natural,0
5334,5138,4714,F,2005,2005,natural,0
5228,4329,4713,F,2005,2005,natural,0
5252,4461,4713,F,2005,2005,natural,0
5339,5029,4713,F,2005,2005,natural,0
5341,5029,4713,F,2005,2005,natural,0
5305,5075,4713,F,2005,2005,natural,0
5218,4082,4712,F,2005,2005,natural,0
5246,4159,4712,F,2005,2005,natural,0
5364,3864,4580,F,2005,2005,natural,0
5365,3864,4580,F,2005,2005,natural,0
5373,4849,4580,F,2005,2005,natural,0
5357,3216,4534,F,2005,2005,natural,0
5280,4725,4417,F,2005,2005,natural,0
5345,4496,4413,F,2005,2005,natural,0
5445,5008,4409,F,2005,2005,natural,0
5331,4157,4404,F,2005,2005,natural,0
5395,4571,4190,F,2005,2005,natural,0
5242,4159,4025,F,2005,2005,natural,0
5343,4496,4013,F,2005,2005,natural,0
5208,4805,4000,F,2005,2005,natural,0
5301,5074,4000,F,2005,2005,natural,0
5201,5103,4000,F,2005,2005,natural,0
5420,4868,3865,F,2005,2005,natural,0
5386,4778,3784,F,2005,2005,natural,0
5451,2727,,F,2005,2005,natural,0
5361,2774,,F,2005,2005,natural,0
5362,2774,,F,2005,2005,natural,0
5355,2855,,F,2005,2005,natural,0
5374,4123,,F,2005,2005,natural,0
5222,4161,,F,2005,2005,natural,0
5223,4161,,F,2005,2005,natural,0
5224,4161,,F,2005,2005,natural,0
5215,4310,,F,2005,2005,natural,0
5216,4310,,F,2005,2005,natural,0
5238,4403,,F,2005,2005,natural,0
5253,4461,,F,2005,2005,natural,0
5344,4496,,F,2005,2005,natural,0
5406,4549,,F,2005,2005,natural,0
5417,4552,,F,2005,2005,natural,0
5399,4571,,F,2005,2005,natural,0
5290,4706,,F,2005,2005,natural,0
5289,4706,,F,2005,2005,natural,0
5438,4707,,F,2005,2005,natural,0
5429,4722,,F,2005,2005,natural,0
5278,4794,,F,2005,2005,natural,0
5213,4805,,F,2005,2005,natural,0
5370,4849,,F,2005,2005,natural,0
5372,4849,,F,2005,2005,natural,0
5393,4900,,F,2005,2005,natural,0
5394,4900,,F,2005,2005,natural,0
5327,5005,,F,2005,2005,natural,0
5444,5008,,F,2005,2005,natural,0
5442,5018,,F,2005,2005,natural,0
5300,5074,,F,2005,2005,natural,0
5513,5074,,F,2005,2005,natural,0
5202,5103,,F,2005,2005,natural,0
5309,5103,,F,2005,2005,natural,0
5464,4868,5170,F,2005,2006,natural,0
5431,4722,5153,F,2005,2006,natural,0
5408,4549,4580,F,2005,2006,natural,0
5453,4743,4409,F,2005,2006,natural,0
5806,5071,5064,F,2006,2008,natural,10
5693,5029,5142,F,2006,2010,natural,16
5700,5232,5256,F,2006,2010,natural,16
5757,5072,5490,F,2006,2008,natural,7
5631,5074,5457,F,2006,2007,natural,4
5670,4161,5142,F,2006,2007,natural,4
5699,5232,5473,F,2006,2007,natural,4
5652,5235,5310,F,2006,2009,natural,7
5765,4549,5169,F,2006,2007,natural,2
5697,5232,5473,F,2006,2007,natural,0
5743,4496,5535,F,2006,2006,natural,0
5788,5171,5535,F,2006,2006,natural,0
5790,5350,5535,F,2006,2006,natural,0
5767,4040,5532,F,2006,2006,natural,0
5761,4549,5531,F,2006,2006,natural,0
5762,4549,5531,F,2006,2006,natural,0
5756,5072,5530,F,2006,2006,natural,0
5688,5337,5528,F,2006,2006,natural,0
5685,5486,5527,F,2006,2006,natural,0
5647,5265,5524,F,2006,2006,natural,0
5648,5265,5524,F,2006,2006,natural,0
5682,4157,5523,F,2006,2006,natural,0
5628,4474,5522,F,2006,2006,natural,0
5618,4794,5521,F,2006,2006,natural,0
5619,4794,5521,F,2006,2006,natural,0
5620,4794,5521,F,2006,2006,natural,0
5621,4794,5521,F,2006,2006,natural,0
5814,4900,5494,F,2006,2006,natural,0
5810,5094,5494,F,2006,2006,natural,0
5813,5094,5494,F,2006,2006,natural,0
5804,5382,5493,F,2006,2006,natural,0
5796,5425,5491,F,2006,2006,natural,0
5731,4848,5490,F,2006,2006,natural,0
5780,5056,5490,F,2006,2006,natural,0
5758,5072,5490,F,2006,2006,natural,0
5730,4848,5489,F,2006,2006,natural,0
5710,5005,5487,F,2006,2006,natural,0
5663,5200,5483,F,2006,2006,natural,0
5659,5204,5482,F,2006,2006,natural,0
5637,5050,5481,F,2006,2006,natural,0
5632,5074,5480,F,2006,2006,natural,0
5678,5150,5480,F,2006,2006,natural,0
5623,5162,5473,F,2006,2006,natural,0
5686,5337,5468,F,2006,2006,natural,0
5785,5492,5461,F,2006,2006,natural,0
5776,4868,5439,F,2006,2006,natural,0
5777,4722,5388,F,2006,2006,natural,0
5625,5162,5342,F,2006,2006,natural,0
5703,5324,5342,F,2006,2006,natural,0
5695,5475,5342,F,2006,2006,natural,0
5651,5235,5310,F,2006,2006,natural,0
5654,5304,5298,F,2006,2006,natural,0
5655,5304,5298,F,2006,2006,natural,0
5636,5103,5279,F,2006,2006,natural,0
5732,4123,5179,F,2006,2006,natural,0
5802,5368,5178,F,2006,2006,natural,0
5759,5072,5177,F,2006,2006,natural,0
5734,4123,5174,F,2006,2006,natural,0
5739,4123,5174,F,2006,2006,natural,0
5808,5018,5174,F,2006,2006,natural,0
5763,4549,5169,F,2006,2006,natural,0
5766,4549,5169,F,2006,2006,natural,0
5674,5485,5167,F,2006,2006,natural,0
5630,5074,5166,F,2006,2006,natural,0
5633,5074,5166,F,2006,2006,natural,0
5649,5235,5165,F,2006,2006,natural,0
5645,5265,5165,F,2006,2006,natural,0
5617,4479,5164,F,2006,2006,natural,0
5797,5425,5155,F,2006,2006,natural,8
5751,4894,5154,F,2006,2006,natural,0
5626,4474,5149,F,2006,2006,natural,0
5713,5488,5149,F,2006,2006,natural,0
5612,4159,5142,F,2006,2006,natural,0
5671,4161,5142,F,2006,2006,natural,0
5614,4461,5142,F,2006,2006,natural,0
5690,5029,5142,F,2006,2006,natural,0
5691,5029,5142,F,2006,2006,natural,0
5624,5162,5140,F,2006,2006,natural,0
5781,4707,5070,F,2006,2006,natural,0
5729,4848,5064,F,2006,2006,natural,0
5735,4123,4776,F,2006,2006,natural,0
5698,5232,4713,F,2006,2006,natural,0
5772,4041,4413,F,2006,2006,natural,0
5742,4496,4413,F,2006,2006,natural,0
5711,5005,4404,F,2006,2006,natural,0
5643,5050,4404,F,2006,2006,natural,0
5816,4900,3784,F,2006,2006,natural,0
5845,5426,,F,2006,2006,natural,0
5705,5307,5527,F,2006,2007,natural,0
5672,5485,5525,F,2006,2007,natural,0
5622,5162,5342,F,2006,2007,natural,0
5615,4461,5142,F,2006,2007,natural,0
5800,5368,5489,F,2006,2008,natural,0
6040,5368,5489,F,2007,2010,natural,26
5954,5337,4712,F,2007,2010,natural,19
6034,5426,5518,F,2007,2010,natural,18
5909,5074,5501,F,2007,2010,natural,22
5983,5212,5470,F,2007,2010,natural,19
5910,5074,5166,F,2007,2010,natural,13
6037,5449,5789,F,2007,2008,natural,4
6047,5432,5155,F,2007,2009,natural,6
5908,4461,5142,F,2007,2009,natural,6
5907,4461,5837,F,2007,2009,natural,5
6018,5056,5515,F,2007,2008,natural,3
6075,5757,5347,F,2007,2008,natural,3
5945,5476,5142,F,2007,2008,natural,3
6066,5367,4413,F,2007,2010,natural,5
6051,5071,5841,F,2007,2009,natural,3
5931,5226,5482,F,2007,2009,natural,3
6059,5414,5841,F,2007,2009,natural,2
6038,5449,5789,F,2007,2009,natural,2
5905,5488,5496,F,2007,2009,natural,0
5944,5497,5122,F,2007,2010,natural,0
5922,5050,5843,F,2007,2007,natural,0
6036,5449,5842,F,2007,2007,natural,0
6089,5440,5841,F,2007,2007,natural,0
6011,4868,5840,F,2007,2007,natural,0
5981,5212,5838,F,2007,2007,natural,0
5957,5029,5833,F,2007,2007,natural,0
5950,5486,5832,F,2007,2007,natural,0
5977,5210,5831,F,2007,2007,natural,0
5936,4161,5829,F,2007,2007,natural,0
5921,5050,5829,F,2007,2007,natural,0
5966,5324,5829,F,2007,2007,natural,0
5969,5324,5829,F,2007,2007,natural,0
6032,5426,5603,F,2007,2007,natural,0
6024,5171,5602,F,2007,2007,natural,0
6021,5492,5600,F,2007,2007,natural,0
6022,5492,5600,F,2007,2007,natural,0
6023,5492,5600,F,2007,2007,natural,0
6019,5056,5515,F,2007,2007,natural,0
6020,5056,5515,F,2007,2007,natural,0
6028,5375,5515,F,2007,2007,natural,0
6044,5380,5515,F,2007,2007,natural,0
6045,5380,5515,F,2007,2007,natural,0
6073,5765,5514,F,2007,2007,natural,0
5994,5307,5506,F,2007,2007,natural,0
5917,5508,5506,F,2007,2007,natural,0
5901,5005,5501,F,2007,2007,natural,0
5902,5005,5501,F,2007,2007,natural,0
5912,5074,5484,F,2007,2007,natural,0
5933,5226,5483,F,2007,2007,natural,0
5918,5508,5483,F,2007,2007,natural,0
5991,5670,5482,F,2007,2007,natural,0
5993,5307,5472,F,2007,2007,natural,0
5990,5670,5471,F,2007,2007,natural,0
5971,5324,5465,F,2007,2007,natural,0
5972,5324,5465,F,2007,2007,natural,0
5974,5324,5465,F,2007,2007,natural,0
6068,5460,5439,F,2007,2007,natural,0
6074,5765,5421,F,2007,2007,natural,0
5960,5232,5318,F,2007,2007,natural,0
5948,5476,5318,F,2007,2007,natural,0
5946,5476,5275,F,2007,2007,natural,0
5962,5232,5256,F,2007,2007,natural,0
5964,5232,5256,F,2007,2007,natural,0
5965,5232,5256,F,2007,2007,natural,0
6001,5699,5256,F,2007,2007,natural,0
5919,5050,5205,F,2007,2007,natural,0
5924,5265,5205,F,2007,2007,natural,0
5925,5265,5205,F,2007,2007,natural,0
6012,4868,5177,F,2007,2007,natural,0
6013,4868,5177,F,2007,2007,natural,0
6010,4123,5174,F,2007,2007,natural,0
6042,5382,5169,F,2007,2007,natural,0
5959,5232,5166,F,2007,2007,natural,0
5903,5005,5142,F,2007,2007,natural,0
5920,5050,5122,F,2007,2007,natural,0
6053,5018,5070,F,2007,2007,natural,0
6054,5018,5070,F,2007,2007,natural,0
6055,5018,5070,F,2007,2007,natural,0
5998,5656,4713,F,2007,2007,natural,0
6079,4041,4413,F,2007,2007,natural,0
6061,5367,4413,F,2007,2007,natural,0
6063,5367,4413,F,2007,2007,natural,0
6064,5367,4413,F,2007,2007,natural,0
6065,5367,4413,F,2007,2007,natural,0
6078,5757,4413,F,2007,2007,natural,0
5951,5486,5832,F,2007,2008,natural,0
5949,5486,5830,F,2007,2009,natural,0
6248,5232,5256,F,2008,2010,natural,8
6201,6103,6108,F,2008,2009,natural,4
6247,5232,5927,F,2008,2009,natural,3
6417,6380,,F,2008,2009,natural,3
6221,5247,6112,F,2008,2010,natural,4
6301,5954,6111,F,2008,2010,natural,3
6304,5983,4713,F,2008,2009,natural,0
6329,5380,6148,F,2008,2008,natural,0
6267,5226,6133,F,2008,2008,natural,0
6211,6120,6133,F,2008,2008,natural,0
6275,5486,6113,F,2008,2008,natural,0
6272,5485,6110,F,2008,2008,natural,0
6219,5247,6108,F,2008,2008,natural,0
6259,5652,6108,F,2008,2008,natural,0
6200,6103,6108,F,2008,2008,natural,0
6360,6037,6107,F,2008,2008,natural,0
6310,5071,6106,F,2008,2008,natural,0
6343,5797,6106,F,2008,2008,natural,0
6339,5797,6060,F,2008,2008,natural,0
6308,5440,6004,F,2008,2008,natural,0
6351,4040,5826,F,2008,2008,natural,0
6350,4040,5826,F,2008,2008,natural,0
6341,5797,5822,F,2008,2008,natural,0
6376,6075,5822,F,2008,2008,natural,0
6377,6075,5822,F,2008,2008,natural,0
6336,5757,5821,F,2008,2008,natural,0
6369,6047,5789,F,2008,2008,natural,0
6223,5236,5723,F,2008,2008,natural,0
6224,5236,5723,F,2008,2008,natural,0
6225,5236,5723,F,2008,2008,natural,0
6226,5236,5723,F,2008,2008,natural,0
6227,5236,5723,F,2008,2008,natural,0
6251,5693,5608,F,2008,2008,natural,0
6252,5693,5608,F,2008,2008,natural,0
6281,5337,5601,F,2008,2008,natural,0
6282,5337,5601,F,2008,2008,natural,0
6309,5440,5515,F,2008,2008,natural,0
6368,6040,5515,F,2008,2008,natural,0
6367,6040,5515,F,2008,2008,natural,0
6348,5368,5514,F,2008,2008,natural,0
6264,5304,5510,F,2008,2008,natural,0
6231,5210,5506,F,2008,2008,natural,0
6233,5210,5506,F,2008,2008,natural,0
6232,5210,5506,F,2008,2008,natural,0
6258,5652,5496,F,2008,2008,natural,0
6274,5486,5482,F,2008,2008,natural,0
6290,5907,5482,F,2008,2008,natural,0
6299,5945,5482,F,2008,2008,natural,0
6300,5945,5482,F,2008,2008,natural,0
6241,5330,5471,F,2008,2008,natural,0
6287,5715,5471,F,2008,2008,natural,0
6313,5050,5466,F,2008,2008,natural,0
6239,5212,5466,F,2008,2008,natural,0
6245,5476,5466,F,2008,2008,natural,0
6261,5700,5466,F,2008,2008,natural,0
6212,6120,5457,F,2008,2008,natural,0
6371,6051,5439,F,2008,2008,natural,0
6331,5382,5421,F,2008,2008,natural,0
6244,5476,5318,F,2008,2008,natural,0
6298,5945,5318,F,2008,2008,natural,0
6220,5247,5312,F,2008,2008,natural,0
6238,5212,5256,F,2008,2008,natural,0
6249,5232,5256,F,2008,2008,natural,0
6262,5700,5256,F,2008,2008,natural,0
6327,5380,5172,F,2008,2008,natural,0
6328,5380,5172,F,2008,2008,natural,0
6366,6040,5169,F,2008,2008,natural,0
6270,5485,5167,F,2008,2008,natural,0
6271,5485,5167,F,2008,2008,natural,0
6357,6034,5155,F,2008,2008,natural,0
6340,5797,5152,F,2008,2008,natural,0
6342,5797,5152,F,2008,2008,natural,0
6255,5656,5142,F,2008,2008,natural,0
6354,6018,5070,F,2008,2008,natural,0
6257,5656,4713,F,2008,2008,natural,0
6256,5656,4713,F,2008,2008,natural,0
6311,5071,4413,F,2008,2008,natural,0
6364,6038,6146,F,2008,2009,natural,0
6292,5908,5982,F,2008,2009,natural,0
6549,6066,6386,F,2009,2010,natural,9
6450,5232,5927,F,2009,2010,natural,8
6465,5700,5256,F,2009,2010,natural,10
6445,5210,6384,F,2009,2010,natural,5
6435,6401,6382,F,2009,2010,natural,10
6451,5232,5927,F,2009,2010,natural,9
6430,6400,6381,F,2009,2010,natural,4
6490,5931,6204,F,2009,2010,natural,4
6535,6034,6388,F,2009,2010,natural,0
6444,5210,6138,F,2009,2010,natural,2
6526,5367,6511,F,2009,2009,natural,0
6524,5367,6511,F,2009,2009,natural,0
6519,6128,6387,F,2009,2009,natural,0
6550,6066,6386,F,2009,2009,natural,0
6555,6505,6386,F,2009,2009,natural,0
6443,5210,6384,F,2009,2009,natural,0
6466,5226,6205,F,2009,2009,natural,0
6489,5931,6205,F,2009,2009,natural,0
6480,5908,6142,F,2009,2009,natural,0
6467,5226,6138,F,2009,2009,natural,0
6475,5508,6133,F,2009,2009,natural,0
6528,5367,6057,F,2009,2009,natural,0
6527,5367,6057,F,2009,2009,natural,0
6525,5367,6057,F,2009,2009,natural,0
6530,5414,6031,F,2009,2009,natural,0
6541,6040,6026,F,2009,2009,natural,0
6464,5700,5996,F,2009,2009,natural,0
6419,6247,5982,F,2009,2009,natural,0
6421,6247,5982,F,2009,2009,natural,0
6498,5983,5927,F,2009,2009,natural,0
6496,5983,5927,F,2009,2009,natural,0
6497,5983,5927,F,2009,2009,natural,0
6476,5508,5911,F,2009,2009,natural,0
6429,6400,5911,F,2009,2009,natural,0
6460,5652,5906,F,2009,2009,natural,0
6552,6090,5822,F,2009,2009,natural,0
6553,6090,5822,F,2009,2009,natural,0
6520,6128,5822,F,2009,2009,natural,0
6532,5449,5818,F,2009,2009,natural,0
6461,5652,5723,F,2009,2009,natural,0
6422,6301,5716,F,2009,2009,natural,0
6543,6047,5515,F,2009,2009,natural,0
6544,6047,5515,F,2009,2009,natural,0
6545,6047,5515,F,2009,2009,natural,0
6471,5485,5499,F,2009,2009,natural,0
6438,5247,5496,F,2009,2009,natural,0
6439,5247,5496,F,2009,2009,natural,0
6425,6201,5471,F,2009,2009,natural,0
6454,5693,5470,F,2009,2009,natural,0
6455,5693,5470,F,2009,2009,natural,0
6481,5908,5470,F,2009,2009,natural,0
6493,5954,5470,F,2009,2009,natural,0
6492,5954,5470,F,2009,2009,natural,0
6477,5907,5466,F,2009,2009,natural,0
6522,5367,5447,F,2009,2009,natural,0
6523,5367,5447,F,2009,2009,natural,0
6468,5226,5318,F,2009,2009,natural,0
6474,5508,5318,F,2009,2009,natural,0
6420,6247,5318,F,2009,2009,natural,0
6456,5693,5266,F,2009,2009,natural,0
6486,5910,5256,F,2009,2009,natural,0
6539,6040,5172,F,2009,2009,natural,0
6540,6040,5172,F,2009,2009,natural,0
6470,5485,5167,F,2009,2009,natural,0
6418,5241,,F,2009,2009,natural,0
6533,5449,5818,F,2009,2010,natural,0
8500,8420,8419,F,2010,2010,natural,3
8502,8420,8419,F,2010,2010,natural,0
8503,8420,8419,F,2010,2010,natural,0
8446,8390,8417,F,2010,2010,natural,0
8490,8418,8417,F,2010,2010,natural,0
8505,8418,8417,F,2010,2010,natural,0
8504,8418,8417,F,2010,2010,natural,0
8478,6557,8415,F,2010,2010,natural,2
8479,6557,8415,F,2010,2010,natural,5
8485,5367,8409,F,2010,2010,natural,0
8486,5367,8409,F,2010,2010,natural,4
8510,6034,8409,F,2010,2010,natural,0
8458,6034,8406,F,2010,2010,natural,0
8474,8407,8406,F,2010,2010,natural,4
8484,5367,8403,F,2010,2010,natural,3
8442,8418,8398,F,2010,2010,natural,0
8346,5954,8244,F,2010,2010,natural,0
8348,5954,8244,F,2010,2010,natural,0
8351,5954,8244,F,2010,2010,natural,0
8265,5954,8230,F,2010,2010,natural,0
8266,6490,8226,F,2010,2010,natural,0
8354,6451,8225,F,2010,2010,natural,0
8374,6401,8224,F,2010,2010,natural,0
8376,6401,8224,F,2010,2010,natural,0
8317,6248,8221,F,2010,2010,natural,0
8318,6248,8221,F,2010,2010,natural,4
8298,6450,8221,F,2010,2010,natural,3
8456,6034,8220,F,2010,2010,natural,0
8457,6034,8220,F,2010,2010,natural,0
8355,6451,8219,F,2010,2010,natural,3
8356,6451,8219,F,2010,2010,natural,2
8357,6451,8219,F,2010,2010,natural,0
8366,6445,8212,F,2010,2010,natural,0
8248,5700,8209,F,2010,2010,natural,0
8541,6508,8205,F,2010,2010,natural,0
8524,6508,8204,F,2010,2010,natural,0
8429,8400,8204,F,2010,2010,natural,0
8523,6508,8203,F,2010,2010,natural,0
8526,6508,8203,F,2010,2010,natural,0
8513,6034,8202,F,2010,2010,natural,1
8440,8418,8202,F,2010,2010,natural,0
8441,8418,8202,F,2010,2010,natural,0
8465,8405,8201,F,2010,2010,natural,0
8261,5954,8200,F,2010,2010,natural,0
8291,6435,8198,F,2010,2010,natural,0
8388,5693,8197,F,2010,2010,natural,0
