animal,dam,sire,Sex,BYEAR,DYEAR,Death.Type,LRS
2503,1404,,F,1997,1997,natural,0
2502,1404,,F,1997,1997,natural,0
2501,1404,,F,1997,1997,natural,0
2484,1410,,F,1997,1997,natural,0
2542,1513,,F,1997,1997,natural,0
2509,1613,,F,1997,1997,natural,0
2508,1613,,F,1997,1997,natural,0
2522,1669,,F,1997,1997,natural,0
2592,1816,,F,1997,1997,natural,0
2565,1876,,F,1997,1997,natural,0
2577,1884,,F,1997,1997,natural,0
2602,1947,,F,1997,1997,natural,0
2611,1959,,F,1997,1997,natural,0
2610,1959,,F,1997,1997,natural,0
2600,1960,,F,1997,1997,natural,0
2618,1965,,F,1997,1997,natural,0
2619,1965,,F,1997,1997,natural,0
2617,1965,,F,1997,1997,natural,0
2531,1982,,F,1997,1997,natural,0
2533,1988,,F,1997,1997,natural,0
2535,1988,,F,1997,1997,natural,0
2594,2017,,F,1997,1997,natural,0
2629,2034,,F,1997,1997,natural,0
2543,1513,,F,1997,1998,natural,0
2608,1923,,F,1997,1998,natural,0
2868,1669,,F,1998,2004,natural,18
2917,1327,,F,1998,2002,natural,12
2938,1887,,F,1998,2002,natural,12
2981,1847,,F,1998,2003,natural,14
2901,1247,,F,1998,2004,natural,16
2869,1669,,F,1998,2001,natural,9
2978,1915,,F,1998,2001,natural,9
2878,1926,,F,1998,2002,natural,11
3061,2583,,F,1998,2003,natural,13
2892,1643,,F,1998,1999,natural,4
3089,2419,,F,1998,1999,natural,4
2870,1669,,F,1998,2000,natural,6
2937,1887,,F,1998,2000,natural,6
2893,1643,,F,1998,2002,natural,10
2795,1314,,F,1998,2003,natural,12
3135,1992,,F,1998,2003,natural,12
2955,1904,,F,1998,2003,natural,11
2907,1235,,F,1998,2002,natural,9
2940,1881,,F,1998,2002,natural,9
2990,1518,,F,1998,2001,natural,7
2995,1815,,F,1998,2000,natural,5
2976,2001,,F,1998,2000,natural,5
2855,933,,F,1998,2005,natural,13
2798,1345,,F,1998,2002,natural,8
2918,1327,,F,1998,1999,natural,3
3065,1355,,F,1998,1999,natural,3
2845,1404,,F,1998,1999,natural,3
2891,1643,,F,1998,1999,natural,3
3036,1973,,F,1998,1999,natural,3
2998,2207,,F,1998,1999,natural,3
3150,2489,,F,1998,1999,natural,3
3119,2539,,F,1998,1999,natural,3
3002,2017,,F,1998,2001,natural,6
2966,1885,,F,1998,2004,natural,10
2781,1876,,F,1998,2002,natural,7
3003,2017,,F,1998,2002,natural,7
3014,1960,,F,1998,2000,natural,4
3138,2014,,F,1998,2000,natural,4
3117,2539,,F,1998,2000,natural,4
3046,2275,,F,1998,2002,natural,6
3066,1355,,F,1998,1999,natural,2
2996,1816,,F,1998,1999,natural,2
3084,2512,,F,1998,1999,natural,2
2791,1314,,F,1998,2000,natural,3
2979,1915,,F,1998,2000,natural,3
3018,1922,,F,1998,2000,natural,3
3095,2482,,F,1998,2000,natural,3
3121,2540,,F,1998,2000,natural,3
3034,1973,,F,1998,2001,natural,4
2856,933,,F,1998,2002,natural,7
2871,1669,,F,1998,2002,natural,4
3105,2507,,F,1998,2001,natural,3
2828,1243,,F,1998,2000,natural,2
2988,1809,,F,1998,2000,natural,2
3113,2500,,F,1998,2000,natural,2
2899,1247,,F,1998,2003,natural,4
3096,2482,,F,1998,2002,natural,3
2939,1881,,F,1998,1999,natural,3
2965,1885,,F,1998,2001,natural,2
2912,1336,,F,1998,1999,natural,0
2992,1518,,F,1998,1999,natural,0
2929,1876,,F,1998,1999,natural,0
2970,1884,,F,1998,1999,natural,0
2975,1894,,F,1998,1999,natural,0
2959,1904,,F,1998,1999,natural,0
2961,1905,,F,1998,1999,natural,0
2925,2016,,F,1998,1999,natural,0
2946,1883,,F,1998,2000,natural,0
3132,1992,,F,1998,2000,natural,0
3054,2201,,F,1998,2000,natural,0
3053,2201,,F,1998,2000,natural,0
3044,2275,,F,1998,2000,natural,0
3101,2469,,F,1998,2000,natural,0
3126,2604,,F,1998,2000,natural,0
2790,708,,F,1998,1998,natural,0
2789,771,,F,1998,1998,natural,0
2783,773,,F,1998,1998,natural,0
2784,773,,F,1998,1998,natural,0
2786,773,,F,1998,1998,natural,0
2857,933,,F,1998,1998,natural,0
3144,1047,,F,1998,1998,natural,0
3143,1047,,F,1998,1998,natural,0
2903,1235,,F,1998,1998,natural,0
2904,1235,,F,1998,1998,natural,0
2908,1235,,F,1998,1998,natural,0
2909,1235,,F,1998,1998,natural,0
2863,1239,,F,1998,1998,natural,0
2860,1239,,F,1998,1998,natural,0
2829,1243,,F,1998,1998,natural,0
2835,1243,,F,1998,1998,natural,0
2832,1243,,F,1998,1998,natural,0
2831,1243,,F,1998,1998,natural,0
2816,1265,,F,1998,1998,natural,0
2820,1265,,F,1998,1998,natural,0
2817,1265,,F,1998,1998,natural,0
2844,1276,,F,1998,1998,natural,0
2841,1276,,F,1998,1998,natural,0
2839,1276,,F,1998,1998,natural,0
2794,1314,,F,1998,1998,natural,0
2799,1324,,F,1998,1998,natural,0
2922,1327,,F,1998,1998,natural,0
2921,1327,,F,1998,1998,natural,0
2826,1337,,F,1998,1998,natural,0
2797,1345,,F,1998,1998,natural,0
2806,1350,,F,1998,1998,natural,0
2807,1350,,F,1998,1998,natural,0
2808,1350,,F,1998,1998,natural,0
2809,1350,,F,1998,1998,natural,0
2811,1350,,F,1998,1998,natural,0
2810,1350,,F,1998,1998,natural,0
2813,1379,,F,1998,1998,natural,0
2888,1380,,F,1998,1998,natural,0
2846,1404,,F,1998,1998,natural,0
2847,1404,,F,1998,1998,natural,0
2895,1513,,F,1998,1998,natural,0
2896,1513,,F,1998,1998,natural,0
2894,1513,,F,1998,1998,natural,0
3008,1520,,F,1998,1998,natural,0
3011,1520,,F,1998,1998,natural,0
3009,1520,,F,1998,1998,natural,0
3010,1520,,F,1998,1998,natural,0
2853,1614,,F,1998,1998,natural,0
2872,1669,,F,1998,1998,natural,0
2874,1669,,F,1998,1998,natural,0
2985,1809,,F,1998,1998,natural,0
3091,1836,,F,1998,1998,natural,0
2982,1847,,F,1998,1998,natural,0
2928,1876,,F,1998,1998,natural,0
2930,1876,,F,1998,1998,natural,0
2927,1876,,F,1998,1998,natural,0
2947,1883,,F,1998,1998,natural,0
2943,1883,,F,1998,1998,natural,0
2969,1884,,F,1998,1998,natural,0
2933,1887,,F,1998,1998,natural,0
2936,1887,,F,1998,1998,natural,0
2952,1904,,F,1998,1998,natural,0
2957,1904,,F,1998,1998,natural,0
2958,1904,,F,1998,1998,natural,0
2960,1904,,F,1998,1998,natural,0
2964,1905,,F,1998,1998,natural,0
2962,1905,,F,1998,1998,natural,0
2875,1926,,F,1998,1998,natural,0
3017,1947,,F,1998,1998,natural,0
3026,1959,,F,1998,1998,natural,0
3013,1960,,F,1998,1998,natural,0
2879,1964,,F,1998,1998,natural,0
3123,1965,,F,1998,1998,natural,0
3028,1978,,F,1998,1998,natural,0
2881,1983,,F,1998,1998,natural,0
3131,1992,,F,1998,1998,natural,0
3136,2014,,F,1998,1998,natural,0
2924,2016,,F,1998,1998,natural,0
3004,2017,,F,1998,1998,natural,0
3158,2037,,F,1998,1998,natural,0
3110,2115,,F,1998,1998,natural,0
3042,2187,,F,1998,1998,natural,0
3000,2207,,F,1998,1998,natural,0
3051,2267,,F,1998,1998,natural,0
3047,2278,,F,1998,1998,natural,0
3048,2278,,F,1998,1998,natural,0
3102,2469,,F,1998,1998,natural,0
3107,2494,,F,1998,1998,natural,0
3083,2512,,F,1998,1998,natural,0
3082,2526,,F,1998,1998,natural,0
3080,2526,,F,1998,1998,natural,0
3118,2539,,F,1998,1998,natural,0
3068,2544,,F,1998,1998,natural,0
3037,2558,,F,1998,1998,natural,0
3038,2558,,F,1998,1998,natural,0
3062,2583,,F,1998,1998,natural,0
3128,2604,,F,1998,1998,natural,0
3055,2606,,F,1998,1998,natural,0
3075,2613,,F,1998,1998,natural,0
3151,2625,,F,1998,1998,natural,0
3153,2625,,F,1998,1998,natural,0
3146,2627,,F,1998,1998,natural,0
3145,2627,,F,1998,1998,natural,0
3140,1047,,F,1998,1999,natural,0
2867,1669,,F,1998,1999,natural,0
3030,1822,,F,1998,1999,natural,0
2967,1885,,F,1998,1999,natural,0
3019,1922,,F,1998,1999,natural,0
3085,2512,,F,1998,1999,natural,0
3078,2613,,F,1998,1999,natural,0
2849,1613,,F,1998,2000,natural,0
3035,1973,,F,1998,2000,natural,0
3074,2613,,F,1998,2001,natural,0
3577,2014,,F,1999,2003,natural,8
3644,3065,,F,1999,2000,natural,0
3229,919,,F,1999,1999,natural,0
3280,933,,F,1999,1999,natural,0
3272,1243,,F,1999,1999,natural,0
3270,1243,,F,1999,1999,natural,0
3273,1244,,F,1999,1999,natural,0
3261,1265,,F,1999,1999,natural,0
3263,1265,,F,1999,1999,natural,0
3262,1265,,F,1999,1999,natural,0
3234,1324,,F,1999,1999,natural,0
3235,1324,,F,1999,1999,natural,0
3302,1327,,F,1999,1999,natural,0
3300,1327,,F,1999,1999,natural,0
3239,1335,,F,1999,1999,natural,0
3264,1337,,F,1999,1999,natural,0
3230,1345,,F,1999,1999,natural,0
3232,1345,,F,1999,1999,natural,0
3427,1355,,F,1999,1999,natural,0
3241,1379,,F,1999,1999,natural,0
3275,1613,,F,1999,1999,natural,0
3277,1613,,F,1999,1999,natural,0
3282,1669,,F,1999,1999,natural,0
3344,1809,,F,1999,1999,natural,0
3349,1816,,F,1999,1999,natural,0
3350,1816,,F,1999,1999,natural,0
3457,1836,,F,1999,1999,natural,0
3558,1843,,F,1999,1999,natural,0
3556,1843,,F,1999,1999,natural,0
3557,1843,,F,1999,1999,natural,0
3339,1847,,F,1999,1999,natural,0
3338,1847,,F,1999,1999,natural,0
3307,1876,,F,1999,1999,natural,0
3314,1881,,F,1999,1999,natural,0
3313,1881,,F,1999,1999,natural,0
3315,1881,,F,1999,1999,natural,0
3318,1883,,F,1999,1999,natural,0
3319,1883,,F,1999,1999,natural,0
3320,1883,,F,1999,1999,natural,0
3328,1884,,F,1999,1999,natural,0
3312,1887,,F,1999,1999,natural,0
3309,1887,,F,1999,1999,natural,0
3327,1905,,F,1999,1999,natural,0
3321,1909,,F,1999,1999,natural,0
3337,1915,,F,1999,1999,natural,0
3334,1915,,F,1999,1999,natural,0
3390,1922,,F,1999,1999,natural,0
3388,1922,,F,1999,1999,natural,0
3387,1922,,F,1999,1999,natural,0
3287,1926,,F,1999,1999,natural,0
3289,1926,,F,1999,1999,natural,0
3284,1946,,F,1999,1999,natural,0
3286,1946,,F,1999,1999,natural,0
3570,1958,,F,1999,1999,natural,0
3568,1958,,F,1999,1999,natural,0
3392,1959,,F,1999,1999,natural,0
3391,1959,,F,1999,1999,natural,0
3384,1960,,F,1999,1999,natural,0
3293,1964,,F,1999,1999,natural,0
3562,1965,,F,1999,1999,natural,0
3560,1965,,F,1999,1999,natural,0
3395,1978,,F,1999,1999,natural,0
3295,1983,,F,1999,1999,natural,0
3573,1992,,F,1999,1999,natural,0
3306,2016,,F,1999,1999,natural,0
3365,2017,,F,1999,1999,natural,0
3368,2017,,F,1999,1999,natural,0
3363,2017,,F,1999,1999,natural,0
3656,2037,,F,1999,1999,natural,0
3501,2114,,F,1999,1999,natural,0
3538,2117,,F,1999,1999,natural,0
3355,2154,,F,1999,1999,natural,0
3402,2187,,F,1999,1999,natural,0
3401,2187,,F,1999,1999,natural,0
3411,2267,,F,1999,1999,natural,0
3410,2267,,F,1999,1999,natural,0
3404,2275,,F,1999,1999,natural,0
3407,2278,,F,1999,1999,natural,0
3380,2313,,F,1999,1999,natural,0
3243,2401,,F,1999,1999,natural,0
3441,2419,,F,1999,1999,natural,0
3444,2419,,F,1999,1999,natural,0
3443,2419,,F,1999,1999,natural,0
3447,2420,,F,1999,1999,natural,0
3510,2429,,F,1999,1999,natural,0
3518,2430,,F,1999,1999,natural,0
3523,2431,,F,1999,1999,natural,0
3521,2431,,F,1999,1999,natural,0
3524,2432,,F,1999,1999,natural,0
3525,2432,,F,1999,1999,natural,0
3526,2433,,F,1999,1999,natural,0
3537,2436,,F,1999,1999,natural,0
3540,2437,,F,1999,1999,natural,0
3552,2441,,F,1999,1999,natural,0
3553,2441,,F,1999,1999,natural,0
3345,2453,,F,1999,1999,natural,0
3347,2453,,F,1999,1999,natural,0
3428,2458,,F,1999,1999,natural,0
3434,2461,,F,1999,1999,natural,0
3469,2482,,F,1999,1999,natural,0
3471,2482,,F,1999,1999,natural,0
3468,2482,,F,1999,1999,natural,0
3564,2486,,F,1999,1999,natural,0
3485,2494,,F,1999,1999,natural,0
3478,2494,,F,1999,1999,natural,0
3479,2494,,F,1999,1999,natural,0
3503,2500,,F,1999,1999,natural,0
3472,2506,,F,1999,1999,natural,0
3474,2506,,F,1999,1999,natural,0
3439,2526,,F,1999,1999,natural,0
3487,2529,,F,1999,1999,natural,0
3488,2529,,F,1999,1999,natural,0
3491,2529,,F,1999,1999,natural,0
3489,2529,,F,1999,1999,natural,0
3431,2544,,F,1999,1999,natural,0
3432,2544,,F,1999,1999,natural,0
3419,2553,,F,1999,1999,natural,0
3420,2553,,F,1999,1999,natural,0
3397,2558,,F,1999,1999,natural,0
3455,2581,,F,1999,1999,natural,0
3453,2581,,F,1999,1999,natural,0
3450,2582,,F,1999,1999,natural,0
3448,2582,,F,1999,1999,natural,0
3421,2583,,F,1999,1999,natural,0
3475,2591,,F,1999,1999,natural,0
3571,2604,,F,1999,1999,natural,0
3417,2606,,F,1999,1999,natural,0
3415,2606,,F,1999,1999,natural,0
3416,2606,,F,1999,1999,natural,0
3438,2612,,F,1999,1999,natural,0
3635,2625,,F,1999,1999,natural,0
3580,2627,,F,1999,1999,natural,0
3581,2627,,F,1999,1999,natural,0
3250,2708,,F,1999,1999,natural,0
3251,2708,,F,1999,1999,natural,0
3258,2712,,F,1999,1999,natural,0
3530,2723,,F,1999,1999,natural,0
3511,2791,,F,1999,1999,natural,0
3458,2795,,F,1999,1999,natural,0
3246,2798,,F,1999,1999,natural,0
3245,2798,,F,1999,1999,natural,0
3377,2828,,F,1999,1999,natural,0
3466,2845,,F,1999,1999,natural,0
3467,2845,,F,1999,1999,natural,0
3594,2870,,F,1999,1999,natural,0
3492,2878,,F,1999,1999,natural,0
3494,2878,,F,1999,1999,natural,0
3608,2891,,F,1999,1999,natural,0
3614,2892,,F,1999,1999,natural,0
3612,2892,,F,1999,1999,natural,0
3615,2892,,F,1999,1999,natural,0
3504,2906,,F,1999,1999,natural,0
3506,2907,,F,1999,1999,natural,0
3505,2907,,F,1999,1999,natural,0
3587,2918,,F,1999,1999,natural,0
3601,2937,,F,1999,1999,natural,0
3600,2937,,F,1999,1999,natural,0
3372,2939,,F,1999,1999,natural,0
3514,2940,,F,1999,1999,natural,0
3516,2940,,F,1999,1999,natural,0
3464,2955,,F,1999,1999,natural,0
3605,2976,,F,1999,1999,natural,0
3374,2981,,F,1999,1999,natural,0
3373,2981,,F,1999,1999,natural,0
3375,2981,,F,1999,1999,natural,0
3361,2988,,F,1999,1999,natural,0
3371,2996,,F,1999,1999,natural,0
3370,2996,,F,1999,1999,natural,0
3632,2998,,F,1999,1999,natural,0
3602,3002,,F,1999,1999,natural,0
3591,3014,,F,1999,1999,natural,0
3592,3014,,F,1999,1999,natural,0
3589,3014,,F,1999,1999,natural,0
3543,3018,,F,1999,1999,natural,0
3630,3036,,F,1999,1999,natural,0
3619,3084,,F,1999,1999,natural,0
3618,3084,,F,1999,1999,natural,0
3625,3089,,F,1999,1999,natural,0
3508,3095,,F,1999,1999,natural,0
3650,3117,,F,1999,1999,natural,0
3651,3117,,F,1999,1999,natural,0
3648,3119,,F,1999,1999,natural,0
3649,3119,,F,1999,1999,natural,0
3585,3135,,F,1999,1999,natural,0
3640,3138,,F,1999,1999,natural,0
3639,3138,,F,1999,1999,natural,0
3660,3150,,F,1999,1999,natural,0
3331,1894,,F,1999,2000,natural,0
3477,2591,,F,1999,2000,natural,0
3584,3135,,F,1999,2000,natural,0
3621,2978,,F,1999,2003,natural,0
3864,2870,,F,2000,2005,natural,15
3823,2434,,F,2000,2001,natural,4
3854,2486,,F,2000,2003,natural,6
3802,2955,,F,2000,2003,natural,6
3849,1843,,F,2000,2002,natural,4
3785,1959,,F,2000,2002,natural,3
3837,2855,3548,F,2000,2000,natural,0
3750,1327,,F,2000,2000,natural,0
3747,1352,,F,2000,2000,natural,0
3746,1380,,F,2000,2000,natural,0
3741,1656,,F,2000,2000,natural,0
3769,1816,,F,2000,2000,natural,0
3850,1843,,F,2000,2000,natural,0
3761,1847,,F,2000,0,natural,0
3762,1847,,F,2000,2000,natural,0
3751,1876,,F,2000,2000,natural,0
3758,1885,,F,2000,2000,natural,0
3753,1909,,F,2000,2000,natural,0
3754,1909,,F,2000,2000,natural,0
3743,1926,,F,2000,2000,natural,0
3742,1926,,F,2000,2000,natural,0
3786,1959,,F,2000,2000,natural,0
3783,1960,,F,2000,2000,natural,0
3745,1982,,F,2000,2000,natural,0
3744,1983,,F,2000,2000,natural,0
3759,2001,,F,2000,2000,natural,0
3839,2118,,F,2000,2000,natural,0
3772,2154,,F,2000,2000,natural,0
3773,2154,,F,2000,2000,natural,0
3791,2264,,F,2000,2000,natural,0
3790,2264,,F,2000,2000,natural,0
3731,2400,,F,2000,2000,natural,0
3734,2400,,F,2000,2000,natural,0
3816,2432,,F,2000,2000,natural,0
3827,2434,,F,2000,2000,natural,0
3832,2436,,F,2000,2000,natural,0
3842,2443,,F,2000,2000,natural,0
3843,2443,,F,2000,2000,natural,0
3841,2443,,F,2000,2000,natural,0
3768,2453,,F,2000,2000,natural,0
3853,2486,,F,2000,2000,natural,0
3795,2511,,F,2000,2000,natural,0
3799,2526,,F,2000,2000,natural,0
3796,2544,,F,2000,2000,natural,0
3787,2558,,F,2000,2000,natural,0
3797,2575,,F,2000,2000,natural,0
3806,2591,,F,2000,2000,natural,0
3807,2591,,F,2000,2000,natural,0
3857,2604,,F,2000,2000,natural,0
3856,2604,,F,2000,2000,natural,0
3888,2625,,F,2000,2000,natural,0
3737,2706,,F,2000,2000,natural,0
3735,2706,,F,2000,2000,natural,0
3736,2706,,F,2000,2000,natural,0
3830,2739,,F,2000,2000,natural,0
3829,2739,,F,2000,2000,natural,0
3838,2856,,F,2000,2000,natural,0
3868,2869,,F,2000,2000,natural,0
3812,2901,,F,2000,2000,natural,0
3813,2906,,F,2000,2000,natural,0
3862,2917,,F,2000,2000,natural,0
3870,2937,,F,2000,2000,natural,0
3871,2937,,F,2000,2000,natural,0
3815,2940,,F,2000,2000,natural,0
3803,2955,,F,2000,2000,natural,0
3876,2976,,F,2000,2000,natural,0
3883,2978,,F,2000,2000,natural,0
3881,2979,,F,2000,2000,natural,0
3882,2979,,F,2000,2000,natural,0
3778,2981,,F,2000,2000,natural,0
3780,2995,,F,2000,2000,natural,0
3781,2995,,F,2000,2000,natural,0
3782,2995,,F,2000,2000,natural,0
3890,3117,,F,2000,2000,natural,0
3891,3117,,F,2000,2000,natural,0
3810,2878,,F,2000,2001,natural,0
3820,2433,,F,2000,2009,natural,0
4123,2526,,F,2001,2007,natural,26
4161,2907,,F,2001,2007,natural,19
4159,2906,,F,2001,2006,natural,14
4277,3002,,F,2001,2005,natural,11
4263,2869,,F,2001,2003,natural,6
4082,2713,,F,2001,2005,natural,10
4329,3577,,F,2001,2005,natural,10
4157,2901,2802,F,2001,2006,natural,7
4183,2434,,F,2001,2003,natural,3
4173,2433,,F,2001,2002,natural,0
4136,2494,,F,2001,2002,natural,0
4250,2779,,F,2001,2002,natural,0
4196,2856,,F,2001,2002,natural,0
4110,1959,,F,2001,2001,natural,0
4112,1959,,F,2001,2001,natural,0
4108,1960,,F,2001,2001,natural,0
4107,1960,,F,2001,2001,natural,0
4106,1960,,F,2001,2001,natural,0
4222,1965,,F,2001,2001,natural,0
4087,2001,,F,2001,2001,natural,0
4086,2001,,F,2001,2001,natural,0
4089,2001,,F,2001,2001,natural,0
4330,2037,,F,2001,2001,natural,0
4097,2207,,F,2001,2001,natural,0
4096,2207,,F,2001,2001,natural,0
4245,2262,,F,2001,2001,natural,0
4055,2400,,F,2001,2001,natural,0
4056,2400,,F,2001,2001,natural,0
4168,2432,,F,2001,2001,natural,0
4171,2432,,F,2001,2001,natural,0
4180,2434,,F,2001,2001,natural,0
4186,2436,,F,2001,2001,natural,0
4188,2436,,F,2001,2001,natural,0
4208,2440,,F,2001,2001,natural,0
4117,2461,,F,2001,2001,natural,0
4114,2461,,F,2001,2001,natural,0
4225,2486,,F,2001,2001,natural,0
4226,2486,,F,2001,2001,natural,0
4231,2486,,F,2001,2001,natural,0
4132,2506,,F,2001,2001,natural,0
4252,2604,,F,2001,2001,natural,0
4253,2604,,F,2001,2001,natural,0
4254,2604,,F,2001,2001,natural,0
4313,2625,,F,2001,2001,natural,0
4069,2708,,F,2001,2001,natural,0
4072,2708,,F,2001,2001,natural,0
4074,2708,,F,2001,2001,natural,0
4075,2708,,F,2001,2001,natural,0
4076,2708,,F,2001,2001,natural,0
4077,2708,,F,2001,2001,natural,0
4079,2709,,F,2001,2001,natural,0
4177,2729,,F,2001,2001,natural,0
4205,2749,,F,2001,2001,natural,0
4211,2754,,F,2001,2001,natural,0
4213,2763,,F,2001,2001,natural,0
4214,2763,,F,2001,2001,natural,0
4212,2763,,F,2001,2001,natural,0
4223,2773,,F,2001,2001,natural,0
4248,2779,,F,2001,2001,natural,0
4060,2781,,F,2001,2001,natural,0
4129,2795,,F,2001,2001,natural,0
4128,2795,,F,2001,2001,natural,0
4063,2798,,F,2001,2001,natural,0
4064,2798,,F,2001,2001,natural,0
4062,2798,,F,2001,2001,natural,0
4192,2855,,F,2001,2001,natural,0
4193,2856,,F,2001,2001,natural,0
4299,2868,,F,2001,2001,natural,0
4264,2869,,F,2001,2001,natural,0
4300,2871,,F,2001,2001,natural,0
4302,2871,,F,2001,2001,natural,0
4142,2878,,F,2001,2001,natural,0
4307,2893,,F,2001,2001,natural,0
4306,2893,,F,2001,2001,natural,0
4150,2899,,F,2001,2001,natural,0
4156,2901,,F,2001,2001,natural,0
4158,2906,,F,2001,2001,natural,0
4162,2907,,F,2001,2001,natural,0
4262,2917,,F,2001,2001,natural,0
4258,2917,,F,2001,2001,natural,0
4272,2934,,F,2001,2001,natural,0
4273,2934,,F,2001,2001,natural,0
4270,2938,,F,2001,2001,natural,0
4167,2940,,F,2001,2001,natural,0
4166,2940,,F,2001,2001,natural,0
4102,2981,,F,2001,2001,natural,0
4101,2981,,F,2001,2001,natural,0
4284,2990,,F,2001,2001,natural,0
4286,2990,,F,2001,2001,natural,0
4283,2990,,F,2001,2001,natural,0
4276,3002,,F,2001,2001,natural,0
4279,3003,,F,2001,2001,natural,0
4281,3003,,F,2001,2001,natural,0
4315,3034,,F,2001,2001,natural,0
4317,3034,,F,2001,2001,natural,0
4318,3034,,F,2001,2001,natural,0
4288,3046,,F,2001,2001,natural,0
4287,3046,,F,2001,2001,natural,0
4289,3046,,F,2001,2001,natural,0
4323,3096,,F,2001,2001,natural,0
4324,3096,,F,2001,2001,natural,0
4325,3096,,F,2001,2001,natural,0
4147,3105,,F,2001,2001,natural,0
4335,3147,,F,2001,2001,natural,0
4240,3225,,F,2001,2001,natural,0
4239,3225,,F,2001,2001,natural,0
4215,3383,,F,2001,2001,natural,0
4328,3577,,F,2001,2001,natural,0
4236,3823,,F,2001,2001,natural,0
4327,3864,,F,2001,2001,natural,0
4091,2154,,F,2001,2002,natural,0
4203,2438,,F,2001,2002,natural,0
4121,2526,,F,2001,2002,natural,0
4314,2625,,F,2001,2002,natural,0
4266,2869,,F,2001,2002,natural,0
4268,2938,,F,2001,2002,natural,0
4334,3147,,F,2001,2002,natural,0
4176,2727,,F,2001,2004,natural,0
4285,2990,,F,2001,2006,natural,0
4571,2868,,F,2002,2005,natural,14
4461,2544,,F,2002,2007,natural,21
4479,2906,,F,2002,2006,natural,13
4496,2436,,F,2002,2007,natural,15
4549,2779,,F,2002,2007,natural,15
4552,3135,,F,2002,2005,natural,9
4523,2773,,F,2002,2005,natural,8
4474,2899,,F,2002,2006,natural,10
4434,2709,,F,2002,2004,natural,4
4543,3228,,F,2002,2005,natural,5
4444,2154,,F,2002,2004,natural,3
4475,2899,,F,2002,2004,natural,3
4477,2901,,F,2002,2004,natural,3
4441,2154,,F,2002,2003,natural,0
4583,2625,,F,2002,2003,natural,0
4470,2955,,F,2002,2003,natural,0
4488,2727,3088,F,2002,2002,natural,0
4446,2207,,F,2002,2002,natural,0
4545,2262,,F,2002,2002,natural,0
4547,2262,,F,2002,2002,natural,0
4546,2262,,F,2002,2002,natural,0
4454,2264,,F,2002,2002,natural,0
4455,2264,,F,2002,2002,natural,0
4423,2400,,F,2002,2002,natural,0
4422,2400,,F,2002,2002,natural,0
4494,2436,,F,2002,2002,natural,0
4505,2438,,F,2002,2002,natural,0
4506,2438,,F,2002,2002,natural,0
4510,2440,,F,2002,2002,natural,0
4581,2489,,F,2002,2002,natural,0
4458,2511,,F,2002,2002,natural,0
4459,2511,,F,2002,2002,natural,0
4456,2511,,F,2002,2002,natural,0
4432,2706,,F,2002,2002,natural,0
4491,2729,,F,2002,2002,natural,0
4513,2754,,F,2002,2002,natural,0
4512,2754,,F,2002,2002,natural,0
4515,2761,,F,2002,2002,natural,0
4514,2761,,F,2002,2002,natural,0
4519,2763,,F,2002,2002,natural,0
4550,2779,,F,2002,2002,natural,0
4548,2779,,F,2002,2002,natural,0
4579,2781,,F,2002,2002,natural,0
4577,2781,,F,2002,2002,natural,0
4465,2795,,F,2002,2002,natural,0
4468,2795,,F,2002,2002,natural,0
4427,2798,,F,2002,2002,natural,0
4429,2798,,F,2002,2002,natural,0
4500,2855,,F,2002,2002,natural,0
4570,2868,,F,2002,2002,natural,0
4471,2878,,F,2002,2002,natural,0
4473,2878,,F,2002,2002,natural,0
4478,2901,,F,2002,2002,natural,0
4484,2907,,F,2002,2002,natural,0
4554,2917,,F,2002,2002,natural,0
4557,2917,,F,2002,2002,natural,0
4556,2917,,F,2002,2002,natural,0
4560,2938,,F,2002,2002,natural,0
4562,2938,,F,2002,2002,natural,0
4563,2938,,F,2002,2002,natural,0
4561,2938,,F,2002,2002,natural,0
4486,2940,,F,2002,2002,natural,0
4566,3046,,F,2002,2002,natural,0
4567,3046,,F,2002,2002,natural,0
4587,3061,,F,2002,2002,natural,0
4588,3061,,F,2002,2002,natural,0
4585,3061,,F,2002,2002,natural,0
4589,3061,,F,2002,2002,natural,0
4553,3135,,F,2002,2002,natural,0
4551,3135,,F,2002,2002,natural,0
4525,3220,,F,2002,2002,natural,0
4540,3227,,F,2002,2002,natural,0
4542,3228,,F,2002,2002,natural,0
4544,3228,,F,2002,2002,natural,0
4532,3785,,F,2002,2002,natural,0
4527,3802,,F,2002,2002,natural,0
4528,3802,,F,2002,2002,natural,0
4535,3849,,F,2002,2002,natural,0
4537,3849,,F,2002,2002,natural,0
4536,3849,,F,2002,2002,natural,0
4594,3854,,F,2002,2002,natural,0
4595,3854,,F,2002,2002,natural,0
4592,3864,,F,2002,2002,natural,0
4591,3864,,F,2002,2002,natural,0
4576,2781,,F,2002,2003,natural,0
4435,2709,,F,2002,2004,natural,0
4530,3785,,F,2002,2007,natural,0
4794,4002,,F,2003,2006,natural,17
4805,4017,4000,F,2003,2005,natural,10
4894,4571,3539,F,2003,2006,natural,10
4725,2966,2997,F,2003,2005,natural,7
4868,3864,2588,F,2003,2008,natural,14
4849,4050,,F,2003,2006,natural,9
4841,3728,,F,2003,2004,natural,4
4722,2400,3701,F,2003,2008,natural,10
4747,2729,,F,2003,2007,natural,8
4843,3729,,F,2003,2004,natural,3
4848,4050,,F,2003,2007,natural,6
4893,4571,,F,2003,2005,natural,3
